GP_Type,Contract_Type,Country,Practice_Type,Gender,Age,Rurality,Region,Practice_Registered_Patients,Weekly Working Hours,Range_of_Gross_Earnings_from_Self_Employment_£,Range_of_Total_Expenses_from_Self_Employment_£,Range_of_Income_Before_Tax_from_Self_Employment_£,Range_of_Total_Income_Before_Tax_£,Type,Value
Combined,GPMS,Northern Ireland,All,All,All,Rural,All,All,All,,,,,Average Tot Gross Earnings,209100
Combined,GPMS,Northern Ireland,All,All,All,Rural,All,All,All,,,,,Average Tot Income Before Tax,96300
Combined,GPMS,Northern Ireland,All,All,All,Rural,All,All,All,,,,,Estimated Population,350
Combined,GPMS,Northern Ireland,All,All,All,Rural,All,All,All,,,,,Income Before Tax Standard Error,1522
Combined,GPMS,Northern Ireland,All,All,All,Rural,All,All,All,,,,,Median Income Before Tax,95800
Combined,GPMS,Northern Ireland,All,All,All,Rural,All,All,All,,,,,Sample Count,250
Combined,GPMS,Northern Ireland,All,All,All,Urban,All,All,All,,,,,Average Tot Expenses,111000
Combined,GPMS,Northern Ireland,All,All,All,Urban,All,All,All,,,,,Average Tot Gross Earnings,203600
Combined,GPMS,Northern Ireland,All,All,All,Urban,All,All,All,,,,,Average Tot Income Before Tax,92600
Combined,GPMS,Northern Ireland,All,All,All,Urban,All,All,All,,,,,Estimated Population,1000
Combined,GPMS,Northern Ireland,All,All,All,Urban,All,All,All,,,,,Income Before Tax Standard Error,743
Combined,GPMS,Northern Ireland,All,All,All,Urban,All,All,All,,,,,Median Income Before Tax,90000
Combined,GPMS,Northern Ireland,All,All,All,Urban,All,All,All,,,,,Sample Count,750
Combined,GPMS,Northern Ireland,All,Female,<40,All,All,All,All,,,,,Average Tot Expenses,76400
Combined,GPMS,Northern Ireland,All,Female,<40,All,All,All,All,,,,,Average Tot Gross Earnings,148100
Combined,GPMS,Northern Ireland,All,Female,<40,All,All,All,All,,,,,Average Tot Income Before Tax,71700
Combined,GPMS,Northern Ireland,All,Female,<40,All,All,All,All,,,,,Estimated Population,300
Combined,GPMS,Northern Ireland,All,Female,<40,All,All,All,All,,,,,Income Before Tax Standard Error,1114
Combined,GPMS,Northern Ireland,All,Female,<40,All,All,All,All,,,,,Median Income Before Tax,70100
Combined,GPMS,Northern Ireland,All,Female,<40,All,All,All,All,,,,,Sample Count,200
Combined,GPMS,Northern Ireland,All,Female,>=40<50,All,All,All,All,,,,,Average Tot Expenses,102000
Combined,GPMS,Northern Ireland,All,Female,>=40<50,All,All,All,All,,,,,Average Tot Gross Earnings,184200
Combined,GPMS,Northern Ireland,All,Female,>=40<50,All,All,All,All,,,,,Average Tot Income Before Tax,82300
Combined,GPMS,Northern Ireland,All,Female,>=40<50,All,All,All,All,,,,,Estimated Population,250
Combined,GPMS,Northern Ireland,All,Female,>=40<50,All,All,All,All,,,,,Income Before Tax Standard Error,1215
Combined,GPMS,Northern Ireland,All,Female,>=40<50,All,All,All,All,,,,,Median Income Before Tax,80900
Combined,GPMS,Northern Ireland,All,Female,>=40<50,All,All,All,All,,,,,Sample Count,200
Combined,GPMS,Northern Ireland,All,Female,>=50<60,All,All,All,All,,,,,Average Tot Expenses,110400
Combined,GPMS,Northern Ireland,All,Female,>=50<60,All,All,All,All,,,,,Average Tot Gross Earnings,205600
Combined,GPMS,Northern Ireland,All,Female,>=50<60,All,All,All,All,,,,,Average Tot Income Before Tax,95200
Combined,GPMS,Northern Ireland,All,Female,>=50<60,All,All,All,All,,,,,Estimated Population,150
Combined,GPMS,Northern Ireland,All,Female,>=50<60,All,All,All,All,,,,,Income Before Tax Standard Error,1547
Combined,GPMS,Northern Ireland,All,Female,>=50<60,All,All,All,All,,,,,Median Income Before Tax,94500
Combined,GPMS,Northern Ireland,All,Female,>=50<60,All,All,All,All,,,,,Sample Count,100
Combined,GPMS,Northern Ireland,All,Female,>=60,All,All,All,All,,,,,Average Tot Expenses,110400
Combined,GPMS,Northern Ireland,All,Female,>=60,All,All,All,All,,,,,Average Tot Gross Earnings,195200
Combined,GPMS,Northern Ireland,All,Female,>=60,All,All,All,All,,,,,Average Tot Income Before Tax,84900
Combined,GPMS,Northern Ireland,All,Female,>=60,All,All,All,All,,,,,Estimated Population,50
Combined,GPMS,Northern Ireland,All,Female,>=60,All,All,All,All,,,,,Income Before Tax Standard Error,3110
Combined,GPMS,Northern Ireland,All,Female,>=60,All,All,All,All,,,,,Median Income Before Tax,82600
Combined,GPMS,Northern Ireland,All,Female,>=60,All,All,All,All,,,,,Sample Count,50
Combined,GPMS,Northern Ireland,All,Female,All,All,All,All,All,,,,,Average Tot Expenses,93600
Combined,GPMS,Northern Ireland,All,Female,All,All,All,All,All,,,,,Average Tot Gross Earnings,174200
Combined,GPMS,Northern Ireland,All,Female,All,All,All,All,All,,,,,Average Tot Income Before Tax,80700
Combined,GPMS,Northern Ireland,All,Female,All,All,All,All,All,,,,,Estimated Population,750
Combined,GPMS,Northern Ireland,All,Female,All,All,All,All,All,,,,,Income Before Tax Standard Error,767
Combined,GPMS,Northern Ireland,All,Female,All,All,All,All,All,,,,,Median Income Before Tax,79100
Combined,GPMS,Northern Ireland,All,Female,All,All,All,All,All,,,,,Sample Count,550
Combined,GPMS,Northern Ireland,All,Male,<40,All,All,All,All,,,,,Average Tot Expenses,110000
Combined,GPMS,Northern Ireland,All,Male,<40,All,All,All,All,,,,,Average Tot Gross Earnings,207600
Combined,GPMS,Northern Ireland,All,Male,<40,All,All,All,All,,,,,Average Tot Income Before Tax,97600
Combined,GPMS,Northern Ireland,All,Male,<40,All,All,All,All,,,,,Estimated Population,150
Combined,GPMS,Northern Ireland,All,Male,<40,All,All,All,All,,,,,Income Before Tax Standard Error,1606
Combined,GPMS,Northern Ireland,All,Male,<40,All,All,All,All,,,,,Median Income Before Tax,102300
Combined,GPMS,Northern Ireland,All,Male,<40,All,All,All,All,,,,,Sample Count,100
Combined,GPMS,Northern Ireland,All,Male,>=40<50,All,All,All,All,,,,,Average Tot Expenses,143400
Combined,GPMS,Northern Ireland,All,Male,>=40<50,All,All,All,All,,,,,Average Tot Gross Earnings,254200
Combined,GPMS,Northern Ireland,All,Male,>=40<50,All,All,All,All,,,,,Average Tot Income Before Tax,110800
Combined,GPMS,Northern Ireland,All,Male,>=40<50,All,All,All,All,,,,,Estimated Population,150
Combined,GPMS,Northern Ireland,All,Male,>=40<50,All,All,All,All,,,,,Income Before Tax Standard Error,1287
Combined,GPMS,Northern Ireland,All,Male,>=40<50,All,All,All,All,,,,,Median Income Before Tax,110100
Combined,GPMS,Northern Ireland,All,Male,>=40<50,All,All,All,All,,,,,Sample Count,150
Combined,GPMS,Northern Ireland,All,Male,>=50<60,All,All,All,All,,,,,Average Tot Expenses,150800
Combined,GPMS,Northern Ireland,All,Male,>=50<60,All,All,All,All,,,,,Average Tot Gross Earnings,276300
Combined,GPMS,Northern Ireland,All,Male,>=50<60,All,All,All,All,,,,,Average Tot Income Before Tax,125500
Combined,GPMS,Northern Ireland,All,Male,>=50<60,All,All,All,All,,,,,Estimated Population,200
Combined,GPMS,Northern Ireland,All,Male,>=50<60,All,All,All,All,,,,,Income Before Tax Standard Error,1862
Combined,GPMS,Northern Ireland,All,Male,>=50<60,All,All,All,All,,,,,Median Income Before Tax,118200
Combined,GPMS,Northern Ireland,All,Male,>=50<60,All,All,All,All,,,,,Sample Count,150
Combined,GPMS,Northern Ireland,All,Male,>=60,All,All,All,All,,,,,Average Tot Expenses,128800
Combined,GPMS,Northern Ireland,All,Male,>=60,All,All,All,All,,,,,Average Tot Gross Earnings,229300
Combined,GPMS,Northern Ireland,All,Male,>=60,All,All,All,All,,,,,Average Tot Income Before Tax,100500
Combined,GPMS,Northern Ireland,All,Male,>=60,All,All,All,All,,,,,Estimated Population,50
Combined,GPMS,Northern Ireland,All,Male,>=60,All,All,All,All,,,,,Income Before Tax Standard Error,3220
Combined,GPMS,Northern Ireland,All,Male,>=60,All,All,All,All,,,,,Median Income Before Tax,98300
Combined,GPMS,Northern Ireland,All,Male,>=60,All,All,All,All,,,,,Sample Count,50
Combined,GPMS,Northern Ireland,All,Male,All,All,All,All,All,,,,,Average Tot Expenses,136200
Combined,GPMS,Northern Ireland,All,Male,All,All,All,All,All,,,,,Average Tot Gross Earnings,247600
Combined,GPMS,Northern Ireland,All,Male,All,All,All,All,All,,,,,Average Tot Income Before Tax,111400
Combined,GPMS,Northern Ireland,All,Male,All,All,All,All,All,,,,,Estimated Population,550
Combined,GPMS,Northern Ireland,All,Male,All,All,All,All,All,,,,,Income Before Tax Standard Error,955
Combined,GPMS,Northern Ireland,All,Male,All,All,All,All,All,,,,,Median Income Before Tax,108300
Combined,GPMS,Northern Ireland,All,Male,All,All,All,All,All,,,,,Sample Count,400
Combined,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Average Tot Expenses,83000
Combined,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Average Tot Gross Earnings,170100
Combined,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Average Tot Income Before Tax,87000
Combined,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Estimated Population,1100
Combined,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Income Before Tax Standard Error,895
Combined,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Median Income Before Tax,85400
Combined,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Sample Count,650
Combined,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Average Tot Expenses,126100
Combined,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Average Tot Gross Earnings,229700
Combined,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Average Tot Income Before Tax,103600
Combined,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Estimated Population,1350
Combined,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Income Before Tax Standard Error,798
Combined,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Median Income Before Tax,100600
Combined,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Sample Count,850
Combined,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Average Tot Expenses,131600
Combined,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Average Tot Gross Earnings,239700
Combined,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Average Tot Income Before Tax,108100
Combined,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Estimated Population,1250
Combined,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Income Before Tax Standard Error,838
Combined,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Median Income Before Tax,106000
Combined,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Sample Count,800
Combined,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Average Tot Expenses,114700
Combined,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Average Tot Gross Earnings,209900
Combined,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Average Tot Income Before Tax,95200
Combined,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Estimated Population,200
Combined,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Income Before Tax Standard Error,2646
Combined,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Median Income Before Tax,94700
Combined,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Sample Count,150
Combined,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Tot Expenses,111700
Combined,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Tot Gross Earnings,214300
Combined,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Tot Income Before Tax,102500
Combined,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Estimated Population,800
Combined,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Income Before Tax Standard Error,1100
Combined,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Median Income Before Tax,102200
Combined,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Sample Count,500
Combined,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Tot Expenses,154700
Combined,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Tot Gross Earnings,263800
Combined,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Tot Income Before Tax,109200
Combined,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Estimated Population,150
Combined,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Income Before Tax Standard Error,2510
Combined,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Median Income Before Tax,109800
Combined,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Sample Count,100
Combined,GPMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,Average Tot Expenses,103700
Combined,GPMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,Average Tot Gross Earnings,218800
Combined,GPMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,Average Tot Income Before Tax,115200
Combined,GPMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,Estimated Population,50
Combined,GPMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,Income Before Tax Standard Error,7468
Combined,GPMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,Median Income Before Tax,96300
Combined,GPMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,Sample Count,50
Combined,GPMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Tot Expenses,109200
Combined,GPMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Tot Gross Earnings,207500
Combined,GPMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Tot Income Before Tax,98300
Combined,GPMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Estimated Population,1950
Combined,GPMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Income Before Tax Standard Error,675
Combined,GPMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Median Income Before Tax,96500
Combined,GPMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Sample Count,1200
Combined,GPMS,Scotland,All,All,All,All,All,All,All,,,,,Average Tot Expenses,114900
Combined,GPMS,Scotland,All,All,All,All,All,All,All,,,,,Average Tot Gross Earnings,214700
Combined,GPMS,Scotland,All,All,All,All,All,All,All,,,,,Average Tot Income Before Tax,99800
Combined,GPMS,Scotland,All,All,All,All,All,All,All,,,,,Estimated Population,3900
Combined,GPMS,Scotland,All,All,All,All,All,All,All,,,,,Income Before Tax Standard Error,497
Combined,GPMS,Scotland,All,All,All,All,All,All,All,,,,,Median Income Before Tax,97800
Combined,GPMS,Scotland,All,All,All,All,All,All,All,,,,,Sample Count,2400
Combined,GPMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Average Tot Expenses,123500
Combined,GPMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Average Tot Gross Earnings,221400
Combined,GPMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Average Tot Income Before Tax,97900
Combined,GPMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Estimated Population,900
Combined,GPMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Income Before Tax Standard Error,1006
Combined,GPMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Median Income Before Tax,94800
Combined,GPMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Sample Count,550
Combined,GPMS,Scotland,All,All,All,Rural,All,All,All,,,,,Average Tot Expenses,116100
Combined,GPMS,Scotland,All,All,All,Rural,All,All,All,,,,,Average Tot Gross Earnings,216100
Combined,GPMS,Scotland,All,All,All,Rural,All,All,All,,,,,Average Tot Income Before Tax,100000
Combined,GPMS,Scotland,All,All,All,Rural,All,All,All,,,,,Estimated Population,2300
Combined,GPMS,Scotland,All,All,All,Rural,All,All,All,,,,,Income Before Tax Standard Error,613
Combined,GPMS,Scotland,All,All,All,Rural,All,All,All,,,,,Median Income Before Tax,98300
Combined,GPMS,Scotland,All,All,All,Rural,All,All,All,,,,,Sample Count,1450
Combined,GPMS,Scotland,All,All,All,Urban,All,All,All,,,,,Average Tot Expenses,113200
Combined,GPMS,Scotland,All,All,All,Urban,All,All,All,,,,,Average Tot Gross Earnings,212800
Combined,GPMS,Scotland,All,All,All,Urban,All,All,All,,,,,Average Tot Income Before Tax,99600
Combined,GPMS,Scotland,All,All,All,Urban,All,All,All,,,,,Estimated Population,1600
Combined,GPMS,Scotland,All,All,All,Urban,All,All,All,,,,,Income Before Tax Standard Error,840
Combined,GPMS,Scotland,All,All,All,Urban,All,All,All,,,,,Median Income Before Tax,96800
Combined,GPMS,Scotland,All,All,All,Urban,All,All,All,,,,,Sample Count,1000
Combined,GPMS,Scotland,All,Female,<40,All,All,All,All,,,,,Average Tot Expenses,74800
Combined,GPMS,Scotland,All,Female,<40,All,All,All,All,,,,,Average Tot Gross Earnings,152500
Combined,GPMS,Scotland,All,Female,<40,All,All,All,All,,,,,Average Tot Income Before Tax,77700
Combined,GPMS,Scotland,All,Female,<40,All,All,All,All,,,,,Estimated Population,750
Combined,GPMS,Scotland,All,Female,<40,All,All,All,All,,,,,Income Before Tax Standard Error,1019
Combined,GPMS,Scotland,All,Female,<40,All,All,All,All,,,,,Median Income Before Tax,74400
Combined,GPMS,Scotland,All,Female,<40,All,All,All,All,,,,,Sample Count,400
Combined,GPMS,Scotland,All,Female,>=40<50,All,All,All,All,,,,,Average Tot Expenses,111000
Combined,GPMS,Scotland,All,Female,>=40<50,All,All,All,All,,,,,Average Tot Gross Earnings,202600
Combined,GPMS,Scotland,All,Female,>=40<50,All,All,All,All,,,,,Average Tot Income Before Tax,91600
Combined,GPMS,Scotland,All,Female,>=40<50,All,All,All,All,,,,,Estimated Population,800
Combined,GPMS,Scotland,All,Female,>=40<50,All,All,All,All,,,,,Income Before Tax Standard Error,920
Combined,GPMS,Scotland,All,Female,>=40<50,All,All,All,All,,,,,Median Income Before Tax,88500
Combined,GPMS,Scotland,All,Female,>=40<50,All,All,All,All,,,,,Sample Count,500
Combined,GPMS,Scotland,All,Female,>=50<60,All,All,All,All,,,,,Average Tot Expenses,111800
Combined,GPMS,Scotland,All,Female,>=50<60,All,All,All,All,,,,,Average Tot Gross Earnings,206400
Combined,GPMS,Scotland,All,Female,>=50<60,All,All,All,All,,,,,Average Tot Income Before Tax,94600
Combined,GPMS,Scotland,All,Female,>=50<60,All,All,All,All,,,,,Estimated Population,650
Combined,GPMS,Scotland,All,Female,>=50<60,All,All,All,All,,,,,Income Before Tax Standard Error,974
Combined,GPMS,Scotland,All,Female,>=50<60,All,All,All,All,,,,,Median Income Before Tax,94500
Combined,GPMS,Scotland,All,Female,>=50<60,All,All,All,All,,,,,Sample Count,400
Combined,GPMS,Scotland,All,Female,>=60,All,All,All,All,,,,,Average Tot Expenses,93600
Combined,GPMS,Scotland,All,Female,>=60,All,All,All,All,,,,,Average Tot Gross Earnings,170200
Combined,GPMS,Scotland,All,Female,>=60,All,All,All,All,,,,,Average Tot Income Before Tax,76700
Combined,GPMS,Scotland,All,Female,>=60,All,All,All,All,,,,,Estimated Population,50
Combined,GPMS,Scotland,All,Female,>=60,All,All,All,All,,,,,Income Before Tax Standard Error,3596
Combined,GPMS,Scotland,All,Female,>=60,All,All,All,All,,,,,Median Income Before Tax,69600
Combined,GPMS,Scotland,All,Female,>=60,All,All,All,All,,,,,Sample Count,50
Combined,GPMS,Scotland,All,Female,All,All,All,All,All,,,,,Average Tot Expenses,98900
Combined,GPMS,Scotland,All,Female,All,All,All,All,All,,,,,Average Tot Gross Earnings,186300
Combined,GPMS,Scotland,All,Female,All,All,All,All,All,,,,,Average Tot Income Before Tax,87400
Combined,GPMS,Scotland,All,Female,All,All,All,All,All,,,,,Estimated Population,2250
Combined,GPMS,Scotland,All,Female,All,All,All,All,All,,,,,Income Before Tax Standard Error,575
Combined,GPMS,Scotland,All,Female,All,All,All,All,All,,,,,Median Income Before Tax,85800
Combined,GPMS,Scotland,All,Female,All,All,All,All,All,,,,,Sample Count,1400
Combined,GPMS,Scotland,All,Male,<40,All,All,All,All,,,,,Average Tot Expenses,99100
Combined,GPMS,Scotland,All,Male,<40,All,All,All,All,,,,,Average Tot Gross Earnings,204500
Combined,GPMS,Scotland,All,Male,<40,All,All,All,All,,,,,Average Tot Income Before Tax,105400
Combined,GPMS,Scotland,All,Male,<40,All,All,All,All,,,,,Estimated Population,400
Combined,GPMS,Scotland,All,Male,<40,All,All,All,All,,,,,Income Before Tax Standard Error,1401
Combined,GPMS,Scotland,All,Male,<40,All,All,All,All,,,,,Median Income Before Tax,105000
Combined,GPMS,Scotland,All,Male,<40,All,All,All,All,,,,,Sample Count,250
Combined,GPMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,Average Tot Expenses,149700
Combined,GPMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,Average Tot Gross Earnings,272200
Combined,GPMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,Average Tot Income Before Tax,122400
Combined,GPMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,Estimated Population,550
Combined,GPMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,Income Before Tax Standard Error,1198
Combined,GPMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,Median Income Before Tax,120900
Combined,GPMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,Sample Count,350
Combined,GPMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,Average Tot Expenses,152900
Combined,GPMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,Average Tot Gross Earnings,275700
Combined,GPMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,Average Tot Income Before Tax,122700
Combined,GPMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,Estimated Population,600
Combined,GPMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,Income Before Tax Standard Error,1232
Combined,GPMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,Median Income Before Tax,119300
Combined,GPMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,Sample Count,400
Combined,GPMS,Scotland,All,Male,>=60,All,All,All,All,,,,,Average Tot Expenses,125800
Combined,GPMS,Scotland,All,Male,>=60,All,All,All,All,,,,,Average Tot Gross Earnings,230800
Combined,GPMS,Scotland,All,Male,>=60,All,All,All,All,,,,,Average Tot Income Before Tax,105000
Combined,GPMS,Scotland,All,Male,>=60,All,All,All,All,,,,,Estimated Population,150
Combined,GPMS,Scotland,All,Male,>=60,All,All,All,All,,,,,Income Before Tax Standard Error,3374
Combined,GPMS,Scotland,All,Male,>=60,All,All,All,All,,,,,Median Income Before Tax,101400
Combined,GPMS,Scotland,All,Male,>=60,All,All,All,All,,,,,Sample Count,100
Combined,GPMS,Scotland,All,Male,All,All,All,All,All,,,,,Average Tot Expenses,137200
Combined,GPMS,Scotland,All,Male,All,All,All,All,All,,,,,Average Tot Gross Earnings,254400
Combined,GPMS,Scotland,All,Male,All,All,All,All,All,,,,,Average Tot Income Before Tax,117200
Combined,GPMS,Scotland,All,Male,All,All,All,All,All,,,,,Estimated Population,1650
Combined,GPMS,Scotland,All,Male,All,All,All,All,All,,,,,Income Before Tax Standard Error,750
Combined,GPMS,Scotland,All,Male,All,All,All,All,All,,,,,Median Income Before Tax,115900
Combined,GPMS,Scotland,All,Male,All,All,All,All,All,,,,,Sample Count,1000
Combined,GPMS,Wales,All,All,<40,All,All,All,All,,,,,Average Tot Expenses,96400
Combined,GPMS,Wales,All,All,<40,All,All,All,All,,,,,Average Tot Gross Earnings,179600
Combined,GPMS,Wales,All,All,<40,All,All,All,All,,,,,Average Tot Income Before Tax,83200
Combined,GPMS,Wales,All,All,<40,All,All,All,All,,,,,Estimated Population,550
Combined,GPMS,Wales,All,All,<40,All,All,All,All,,,,,Income Before Tax Standard Error,1445
Combined,GPMS,Wales,All,All,<40,All,All,All,All,,,,,Median Income Before Tax,80800
Combined,GPMS,Wales,All,All,<40,All,All,All,All,,,,,Sample Count,250
Combined,GPMS,Wales,All,All,>=40<50,All,All,All,All,,,,,Average Tot Expenses,153000
Combined,GPMS,Wales,All,All,>=40<50,All,All,All,All,,,,,Average Tot Gross Earnings,252100
Combined,GPMS,Wales,All,All,>=40<50,All,All,All,All,,,,,Average Tot Income Before Tax,99100
Combined,GPMS,Wales,All,All,>=40<50,All,All,All,All,,,,,Estimated Population,550
Combined,GPMS,Wales,All,All,>=40<50,All,All,All,All,,,,,Income Before Tax Standard Error,1560
Combined,GPMS,Wales,All,All,>=40<50,All,All,All,All,,,,,Median Income Before Tax,98500
Combined,GPMS,Wales,All,All,>=40<50,All,All,All,All,,,,,Sample Count,300
Combined,GPMS,Wales,All,All,>=50<60,All,All,All,All,,,,,Average Tot Expenses,192500
Combined,GPMS,Wales,All,All,>=50<60,All,All,All,All,,,,,Average Tot Gross Earnings,304800
Combined,GPMS,Wales,All,All,>=50<60,All,All,All,All,,,,,Average Tot Income Before Tax,112200
Combined,GPMS,Wales,All,All,>=50<60,All,All,All,All,,,,,Estimated Population,450
Combined,GPMS,Wales,All,All,>=50<60,All,All,All,All,,,,,Income Before Tax Standard Error,2068
Combined,GPMS,Wales,All,All,>=50<60,All,All,All,All,,,,,Median Income Before Tax,109900
Combined,GPMS,Wales,All,All,>=50<60,All,All,All,All,,,,,Sample Count,250
Combined,GPMS,Wales,All,All,>=60,All,All,All,All,,,,,Average Tot Expenses,147900
Combined,GPMS,Wales,All,All,>=60,All,All,All,All,,,,,Average Tot Gross Earnings,247500
Combined,GPMS,Wales,All,All,>=60,All,All,All,All,,,,,Average Tot Income Before Tax,99600
Combined,GPMS,Wales,All,All,>=60,All,All,All,All,,,,,Estimated Population,100
Combined,GPMS,Wales,All,All,>=60,All,All,All,All,,,,,Income Before Tax Standard Error,4398
Combined,GPMS,Wales,All,All,>=60,All,All,All,All,,,,,Median Income Before Tax,98300
Combined,GPMS,Wales,All,All,>=60,All,All,All,All,,,,,Sample Count,50
Combined,GPMS,Wales,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Tot Expenses,145700
Combined,GPMS,Wales,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Tot Gross Earnings,250600
Combined,GPMS,Wales,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Tot Income Before Tax,104900
Combined,GPMS,Wales,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Estimated Population,400
Combined,GPMS,Wales,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Income Before Tax Standard Error,1970
Combined,GPMS,Wales,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Median Income Before Tax,103200
Combined,GPMS,Wales,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Sample Count,250
Combined,GPMS,Wales,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Tot Expenses,134500
Combined,GPMS,Wales,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Tot Gross Earnings,231300
Combined,GPMS,Wales,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Tot Income Before Tax,96800
Combined,GPMS,Wales,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Estimated Population,150
