GP_Type,Contract_Type,Country,Practice_Type,Gender,Age,Rurality,Region,Practice_Registered_Patients,Weekly Working Hours,Range_of_Gross_Earnings_from_Self_Employment_£,Range_of_Total_Expenses_from_Self_Employment_£,Range_of_Income_Before_Tax_from_Self_Employment_£,Range_of_Total_Income_Before_Tax_£,Type,Value
Combined,PMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Median Income Before Tax,122100
Combined,PMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Sample Count,50
Combined,PMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,Average Tot Expenses,120800
Combined,PMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,Average Tot Gross Earnings,198200
Combined,PMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,Average Tot Income Before Tax,77300
Combined,PMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,Estimated Population,50
Combined,PMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,Income Before Tax Standard Error,2743
Combined,PMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,Median Income Before Tax,79100
Combined,PMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,Sample Count,50
Combined,PMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Tot Expenses,99000
Combined,PMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Tot Gross Earnings,191200
Combined,PMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Tot Income Before Tax,92200
Combined,PMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Estimated Population,200
Combined,PMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Income Before Tax Standard Error,1745
Combined,PMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Median Income Before Tax,93200
Combined,PMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Sample Count,150
Combined,PMS,Scotland,All,All,All,All,All,All,All,,,,,Average Tot Expenses,120100
Combined,PMS,Scotland,All,All,All,All,All,All,All,,,,,Average Tot Gross Earnings,218100
Combined,PMS,Scotland,All,All,All,All,All,All,All,,,,,Average Tot Income Before Tax,98000
Combined,PMS,Scotland,All,All,All,All,All,All,All,,,,,Estimated Population,450
Combined,PMS,Scotland,All,All,All,All,All,All,All,,,,,Income Before Tax Standard Error,1342
Combined,PMS,Scotland,All,All,All,All,All,All,All,,,,,Median Income Before Tax,96700
Combined,PMS,Scotland,All,All,All,All,All,All,All,,,,,Sample Count,300
Combined,PMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Average Tot Expenses,113900
Combined,PMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Average Tot Gross Earnings,212200
Combined,PMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Average Tot Income Before Tax,98300
Combined,PMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Estimated Population,100
Combined,PMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Income Before Tax Standard Error,2667
Combined,PMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Median Income Before Tax,93400
Combined,PMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Sample Count,50
Combined,PMS,Scotland,All,All,All,Rural,All,All,All,,,,,Average Tot Expenses,126400
Combined,PMS,Scotland,All,All,All,Rural,All,All,All,,,,,Average Tot Gross Earnings,223300
Combined,PMS,Scotland,All,All,All,Rural,All,All,All,,,,,Average Tot Income Before Tax,96900
Combined,PMS,Scotland,All,All,All,Rural,All,All,All,,,,,Estimated Population,250
Combined,PMS,Scotland,All,All,All,Rural,All,All,All,,,,,Income Before Tax Standard Error,1663
Combined,PMS,Scotland,All,All,All,Rural,All,All,All,,,,,Median Income Before Tax,96200
Combined,PMS,Scotland,All,All,All,Rural,All,All,All,,,,,Sample Count,150
Combined,PMS,Scotland,All,All,All,Urban,All,All,All,,,,,Average Tot Expenses,112200
Combined,PMS,Scotland,All,All,All,Urban,All,All,All,,,,,Average Tot Gross Earnings,211600
Combined,PMS,Scotland,All,All,All,Urban,All,All,All,,,,,Average Tot Income Before Tax,99300
Combined,PMS,Scotland,All,All,All,Urban,All,All,All,,,,,Estimated Population,200
Combined,PMS,Scotland,All,All,All,Urban,All,All,All,,,,,Income Before Tax Standard Error,2212
Combined,PMS,Scotland,All,All,All,Urban,All,All,All,,,,,Median Income Before Tax,96900
Combined,PMS,Scotland,All,All,All,Urban,All,All,All,,,,,Sample Count,150
Combined,PMS,Scotland,All,Female,<40,All,All,All,All,,,,,Average Tot Expenses,75900
Combined,PMS,Scotland,All,Female,<40,All,All,All,All,,,,,Average Tot Gross Earnings,153200
Combined,PMS,Scotland,All,Female,<40,All,All,All,All,,,,,Average Tot Income Before Tax,77300
Combined,PMS,Scotland,All,Female,<40,All,All,All,All,,,,,Estimated Population,100
Combined,PMS,Scotland,All,Female,<40,All,All,All,All,,,,,Income Before Tax Standard Error,2969
Combined,PMS,Scotland,All,Female,<40,All,All,All,All,,,,,Median Income Before Tax,70200
Combined,PMS,Scotland,All,Female,<40,All,All,All,All,,,,,Sample Count,50
Combined,PMS,Scotland,All,Female,>=40<50,All,All,All,All,,,,,Average Tot Expenses,110100
Combined,PMS,Scotland,All,Female,>=40<50,All,All,All,All,,,,,Average Tot Gross Earnings,197900
Combined,PMS,Scotland,All,Female,>=40<50,All,All,All,All,,,,,Average Tot Income Before Tax,87800
Combined,PMS,Scotland,All,Female,>=40<50,All,All,All,All,,,,,Estimated Population,100
Combined,PMS,Scotland,All,Female,>=40<50,All,All,All,All,,,,,Income Before Tax Standard Error,1955
Combined,PMS,Scotland,All,Female,>=40<50,All,All,All,All,,,,,Median Income Before Tax,83700
Combined,PMS,Scotland,All,Female,>=40<50,All,All,All,All,,,,,Sample Count,100
Combined,PMS,Scotland,All,Female,>=50<60,All,All,All,All,,,,,Average Tot Expenses,112600
Combined,PMS,Scotland,All,Female,>=50<60,All,All,All,All,,,,,Average Tot Gross Earnings,204900
Combined,PMS,Scotland,All,Female,>=50<60,All,All,All,All,,,,,Average Tot Income Before Tax,92300
Combined,PMS,Scotland,All,Female,>=50<60,All,All,All,All,,,,,Estimated Population,50
Combined,PMS,Scotland,All,Female,>=50<60,All,All,All,All,,,,,Income Before Tax Standard Error,2656
Combined,PMS,Scotland,All,Female,>=50<60,All,All,All,All,,,,,Median Income Before Tax,92300
Combined,PMS,Scotland,All,Female,>=50<60,All,All,All,All,,,,,Sample Count,50
Combined,PMS,Scotland,All,Female,All,All,All,All,All,,,,,Average Tot Expenses,102500
Combined,PMS,Scotland,All,Female,All,All,All,All,All,,,,,Average Tot Gross Earnings,188700
Combined,PMS,Scotland,All,Female,All,All,All,All,All,,,,,Average Tot Income Before Tax,86200
Combined,PMS,Scotland,All,Female,All,All,All,All,All,,,,,Estimated Population,300
Combined,PMS,Scotland,All,Female,All,All,All,All,All,,,,,Income Before Tax Standard Error,1472
Combined,PMS,Scotland,All,Female,All,All,All,All,All,,,,,Median Income Before Tax,83100
Combined,PMS,Scotland,All,Female,All,All,All,All,All,,,,,Sample Count,200
Combined,PMS,Scotland,All,Male,<40,All,All,All,All,,,,,Average Tot Expenses,120300
Combined,PMS,Scotland,All,Male,<40,All,All,All,All,,,,,Average Tot Gross Earnings,234000
Combined,PMS,Scotland,All,Male,<40,All,All,All,All,,,,,Average Tot Income Before Tax,113700
Combined,PMS,Scotland,All,Male,<40,All,All,All,All,,,,,Estimated Population,50
Combined,PMS,Scotland,All,Male,<40,All,All,All,All,,,,,Income Before Tax Standard Error,5075
Combined,PMS,Scotland,All,Male,<40,All,All,All,All,,,,,Median Income Before Tax,106600
Combined,PMS,Scotland,All,Male,<40,All,All,All,All,,,,,Sample Count,50
Combined,PMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,Average Tot Expenses,170700
Combined,PMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,Average Tot Gross Earnings,291500
Combined,PMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,Average Tot Income Before Tax,120800
Combined,PMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,Estimated Population,50
Combined,PMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,Income Before Tax Standard Error,2620
Combined,PMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,Median Income Before Tax,115200
Combined,PMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,Sample Count,50
Combined,PMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,Average Tot Expenses,157900
Combined,PMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,Average Tot Gross Earnings,273500
Combined,PMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,Average Tot Income Before Tax,115700
Combined,PMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,Estimated Population,50
Combined,PMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,Income Before Tax Standard Error,3224
Combined,PMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,Median Income Before Tax,114400
Combined,PMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,Sample Count,50
Combined,PMS,Scotland,All,Male,All,All,All,All,All,,,,,Average Tot Expenses,147700
Combined,PMS,Scotland,All,Male,All,All,All,All,All,,,,,Average Tot Gross Earnings,264200
Combined,PMS,Scotland,All,Male,All,All,All,All,All,,,,,Average Tot Income Before Tax,116500
Combined,PMS,Scotland,All,Male,All,All,All,All,All,,,,,Estimated Population,200
Combined,PMS,Scotland,All,Male,All,All,All,All,All,,,,,Income Before Tax Standard Error,2156
Combined,PMS,Scotland,All,Male,All,All,All,All,All,,,,,Median Income Before Tax,114300
Combined,PMS,Scotland,All,Male,All,All,All,All,All,,,,,Sample Count,100
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,%Zero Car and Travel,12.9
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,%Zero Employee,1.3
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,%Zero Interest,44.7
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,%Zero Net Capital Allowances,3.5
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,%Zero Office and General Business,0.3
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,%Zero Other,0.4
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,%Zero Premises,0.8
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,Average Car and Travel,900
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,Average Employee,139500
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,Average Interest,2800
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,Average Net Capital Allowances,1600
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,Average Office and General Business,20500
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,Average Other,35000
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,Average Premises,30200
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,Average Tot Expenses,230400
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,Average Tot Gross Earnings,339800
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,Average Tot Income Before Tax,109300
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,Average Total Expenses,230400
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,EER,67.8
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,Estimated Population,2600
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,Income Before Tax Standard Error,752
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,Median Income Before Tax,106000
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,Sample Count,1400
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,%Zero Car and Travel,12.3
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,%Zero Employee,0.8
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,%Zero Interest,42.8
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,%Zero Net Capital Allowances,3.9
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,%Zero Office and General Business,0.4
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,%Zero Other,0.2
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,%Zero Premises,0.5
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Car and Travel,1000
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Employee,158300
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Interest,2800
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Net Capital Allowances,1800
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Office and General Business,22600
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Other,41100
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Premises,34800
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Tot Expenses,262400
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Tot Gross Earnings,379700
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Tot Income Before Tax,117300
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Total Expenses,262400
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,EER,69.1
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,Estimated Population,5400
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,Income Before Tax Standard Error,608
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,Median Income Before Tax,112300
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,Sample Count,2950
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,%Zero Car and Travel,13.4
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,%Zero Employee,1.1
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,%Zero Interest,45.5
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,%Zero Net Capital Allowances,3.6
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,%Zero Office and General Business,0.5
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,%Zero Other,0.3
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,%Zero Premises,0.7
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Car and Travel,1100
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Employee,160600
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Interest,2400
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Net Capital Allowances,1800
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Office and General Business,22600
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Other,43700
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Premises,35300
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Tot Expenses,267500
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Tot Gross Earnings,386900
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Tot Income Before Tax,119400
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Total Expenses,267500
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,EER,69.1
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,Estimated Population,5300
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,Income Before Tax Standard Error,658
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,Median Income Before Tax,113100
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,Sample Count,2900
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,%Zero Car and Travel,13.4
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,%Zero Employee,2.9
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,%Zero Interest,57.8
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,%Zero Net Capital Allowances,7.1
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,%Zero Office and General Business,1.4
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,%Zero Other,0.8
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,%Zero Premises,2
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,Average Car and Travel,1700
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,Average Employee,141500
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,Average Interest,1400
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,Average Net Capital Allowances,1700
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,Average Office and General Business,21800
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,Average Other,35400
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,Average Premises,31500
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,Average Tot Expenses,234900
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,Average Tot Gross Earnings,347100
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,Average Tot Income Before Tax,112100
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,Average Total Expenses,234900
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,EER,67.7
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,Estimated Population,1600
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,Income Before Tax Standard Error,1525
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,Median Income Before Tax,101700
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,Sample Count,900
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,%Zero Car and Travel,10.8
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,%Zero Employee,0.7
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,%Zero Interest,43.5
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,%Zero Net Capital Allowances,1.4
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,%Zero Office and General Business,0.3
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,%Zero Other,0.1
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,%Zero Premises,0.6
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Car and Travel,900
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Employee,156700
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Interest,2600
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Net Capital Allowances,1700
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Office and General Business,21900
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Other,33800
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Premises,35500
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Tot Expenses,253100
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Tot Gross Earnings,370800
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Tot Income Before Tax,117700
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Total Expenses,253100
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,EER,68.3
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Estimated Population,4750
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Income Before Tax Standard Error,650
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Median Income Before Tax,110800
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Sample Count,2600
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,%Zero Car and Travel,11
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,%Zero Employee,0.8
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,%Zero Interest,34.1
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,%Zero Net Capital Allowances,1.8
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,%Zero Office and General Business,0
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,%Zero Other,0.2
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,%Zero Premises,0.1
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Car and Travel,1000
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Employee,164300
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Interest,4000
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Net Capital Allowances,2000
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Office and General Business,23100
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Other,46100
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Premises,35700
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Tot Expenses,276100
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Tot Gross Earnings,400100
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Tot Income Before Tax,124000
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Total Expenses,276100
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,EER,69
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Estimated Population,1700
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Income Before Tax Standard Error,1140
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Median Income Before Tax,120000
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Sample Count,950
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,%Zero Car and Travel,4.9
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,%Zero Employee,0.7
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,%Zero Interest,30.5
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,%Zero Net Capital Allowances,0.2
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,%Zero Office and General Business,0.7
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,%Zero Other,0
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,%Zero Premises,0.5
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average Car and Travel,1000
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average Employee,229000
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average Interest,4200
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average Net Capital Allowances,2200
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average Office and General Business,24800
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average Other,42300
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average Premises,39200
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average Tot Expenses,342700
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average Tot Gross Earnings,464900
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average Tot Income Before Tax,122200
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average Total Expenses,342700
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,EER,73.7
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Estimated Population,800
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Income Before Tax Standard Error,1882
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Median Income Before Tax,118600
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Sample Count,450
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,%Zero Car and Travel,15.5
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,%Zero Employee,1.3
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,%Zero Interest,48.4
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,%Zero Net Capital Allowances,4.6
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,%Zero Office and General Business,0.5
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,%Zero Other,0.4
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,%Zero Premises,0.8
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Car and Travel,1100
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Employee,145500
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Interest,2200
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Net Capital Allowances,1500
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Office and General Business,22100
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Other,40500
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Premises,31800
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Tot Expenses,244600
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Tot Gross Earnings,359400
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Tot Income Before Tax,114800
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Total Expenses,244600
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,EER,68.1
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Estimated Population,5700
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Income Before Tax Standard Error,612
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Median Income Before Tax,109900
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Sample Count,3100
Contractor,GMS,England,All,All,All,All,All,All,All,,,,,%Zero Car and Travel,12.9
Contractor,GMS,England,All,All,All,All,All,All,All,,,,,%Zero Employee,1.2
Contractor,GMS,England,All,All,All,All,All,All,All,,,,,%Zero Interest,45.7
