GP_Type,Contract_Type,Country,Practice_Type,Gender,Age,Rurality,Region,Practice_Registered_Patients,Range_of_Gross_Earnings_from_Self_Employment_£,Range_of_Total_Expenses_from_Self_Employment_£,Range_of_Income_Before_Tax_from_Self_Employment_£,Range_of_Total_Income_Before_Tax_£,Type,Value
Contractor,GMS,Scotland,Dispensing,All,All,All,All,All,,,,,Estimated Population,150
Contractor,GMS,Scotland,Dispensing,All,All,All,All,All,,,,,Income Before Tax Standard Error,3062
Contractor,GMS,Scotland,Dispensing,All,All,All,All,All,,,,,Median Income Before Tax,97400
Contractor,GMS,Scotland,Dispensing,All,All,All,All,All,,,,,Sample Count,100
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,%Zero Car and Travel,13.3
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,%Zero Employee,0.2
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,%Zero Interest,61
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,%Zero Net Capital Allowances,8.7
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,%Zero Office and General Business,0
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,%Zero Other,0.3
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,%Zero Premises,0.2
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,Average Car and Travel,800
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,Average Employee,74600
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,Average Interest,800
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,Average Net Capital Allowances,800
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,Average Office and General Business,8000
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,Average Other,7400
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,Average Premises,17300
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,Average Tot Expenses,109700
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,Average Tot Gross Earnings,200800
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,Average Tot Income Before Tax,91100
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,Average Total Expenses,109700
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,EER,54.6
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,Estimated Population,2800
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,Income Before Tax Standard Error,446
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,Median Income Before Tax,88700
Contractor,GMS,Scotland,Non-dispensing,All,All,All,All,All,,,,,Sample Count,1800
Contractor,GMS,UK,All,,,,,,,,>=10000<20000 ,,Count_of_GPs,90
Contractor,GMS,UK,All,,,,,,,,>=10000<20000 ,,Cumulative_Percentage_of_GPs_%,0.9
Contractor,GMS,UK,All,,,,,,,,>=10000<20000 ,,Percentage_of_GPs_%,0.5
Contractor,GMS,UK,All,,,,,,,,>=100000<110000,,Count_of_GPs,2160
Contractor,GMS,UK,All,,,,,,,,>=100000<110000,,Cumulative_Percentage_of_GPs_%,58.1
Contractor,GMS,UK,All,,,,,,,,>=100000<110000,,Percentage_of_GPs_%,10.6
Contractor,GMS,UK,All,,,,,,,,>=100000<150000,,Count_of_GPs,7880
Contractor,GMS,UK,All,,,,,,,,>=100000<150000,,Cumulative_Percentage_of_GPs_%,86
Contractor,GMS,UK,All,,,,,,,,>=100000<150000,,Percentage_of_GPs_%,38.4
Contractor,GMS,UK,All,,,,,,,,>=110000<120000,,Count_of_GPs,1900
Contractor,GMS,UK,All,,,,,,,,>=110000<120000,,Cumulative_Percentage_of_GPs_%,67.4
Contractor,GMS,UK,All,,,,,,,,>=110000<120000,,Percentage_of_GPs_%,9.3
Contractor,GMS,UK,All,,,,,,,,>=120000<130000,,Count_of_GPs,1590
Contractor,GMS,UK,All,,,,,,,,>=120000<130000,,Cumulative_Percentage_of_GPs_%,75.1
Contractor,GMS,UK,All,,,,,,,,>=120000<130000,,Percentage_of_GPs_%,7.7
Contractor,GMS,UK,All,,,,,,,,>=130000<140000,,Count_of_GPs,1330
Contractor,GMS,UK,All,,,,,,,,>=130000<140000,,Cumulative_Percentage_of_GPs_%,81.6
Contractor,GMS,UK,All,,,,,,,,>=130000<140000,,Percentage_of_GPs_%,6.5
Contractor,GMS,UK,All,,,,,,,,>=140000<150000,,Count_of_GPs,900
Contractor,GMS,UK,All,,,,,,,,>=140000<150000,,Cumulative_Percentage_of_GPs_%,86
Contractor,GMS,UK,All,,,,,,,,>=140000<150000,,Percentage_of_GPs_%,4.4
Contractor,GMS,UK,All,,,,,,,,>=150000<160000,,Count_of_GPs,730
Contractor,GMS,UK,All,,,,,,,,>=150000<160000,,Cumulative_Percentage_of_GPs_%,89.5
Contractor,GMS,UK,All,,,,,,,,>=150000<160000,,Percentage_of_GPs_%,3.5
Contractor,GMS,UK,All,,,,,,,,>=150000<200000,,Count_of_GPs,2160
Contractor,GMS,UK,All,,,,,,,,>=150000<200000,,Cumulative_Percentage_of_GPs_%,96.5
Contractor,GMS,UK,All,,,,,,,,>=150000<200000,,Percentage_of_GPs_%,10.5
Contractor,GMS,UK,All,,,,,,,,>=160000<170000,,Count_of_GPs,560
Contractor,GMS,UK,All,,,,,,,,>=160000<170000,,Cumulative_Percentage_of_GPs_%,92.3
Contractor,GMS,UK,All,,,,,,,,>=160000<170000,,Percentage_of_GPs_%,2.8
Contractor,GMS,UK,All,,,,,,,,>=170000<180000,,Count_of_GPs,390
Contractor,GMS,UK,All,,,,,,,,>=170000<180000,,Cumulative_Percentage_of_GPs_%,94.2
Contractor,GMS,UK,All,,,,,,,,>=170000<180000,,Percentage_of_GPs_%,1.9
Contractor,GMS,UK,All,,,,,,,,>=180000<190000,,Count_of_GPs,280
Contractor,GMS,UK,All,,,,,,,,>=180000<190000,,Cumulative_Percentage_of_GPs_%,95.6
Contractor,GMS,UK,All,,,,,,,,>=180000<190000,,Percentage_of_GPs_%,1.4
Contractor,GMS,UK,All,,,,,,,,>=190000<200000,,Count_of_GPs,190
Contractor,GMS,UK,All,,,,,,,,>=190000<200000,,Cumulative_Percentage_of_GPs_%,96.5
Contractor,GMS,UK,All,,,,,,,,>=190000<200000,,Percentage_of_GPs_%,0.9
Contractor,GMS,UK,All,,,,,,,,>=20000<30000 ,,Count_of_GPs,170
Contractor,GMS,UK,All,,,,,,,,>=20000<30000 ,,Cumulative_Percentage_of_GPs_%,1.8
Contractor,GMS,UK,All,,,,,,,,>=20000<30000 ,,Percentage_of_GPs_%,0.9
Contractor,GMS,UK,All,,,,,,,,>=200000<210000,,Count_of_GPs,160
Contractor,GMS,UK,All,,,,,,,,>=200000<210000,,Cumulative_Percentage_of_GPs_%,97.3
Contractor,GMS,UK,All,,,,,,,,>=200000<210000,,Percentage_of_GPs_%,0.8
Contractor,GMS,UK,All,,,,,,,,>=200000<250000,,Count_of_GPs,490
Contractor,GMS,UK,All,,,,,,,,>=200000<250000,,Cumulative_Percentage_of_GPs_%,98.9
Contractor,GMS,UK,All,,,,,,,,>=200000<250000,,Percentage_of_GPs_%,2.4
Contractor,GMS,UK,All,,,,,,,,>=210000<220000,,Count_of_GPs,130
Contractor,GMS,UK,All,,,,,,,,>=210000<220000,,Cumulative_Percentage_of_GPs_%,97.9
Contractor,GMS,UK,All,,,,,,,,>=210000<220000,,Percentage_of_GPs_%,0.6
Contractor,GMS,UK,All,,,,,,,,>=220000<250000,,Count_of_GPs,200
Contractor,GMS,UK,All,,,,,,,,>=220000<250000,,Cumulative_Percentage_of_GPs_%,98.9
Contractor,GMS,UK,All,,,,,,,,>=220000<250000,,Percentage_of_GPs_%,1
Contractor,GMS,UK,All,,,,,,,,>=250000,,Count_of_GPs,230
Contractor,GMS,UK,All,,,,,,,,>=250000,,Cumulative_Percentage_of_GPs_%,100
Contractor,GMS,UK,All,,,,,,,,>=250000,,Percentage_of_GPs_%,1.1
Contractor,GMS,UK,All,,,,,,,,>=30000<40000 ,,Count_of_GPs,320
Contractor,GMS,UK,All,,,,,,,,>=30000<40000 ,,Cumulative_Percentage_of_GPs_%,3.4
Contractor,GMS,UK,All,,,,,,,,>=30000<40000 ,,Percentage_of_GPs_%,1.6
Contractor,GMS,UK,All,,,,,,,,>=40000<50000 ,,Count_of_GPs,590
Contractor,GMS,UK,All,,,,,,,,>=40000<50000 ,,Cumulative_Percentage_of_GPs_%,6.3
Contractor,GMS,UK,All,,,,,,,,>=40000<50000 ,,Percentage_of_GPs_%,2.9
Contractor,GMS,UK,All,,,,,,,,>=50000<100000 ,,Count_of_GPs,8450
Contractor,GMS,UK,All,,,,,,,,>=50000<100000 ,,Cumulative_Percentage_of_GPs_%,47.5
Contractor,GMS,UK,All,,,,,,,,>=50000<100000 ,,Percentage_of_GPs_%,41.3
Contractor,GMS,UK,All,,,,,,,,>=50000<60000 ,,Count_of_GPs,1040
Contractor,GMS,UK,All,,,,,,,,>=50000<60000 ,,Cumulative_Percentage_of_GPs_%,11.3
Contractor,GMS,UK,All,,,,,,,,>=50000<60000 ,,Percentage_of_GPs_%,5.1
Contractor,GMS,UK,All,,,,,,,,>=60000<70000 ,,Count_of_GPs,1380
Contractor,GMS,UK,All,,,,,,,,>=60000<70000 ,,Cumulative_Percentage_of_GPs_%,18.1
Contractor,GMS,UK,All,,,,,,,,>=60000<70000 ,,Percentage_of_GPs_%,6.7
Contractor,GMS,UK,All,,,,,,,,>=70000<80000 ,,Count_of_GPs,1770
Contractor,GMS,UK,All,,,,,,,,>=70000<80000 ,,Cumulative_Percentage_of_GPs_%,26.7
Contractor,GMS,UK,All,,,,,,,,>=70000<80000 ,,Percentage_of_GPs_%,8.7
Contractor,GMS,UK,All,,,,,,,,>=80000<90000 ,,Count_of_GPs,2080
Contractor,GMS,UK,All,,,,,,,,>=80000<90000 ,,Cumulative_Percentage_of_GPs_%,36.8
Contractor,GMS,UK,All,,,,,,,,>=80000<90000 ,,Percentage_of_GPs_%,10.1
Contractor,GMS,UK,All,,,,,,,,>=90000<100000 ,,Count_of_GPs,2190
Contractor,GMS,UK,All,,,,,,,,>=90000<100000 ,,Cumulative_Percentage_of_GPs_%,47.5
Contractor,GMS,UK,All,,,,,,,,>=90000<100000 ,,Percentage_of_GPs_%,10.7
Contractor,GMS,UK,All,,,,,,,,>0<10000 ,,Count_of_GPs,100
Contractor,GMS,UK,All,,,,,,,,>0<10000 ,,Cumulative_Percentage_of_GPs_%,0.5
Contractor,GMS,UK,All,,,,,,,,>0<10000 ,,Percentage_of_GPs_%,0.5
Contractor,GMS,UK,All,,,,,,,,>0<50000 ,,Count_of_GPs,1290
Contractor,GMS,UK,All,,,,,,,,>0<50000 ,,Cumulative_Percentage_of_GPs_%,6.3
Contractor,GMS,UK,All,,,,,,,,>0<50000 ,,Percentage_of_GPs_%,6.3
Contractor,GMS,UK,All,,,,,,,,TOTAL,,Count_of_GPs,20490
Contractor,GMS,UK,All,,,,,,,,TOTAL,,Percentage_of_GPs_%,100
Contractor,GMS,UK,All,,,,,,,>=100000<110000,,,Count_of_GPs,840
Contractor,GMS,UK,All,,,,,,,>=100000<110000,,,Cumulative_Percentage_of_GPs_%,23
Contractor,GMS,UK,All,,,,,,,>=100000<110000,,,Percentage_of_GPs_%,4.1
Contractor,GMS,UK,All,,,,,,,>=100000<150000,,,Count_of_GPs,4570
Contractor,GMS,UK,All,,,,,,,>=100000<150000,,,Cumulative_Percentage_of_GPs_%,41.2
Contractor,GMS,UK,All,,,,,,,>=100000<150000,,,Percentage_of_GPs_%,22.3
Contractor,GMS,UK,All,,,,,,,>=110000<120000,,,Count_of_GPs,890
Contractor,GMS,UK,All,,,,,,,>=110000<120000,,,Cumulative_Percentage_of_GPs_%,27.4
Contractor,GMS,UK,All,,,,,,,>=110000<120000,,,Percentage_of_GPs_%,4.3
Contractor,GMS,UK,All,,,,,,,>=120000<130000,,,Count_of_GPs,910
Contractor,GMS,UK,All,,,,,,,>=120000<130000,,,Cumulative_Percentage_of_GPs_%,31.8
Contractor,GMS,UK,All,,,,,,,>=120000<130000,,,Percentage_of_GPs_%,4.4
Contractor,GMS,UK,All,,,,,,,>=130000<140000,,,Count_of_GPs,1030
Contractor,GMS,UK,All,,,,,,,>=130000<140000,,,Cumulative_Percentage_of_GPs_%,36.8
Contractor,GMS,UK,All,,,,,,,>=130000<140000,,,Percentage_of_GPs_%,5
Contractor,GMS,UK,All,,,,,,,>=140000<150000,,,Count_of_GPs,900
Contractor,GMS,UK,All,,,,,,,>=140000<150000,,,Cumulative_Percentage_of_GPs_%,41.2
Contractor,GMS,UK,All,,,,,,,>=140000<150000,,,Percentage_of_GPs_%,4.4
Contractor,GMS,UK,All,,,,,,,>=150000<160000,,,Count_of_GPs,800
Contractor,GMS,UK,All,,,,,,,>=150000<160000,,,Cumulative_Percentage_of_GPs_%,45.1
Contractor,GMS,UK,All,,,,,,,>=150000<160000,,,Percentage_of_GPs_%,3.9
Contractor,GMS,UK,All,,,,,,,>=150000<200000,,,Count_of_GPs,3820
Contractor,GMS,UK,All,,,,,,,>=150000<200000,,,Cumulative_Percentage_of_GPs_%,59.9
Contractor,GMS,UK,All,,,,,,,>=150000<200000,,,Percentage_of_GPs_%,18.6
Contractor,GMS,UK,All,,,,,,,>=160000<170000,,,Count_of_GPs,880
Contractor,GMS,UK,All,,,,,,,>=160000<170000,,,Cumulative_Percentage_of_GPs_%,49.4
Contractor,GMS,UK,All,,,,,,,>=160000<170000,,,Percentage_of_GPs_%,4.3
Contractor,GMS,UK,All,,,,,,,>=170000<180000,,,Count_of_GPs,780
Contractor,GMS,UK,All,,,,,,,>=170000<180000,,,Cumulative_Percentage_of_GPs_%,53.2
Contractor,GMS,UK,All,,,,,,,>=170000<180000,,,Percentage_of_GPs_%,3.8
Contractor,GMS,UK,All,,,,,,,>=180000<190000,,,Count_of_GPs,750
Contractor,GMS,UK,All,,,,,,,>=180000<190000,,,Cumulative_Percentage_of_GPs_%,56.9
Contractor,GMS,UK,All,,,,,,,>=180000<190000,,,Percentage_of_GPs_%,3.7
Contractor,GMS,UK,All,,,,,,,>=190000<200000,,,Count_of_GPs,610
Contractor,GMS,UK,All,,,,,,,>=190000<200000,,,Cumulative_Percentage_of_GPs_%,59.9
Contractor,GMS,UK,All,,,,,,,>=190000<200000,,,Percentage_of_GPs_%,3
Contractor,GMS,UK,All,,,,,,,>=200000<210000,,,Count_of_GPs,650
Contractor,GMS,UK,All,,,,,,,>=200000<210000,,,Cumulative_Percentage_of_GPs_%,63
Contractor,GMS,UK,All,,,,,,,>=200000<210000,,,Percentage_of_GPs_%,3.2
Contractor,GMS,UK,All,,,,,,,>=200000<250000,,,Count_of_GPs,2770
Contractor,GMS,UK,All,,,,,,,>=200000<250000,,,Cumulative_Percentage_of_GPs_%,73.4
Contractor,GMS,UK,All,,,,,,,>=200000<250000,,,Percentage_of_GPs_%,13.5
Contractor,GMS,UK,All,,,,,,,>=210000<220000,,,Count_of_GPs,580
Contractor,GMS,UK,All,,,,,,,>=210000<220000,,,Cumulative_Percentage_of_GPs_%,65.9
Contractor,GMS,UK,All,,,,,,,>=210000<220000,,,Percentage_of_GPs_%,2.8
Contractor,GMS,UK,All,,,,,,,>=220000<230000,,,Count_of_GPs,560
Contractor,GMS,UK,All,,,,,,,>=220000<230000,,,Cumulative_Percentage_of_GPs_%,68.6
Contractor,GMS,UK,All,,,,,,,>=220000<230000,,,Percentage_of_GPs_%,2.7
Contractor,GMS,UK,All,,,,,,,>=230000<240000,,,Count_of_GPs,490
Contractor,GMS,UK,All,,,,,,,>=230000<240000,,,Cumulative_Percentage_of_GPs_%,71
Contractor,GMS,UK,All,,,,,,,>=230000<240000,,,Percentage_of_GPs_%,2.4
Contractor,GMS,UK,All,,,,,,,>=240000<250000,,,Count_of_GPs,490
Contractor,GMS,UK,All,,,,,,,>=240000<250000,,,Cumulative_Percentage_of_GPs_%,73.4
Contractor,GMS,UK,All,,,,,,,>=240000<250000,,,Percentage_of_GPs_%,2.4
Contractor,GMS,UK,All,,,,,,,>=250000<260000,,,Count_of_GPs,400
Contractor,GMS,UK,All,,,,,,,>=250000<260000,,,Cumulative_Percentage_of_GPs_%,75.3
Contractor,GMS,UK,All,,,,,,,>=250000<260000,,,Percentage_of_GPs_%,1.9
Contractor,GMS,UK,All,,,,,,,>=250000<300000,,,Count_of_GPs,1730
Contractor,GMS,UK,All,,,,,,,>=250000<300000,,,Cumulative_Percentage_of_GPs_%,81.8
Contractor,GMS,UK,All,,,,,,,>=250000<300000,,,Percentage_of_GPs_%,8.4
Contractor,GMS,UK,All,,,,,,,>=260000<270000,,,Count_of_GPs,340
Contractor,GMS,UK,All,,,,,,,>=260000<270000,,,Cumulative_Percentage_of_GPs_%,77
Contractor,GMS,UK,All,,,,,,,>=260000<270000,,,Percentage_of_GPs_%,1.7
Contractor,GMS,UK,All,,,,,,,>=270000<280000,,,Count_of_GPs,380
Contractor,GMS,UK,All,,,,,,,>=270000<280000,,,Cumulative_Percentage_of_GPs_%,78.8
Contractor,GMS,UK,All,,,,,,,>=270000<280000,,,Percentage_of_GPs_%,1.8
Contractor,GMS,UK,All,,,,,,,>=280000<290000,,,Count_of_GPs,310
Contractor,GMS,UK,All,,,,,,,>=280000<290000,,,Cumulative_Percentage_of_GPs_%,80.4
Contractor,GMS,UK,All,,,,,,,>=280000<290000,,,Percentage_of_GPs_%,1.5
Contractor,GMS,UK,All,,,,,,,>=290000<300000,,,Count_of_GPs,300
Contractor,GMS,UK,All,,,,,,,>=290000<300000,,,Cumulative_Percentage_of_GPs_%,81.8
Contractor,GMS,UK,All,,,,,,,>=290000<300000,,,Percentage_of_GPs_%,1.5
Contractor,GMS,UK,All,,,,,,,>=30000<40000 ,,,Count_of_GPs,120
Contractor,GMS,UK,All,,,,,,,>=30000<40000 ,,,Cumulative_Percentage_of_GPs_%,1.9
Contractor,GMS,UK,All,,,,,,,>=30000<40000 ,,,Percentage_of_GPs_%,0.6
Contractor,GMS,UK,All,,,,,,,>=300000<310000,,,Count_of_GPs,310
Contractor,GMS,UK,All,,,,,,,>=300000<310000,,,Cumulative_Percentage_of_GPs_%,83.3
Contractor,GMS,UK,All,,,,,,,>=300000<310000,,,Percentage_of_GPs_%,1.5
Contractor,GMS,UK,All,,,,,,,>=300000<350000,,,Count_of_GPs,1250
Contractor,GMS,UK,All,,,,,,,>=300000<350000,,,Cumulative_Percentage_of_GPs_%,88
Contractor,GMS,UK,All,,,,,,,>=300000<350000,,,Percentage_of_GPs_%,6.1
Contractor,GMS,UK,All,,,,,,,>=310000<320000,,,Count_of_GPs,280
Contractor,GMS,UK,All,,,,,,,>=310000<320000,,,Cumulative_Percentage_of_GPs_%,84.7
Contractor,GMS,UK,All,,,,,,,>=310000<320000,,,Percentage_of_GPs_%,1.4
Contractor,GMS,UK,All,,,,,,,>=320000<330000,,,Count_of_GPs,240
Contractor,GMS,UK,All,,,,,,,>=320000<330000,,,Cumulative_Percentage_of_GPs_%,85.9
Contractor,GMS,UK,All,,,,,,,>=320000<330000,,,Percentage_of_GPs_%,1.2
Contractor,GMS,UK,All,,,,,,,>=330000<340000,,,Count_of_GPs,240
Contractor,GMS,UK,All,,,,,,,>=330000<340000,,,Cumulative_Percentage_of_GPs_%,87
Contractor,GMS,UK,All,,,,,,,>=330000<340000,,,Percentage_of_GPs_%,1.2
Contractor,GMS,UK,All,,,,,,,>=340000<350000,,,Count_of_GPs,190
Contractor,GMS,UK,All,,,,,,,>=340000<350000,,,Cumulative_Percentage_of_GPs_%,88
Contractor,GMS,UK,All,,,,,,,>=340000<350000,,,Percentage_of_GPs_%,0.9
Contractor,GMS,UK,All,,,,,,,>=350000<360000,,,Count_of_GPs,200
Contractor,GMS,UK,All,,,,,,,>=350000<360000,,,Cumulative_Percentage_of_GPs_%,88.9
Contractor,GMS,UK,All,,,,,,,>=350000<360000,,,Percentage_of_GPs_%,1
Contractor,GMS,UK,All,,,,,,,>=350000<400000,,,Count_of_GPs,830
Contractor,GMS,UK,All,,,,,,,>=350000<400000,,,Cumulative_Percentage_of_GPs_%,92
Contractor,GMS,UK,All,,,,,,,>=350000<400000,,,Percentage_of_GPs_%,4.1
Contractor,GMS,UK,All,,,,,,,>=360000<370000,,,Count_of_GPs,190
Contractor,GMS,UK,All,,,,,,,>=360000<370000,,,Cumulative_Percentage_of_GPs_%,89.9
Contractor,GMS,UK,All,,,,,,,>=360000<370000,,,Percentage_of_GPs_%,0.9
Contractor,GMS,UK,All,,,,,,,>=370000<380000,,,Count_of_GPs,160
Contractor,GMS,UK,All,,,,,,,>=370000<380000,,,Cumulative_Percentage_of_GPs_%,90.7
Contractor,GMS,UK,All,,,,,,,>=370000<380000,,,Percentage_of_GPs_%,0.8
Contractor,GMS,UK,All,,,,,,,>=380000<390000,,,Count_of_GPs,160
Contractor,GMS,UK,All,,,,,,,>=380000<390000,,,Cumulative_Percentage_of_GPs_%,91.4
Contractor,GMS,UK,All,,,,,,,>=380000<390000,,,Percentage_of_GPs_%,0.8
Contractor,GMS,UK,All,,,,,,,>=390000<400000,,,Count_of_GPs,110
Contractor,GMS,UK,All,,,,,,,>=390000<400000,,,Cumulative_Percentage_of_GPs_%,92
Contractor,GMS,UK,All,,,,,,,>=390000<400000,,,Percentage_of_GPs_%,0.6
Contractor,GMS,UK,All,,,,,,,>=40000<50000 ,,,Count_of_GPs,250
Contractor,GMS,UK,All,,,,,,,>=40000<50000 ,,,Cumulative_Percentage_of_GPs_%,3.1
Contractor,GMS,UK,All,,,,,,,>=40000<50000 ,,,Percentage_of_GPs_%,1.2
Contractor,GMS,UK,All,,,,,,,>=400000,,,Count_of_GPs,1640
Contractor,GMS,UK,All,,,,,,,>=400000,,,Cumulative_Percentage_of_GPs_%,100
Contractor,GMS,UK,All,,,,,,,>=400000,,,Percentage_of_GPs_%,8
Contractor,GMS,UK,All,,,,,,,>=400000<410000,,,Count_of_GPs,130
Contractor,GMS,UK,All,,,,,,,>=400000<410000,,,Cumulative_Percentage_of_GPs_%,92.6
Contractor,GMS,UK,All,,,,,,,>=400000<410000,,,Percentage_of_GPs_%,0.6
Contractor,GMS,UK,All,,,,,,,>=410000<420000,,,Count_of_GPs,100
Contractor,GMS,UK,All,,,,,,,>=410000<420000,,,Cumulative_Percentage_of_GPs_%,93.1
Contractor,GMS,UK,All,,,,,,,>=410000<420000,,,Percentage_of_GPs_%,0.5
Contractor,GMS,UK,All,,,,,,,>=420000<430000,,,Count_of_GPs,80
Contractor,GMS,UK,All,,,,,,,>=420000<430000,,,Cumulative_Percentage_of_GPs_%,93.5
Contractor,GMS,UK,All,,,,,,,>=420000<430000,,,Percentage_of_GPs_%,0.4
Contractor,GMS,UK,All,,,,,,,>=430000<440000,,,Count_of_GPs,120
Contractor,GMS,UK,All,,,,,,,>=430000<440000,,,Cumulative_Percentage_of_GPs_%,94.1
Contractor,GMS,UK,All,,,,,,,>=430000<440000,,,Percentage_of_GPs_%,0.6
Contractor,GMS,UK,All,,,,,,,>=440000<450000,,,Count_of_GPs,90
Contractor,GMS,UK,All,,,,,,,>=440000<450000,,,Cumulative_Percentage_of_GPs_%,94.5
Contractor,GMS,UK,All,,,,,,,>=440000<450000,,,Percentage_of_GPs_%,0.4
Contractor,GMS,UK,All,,,,,,,>=450000,,,Count_of_GPs,1120
Contractor,GMS,UK,All,,,,,,,>=450000,,,Cumulative_Percentage_of_GPs_%,100
Contractor,GMS,UK,All,,,,,,,>=450000,,,Percentage_of_GPs_%,5.5
Contractor,GMS,UK,All,,,,,,,>=50000<100000 ,,,Count_of_GPs,3240
Contractor,GMS,UK,All,,,,,,,>=50000<100000 ,,,Cumulative_Percentage_of_GPs_%,18.9
Contractor,GMS,UK,All,,,,,,,>=50000<100000 ,,,Percentage_of_GPs_%,15.8
Contractor,GMS,UK,All,,,,,,,>=50000<60000 ,,,Count_of_GPs,330
Contractor,GMS,UK,All,,,,,,,>=50000<60000 ,,,Cumulative_Percentage_of_GPs_%,4.7
Contractor,GMS,UK,All,,,,,,,>=50000<60000 ,,,Percentage_of_GPs_%,1.6
Contractor,GMS,UK,All,,,,,,,>=60000<70000 ,,,Count_of_GPs,550
Contractor,GMS,UK,All,,,,,,,>=60000<70000 ,,,Cumulative_Percentage_of_GPs_%,7.4
Contractor,GMS,UK,All,,,,,,,>=60000<70000 ,,,Percentage_of_GPs_%,2.7
Contractor,GMS,UK,All,,,,,,,>=70000<80000 ,,,Count_of_GPs,690
Contractor,GMS,UK,All,,,,,,,>=70000<80000 ,,,Cumulative_Percentage_of_GPs_%,10.7
Contractor,GMS,UK,All,,,,,,,>=70000<80000 ,,,Percentage_of_GPs_%,3.4
Contractor,GMS,UK,All,,,,,,,>=80000<90000 ,,,Count_of_GPs,780
Contractor,GMS,UK,All,,,,,,,>=80000<90000 ,,,Cumulative_Percentage_of_GPs_%,14.6
Contractor,GMS,UK,All,,,,,,,>=80000<90000 ,,,Percentage_of_GPs_%,3.8
Contractor,GMS,UK,All,,,,,,,>=90000<100000 ,,,Count_of_GPs,900
Contractor,GMS,UK,All,,,,,,,>=90000<100000 ,,,Cumulative_Percentage_of_GPs_%,18.9
Contractor,GMS,UK,All,,,,,,,>=90000<100000 ,,,Percentage_of_GPs_%,4.4
Contractor,GMS,UK,All,,,,,,,>0<30000 ,,,Count_of_GPs,270
Contractor,GMS,UK,All,,,,,,,>0<30000 ,,,Cumulative_Percentage_of_GPs_%,1.3
Contractor,GMS,UK,All,,,,,,,>0<30000 ,,,Percentage_of_GPs_%,1.3
Contractor,GMS,UK,All,,,,,,,>0<50000 ,,,Count_of_GPs,640
Contractor,GMS,UK,All,,,,,,,>0<50000 ,,,Cumulative_Percentage_of_GPs_%,3.1
Contractor,GMS,UK,All,,,,,,,>0<50000 ,,,Percentage_of_GPs_%,3.1
Contractor,GMS,UK,All,,,,,,,TOTAL,,,Count_of_GPs,20490
Contractor,GMS,UK,All,,,,,,,TOTAL,,,Percentage_of_GPs_%,100
Contractor,GMS,UK,All,,,,,,>=100000<110000,,,,Count_of_GPs,200
Contractor,GMS,UK,All,,,,,,>=100000<110000,,,,Cumulative_Percentage_of_GPs_%,4
Contractor,GMS,UK,All,,,,,,>=100000<110000,,,,Percentage_of_GPs_%,1
Contractor,GMS,UK,All,,,,,,>=100000<150000,,,,Count_of_GPs,1470
Contractor,GMS,UK,All,,,,,,>=100000<150000,,,,Cumulative_Percentage_of_GPs_%,10.1
Contractor,GMS,UK,All,,,,,,>=100000<150000,,,,Percentage_of_GPs_%,7.2
Contractor,GMS,UK,All,,,,,,>=110000<120000,,,,Count_of_GPs,260
Contractor,GMS,UK,All,,,,,,>=110000<120000,,,,Cumulative_Percentage_of_GPs_%,5.2
Contractor,GMS,UK,All,,,,,,>=110000<120000,,,,Percentage_of_GPs_%,1.3
Contractor,GMS,UK,All,,,,,,>=120000<130000,,,,Count_of_GPs,270
Contractor,GMS,UK,All,,,,,,>=120000<130000,,,,Cumulative_Percentage_of_GPs_%,6.6
Contractor,GMS,UK,All,,,,,,>=120000<130000,,,,Percentage_of_GPs_%,1.3
Contractor,GMS,UK,All,,,,,,>=130000<140000,,,,Count_of_GPs,320
Contractor,GMS,UK,All,,,,,,>=130000<140000,,,,Cumulative_Percentage_of_GPs_%,8.1
Contractor,GMS,UK,All,,,,,,>=130000<140000,,,,Percentage_of_GPs_%,1.6
Contractor,GMS,UK,All,,,,,,>=140000<150000,,,,Count_of_GPs,420
