"Practice.Code","IMD","Year"
"C88027",43.172470984,2011
"C88027",43.855076268,2012
"C88027",44.537681552,2013
"C88027",45.220286836,2014
"C88027",45.90289212,2015
"C88027",46.00261129,2016
"C88027",46.10233046,2017
"C88027",46.20204963,2018
"C88027",46.3017688,2019
"C88027",46.3017688,2020
"C88027",46.3017688,2021
"C88027",46.3017688,2022
"C88027",46.3017688,2023
"C88028",8.402871087,2010
"C88028",8.2365185962,2011
"C88028",8.0701661054,2012
"C88028",7.9038136146,2013
"C88028",7.7374611238,2014
"C88028",7.571108633,2015
"C88028",7.46326564775,2016
"C88028",7.3554226625,2017
"C88028",7.24757967725,2018
"C88028",7.139736692,2019
"C88028",7.139736692,2020
"C88028",7.139736692,2021
"C88028",7.139736692,2022
"C88028",7.139736692,2023
"C88030",46.89839023,2010
"C88030",45.756040504,2011
"C88030",44.613690778,2012
"C88030",43.471341052,2013
"C88030",42.328991326,2014
"C88030",41.1866416,2015
"C88030",40.7181744875,2016
"C88030",40.249707375,2017
"C88030",39.7812402625,2018
"C88030",39.31277315,2019
"C88030",39.31277315,2020
"C88030",39.31277315,2021
"C88030",39.31277315,2022
"C88030",39.31277315,2023
"C88031",22.95286669,2010
"C88031",22.474089676,2011
"C88031",21.995312662,2012
"C88031",21.516535648,2013
"C88031",21.037758634,2014
"C88031",20.55898162,2015
"C88031",20.26552868,2016
"C88031",19.97207574,2017
"C88031",19.6786228,2018
"C88031",19.38516986,2019
"C88031",19.38516986,2020
"C88031",19.38516986,2021
"C88031",19.38516986,2022
"C88031",19.38516986,2023
"C88032",18.55328923,2010
"C88032",18.452324786,2011
"C88032",18.351360342,2012
"C88032",18.250395898,2013
"C88032",18.149431454,2014
"C88032",18.04846701,2015
"C88032",18.3039994675,2016
"C88032",18.559531925,2017
"C88032",18.8150643825,2018
"C88032",19.07059684,2019
"C88032",19.07059684,2020
"C88032",19.07059684,2021
"C88032",19.07059684,2022
"C88032",19.07059684,2023
"C88033",45.79332753,2010
"C88033",45.799287348,2011
"C88033",45.805247166,2012
"C88033",45.811206984,2013
"C88033",45.817166802,2014
"C88033",45.82312662,2015
"C88033",45.52440569,2016
"C88033",45.22568476,2017
"C88033",44.92696383,2018
"C88033",44.6282429,2019
"C88033",44.6282429,2020
"C88033",44.6282429,2021
"C88033",44.6282429,2022
"C88033",44.6282429,2023
"C88034",6.512714916,2010
"C88034",6.254709056,2011
"C88034",5.996703196,2012
"C88034",5.738697336,2013
"C88034",5.480691476,2014
"C88034",5.222685616,2015
"C88034",5.2278442485,2016
"C88034",5.233002881,2017
"C88034",5.2381615135,2018
"C88034",5.243320146,2019
"C88034",5.243320146,2020
"C88034",5.243320146,2021
"C88034",5.243320146,2022
"C88034",5.243320146,2023
"C88035",47.97181186,2010
"C88035",48.50031848,2011
"C88035",49.0288251,2012
"C88035",49.55733172,2013
"C88035",50.08583834,2014
"C88035",50.61434496,2015
"C88035",50.81918239,2016
"C88035",51.02401982,2017
"C88035",51.22885725,2018
"C88035",51.43369468,2019
"C88035",51.43369468,2020
"C88035",51.43369468,2021
"C88035",51.43369468,2022
"C88035",51.43369468,2023
"C88036",24.25126,2010
"C88036",23.8604473,2011
"C88036",23.4696346,2012
"C88036",23.0788219,2013
"C88036",22.6880092,2014
"C88036",22.2971965,2015
"C88036",22.2667628425,2016
"C88036",22.236329185,2017
"C88036",22.2058955275,2018
"C88036",22.17546187,2019
"C88036",22.17546187,2020
"C88036",22.17546187,2021
"C88036",22.17546187,2022
"C88036",22.17546187,2023
"C88037",18.52248412,2010
"C88037",19.660576318,2011
"C88037",20.798668516,2012
"C88037",21.936760714,2013
"C88037",23.074852912,2014
"C88037",24.21294511,2015
"C88037",24.2646636125,2016
"C88037",24.316382115,2017
"C88037",24.3681006175,2018
"C88037",24.41981912,2019
"C88037",24.41981912,2020
"C88037",24.41981912,2021
"C88037",24.41981912,2022
"C88037",24.41981912,2023
"C88038",27.04960897,2010
"C88038",26.725604216,2011
"C88038",26.401599462,2012
"C88038",26.077594708,2013
"C88038",25.753589954,2014
"C88038",25.4295852,2015
"C88038",25.44913149,2016
"C88038",25.46867778,2017
"C88038",25.48822407,2018
"C88038",25.50777036,2019
"C88038",25.50777036,2020
"C88038",25.50777036,2021
"C88038",25.50777036,2022
"C88038",25.50777036,2023
"C88039",29.08291785,2010
"C88039",29.39524958,2011
"C88039",29.70758131,2012
"C88039",30.01991304,2013
"C88039",30.33224477,2014
"C88039",30.6445765,2015
"C88039",30.9841819575,2016
"C88039",31.323787415,2017
"C88039",31.6633928725,2018
"C88039",32.00299833,2019
"C88039",32.00299833,2020
"C88039",32.00299833,2021
"C88039",32.00299833,2022
"C88039",32.00299833,2023
"C88040",15.3501132,2010
"C88040",14.983514376,2011
"C88040",14.616915552,2012
"C88040",14.250316728,2013
"C88040",13.883717904,2014
"C88040",13.51711908,2015
"C88040",13.490969785,2016
"C88040",13.46482049,2017
"C88040",13.438671195,2018
"C88040",13.4125219,2019
"C88040",13.4125219,2020
"C88040",13.4125219,2021
"C88040",13.4125219,2022
"C88040",13.4125219,2023
"C88041",15.60087138,2010
"C88041",15.37848564,2011
"C88041",15.1560999,2012
"C88041",14.93371416,2013
"C88041",14.71132842,2014
"C88041",14.48894268,2015
"C88041",14.8632764325,2016
"C88041",15.237610185,2017
"C88041",15.6119439375,2018
"C88041",15.98627769,2019
"C88041",15.98627769,2020
"C88041",15.98627769,2021
"C88041",15.98627769,2022
"C88041",15.98627769,2023
"C88042",53.74419338,2010
"C88042",52.788785456,2011
"C88042",51.833377532,2012
"C88042",50.877969608,2013
"C88042",49.922561684,2014
"C88042",48.96715376,2015
"C88043",20.69242694,2010
"C88043",20.561686436,2011
"C88043",20.430945932,2012
"C88043",20.300205428,2013
"C88043",20.169464924,2014
"C88043",20.03872442,2015
"C88043",19.776323795,2016
"C88043",19.51392317,2017
"C88043",19.251522545,2018
"C88043",18.98912192,2019
"C88043",18.98912192,2020
"C88043",18.98912192,2021
"C88043",18.98912192,2022
"C88043",18.98912192,2023
"C88044",8.121600492,2010
"C88044",7.7759838014,2011
"C88044",7.4303671108,2012
"C88044",7.0847504202,2013
"C88044",6.7391337296,2014
"C88044",6.393517039,2015
"C88044",6.439633958,2016
"C88044",6.485750877,2017
"C88044",6.531867796,2018
"C88044",6.577984715,2019
"C88044",6.577984715,2020
"C88044",6.577984715,2021
"C88044",6.577984715,2022
"C88044",6.577984715,2023
"C88045",20.15427679,2010
"C88045",20.11213088,2011
"C88045",20.06998497,2012
"C88045",20.02783906,2013
"C88045",19.98569315,2014
"C88045",19.94354724,2015
"C88045",19.74471007,2016
"C88045",19.5458729,2017
"C88045",19.34703573,2018
"C88045",19.14819856,2019
"C88045",19.14819856,2020
"C88045",19.14819856,2021
"C88045",19.14819856,2022
"C88045",19.14819856,2023
"C88046",13.52521141,2010
"C88046",13.23929362,2011
"C88046",12.95337583,2012
"C88046",12.66745804,2013
"C88046",12.38154025,2014
"C88046",12.09562246,2015
"C88046",12.2137128925,2016
"C88046",12.331803325,2017
"C88046",12.4498937575,2018
"C88046",12.56798419,2019
"C88046",12.56798419,2020
"C88046",12.56798419,2021
"C88046",12.56798419,2022
"C88046",12.56798419,2023
"C88047",30.99186914,2010
"C88047",31.053562126,2011
"C88047",31.115255112,2012
"C88047",31.176948098,2013
"C88047",31.238641084,2014
"C88047",31.30033407,2015
"C88047",31.7361545175,2016
"C88047",32.171974965,2017
"C88047",32.6077954125,2018
"C88047",33.04361586,2019
"C88047",33.04361586,2020
"C88047",33.04361586,2021
"C88047",33.04361586,2022
"C88047",33.04361586,2023
"C88048",53.77958164,2010
"C88048",53.68650632,2011
"C88048",53.593431,2012
"C88048",53.50035568,2013
"C88048",53.40728036,2014
"C88048",53.31420504,2015
"C88048",52.65359301,2016
"C88048",51.99298098,2017
"C88048",51.33236895,2018
"C88048",50.67175692,2019
"C88048",50.67175692,2020
"C88048",50.67175692,2021
"C88048",50.67175692,2022
"C88048",50.67175692,2023
"C88049",28.19254376,2010
"C88049",28.118483258,2011
"C88049",28.044422756,2012
"C88049",27.970362254,2013
"C88049",27.896301752,2014
"C88049",27.82224125,2015
"C88049",28.24267627,2016
"C88049",28.66311129,2017
"C88049",29.08354631,2018
"C88049",29.50398133,2019
"C88049",29.50398133,2020
"C88049",29.50398133,2021
"C88049",29.50398133,2022
"C88049",29.50398133,2023
"C88050",25.10907465,2010
"C88050",24.604258738,2011
"C88050",24.099442826,2012
"C88050",23.594626914,2013
"C88050",23.089811002,2014
"C88050",22.58499509,2015
"C88050",22.9197794775,2016
"C88050",23.254563865,2017
"C88050",23.5893482525,2018
"C88050",23.92413264,2019
"C88050",23.92413264,2020
"C88050",23.92413264,2021
"C88050",23.92413264,2022
"C88050",23.92413264,2023
"C88051",45.84719432,2010
"C88051",46.84317282,2011
"C88051",47.83915132,2012
"C88051",48.83512982,2013
"C88051",49.83110832,2014
"C88051",50.82708682,2015
"C88051",50.7250474975,2016
"C88051",50.623008175,2017
"C88051",50.5209688525,2018
"C88051",50.41892953,2019
"C88051",50.41892953,2020
"C88051",50.41892953,2021
"C88051",50.41892953,2022
"C88051",50.41892953,2023
"C88052",14.26020861,2010
"C88052",13.750461808,2011
"C88052",13.240715006,2012
"C88052",12.730968204,2013
"C88052",12.221221402,2014
"C88052",11.7114746,2015
"C88052",11.730576135,2016
"C88052",11.74967767,2017
"C88052",11.768779205,2018
"C88052",11.78788074,2019
"C88052",11.78788074,2020
"C88052",11.78788074,2021
"C88052",11.78788074,2022
"C88052",11.78788074,2023
"C88053",6.072518745,2010
"C88053",5.6696478636,2011
"C88053",5.2667769822,2012
"C88053",4.8639061008,2013
"C88053",4.4610352194,2014
"C88053",4.058164338,2015
"C88053",4.172960807,2016
"C88053",4.287757276,2017
"C88053",4.402553745,2018
"C88053",4.517350214,2019
"C88053",4.517350214,2020
"C88053",4.517350214,2021
"C88053",4.517350214,2022
"C88053",4.517350214,2023
"C88054",26.15461924,2010
"C88054",26.224468694,2011
"C88054",26.294318148,2012
"C88054",26.364167602,2013
"C88054",26.434017056,2014
"C88054",26.50386651,2015
"C88054",26.674104715,2016
"C88054",26.84434292,2017
"C88054",27.014581125,2018
"C88054",27.18481933,2019
"C88054",27.18481933,2020
"C88054",27.18481933,2021
"C88054",27.18481933,2022
"C88054",27.18481933,2023
"C88057",35.28453565,2010
"C88057",35.002181892,2011
"C88057",34.719828134,2012
"C88057",34.437474376,2013
"C88057",34.155120618,2014
"C88057",33.87276686,2015
"C88059",33.69162546,2010
"C88059",33.91775614,2011
"C88059",34.14388682,2012
"C88059",34.3700175,2013
"C88059",34.59614818,2014
"C88059",34.82227886,2015
"C88059",34.493194545,2016
"C88059",34.16411023,2017
"C88059",33.835025915,2018
"C88059",33.5059416,2019
"C88059",33.5059416,2020
"C88059",33.5059416,2021
"C88059",33.5059416,2022
"C88059",33.5059416,2023
"C88060",29.84328862,2010
"C88060",29.07193386,2011
"C88060",28.3005791,2012
"C88060",27.52922434,2013
"C88060",26.75786958,2014
"C88060",25.98651482,2015
"C88060",25.739992175,2016
"C88060",25.49346953,2017
"C88060",25.246946885,2018
"C88060",25.00042424,2019
"C88060",25.00042424,2020
"C88060",25.00042424,2021
"C88060",25.00042424,2022
"C88060",25.00042424,2023
"C88061",4.429671489,2010
"C88061",4.1862629342,2011
"C88061",3.9428543794,2012
"C88061",3.6994458246,2013
"C88061",3.4560372698,2014
"C88061",3.212628715,2015
"C88062",8.815787786,2010
"C88062",8.465588854,2011
"C88062",8.115389922,2012
"C88062",7.76519099,2013
"C88062",7.414992058,2014
"C88062",7.064793126,2015
"C88062",6.9659431225,2016
"C88062",6.867093119,2017
"C88062",6.7682431155,2018
"C88062",6.669393112,2019
"C88062",6.669393112,2020
"C88062",6.669393112,2021
"C88062",6.669393112,2022
"C88062",6.669393112,2023
"C88068",9.712093727,2010
"C88068",9.3684770012,2011
"C88068",9.0248602754,2012
"C88068",8.6812435496,2013
"C88068",8.3376268238,2014
"C88068",7.994010098,2015
"C88068",8.3339005495,2016
"C88068",8.673791001,2017
"C88068",9.0136814525,2018
"C88068",9.353571904,2019
"C88068",9.353571904,2020
"C88068",9.353571904,2021
"C88068",9.353571904,2022
"C88068",9.353571904,2023
"C88069",53.82455322,2010
"C88069",52.595432298,2011
"C88069",51.366311376,2012
"C88069",50.137190454,2013
"C88069",48.908069532,2014
"C88069",47.67894861,2015
"C88069",47.0675605725,2016
"C88069",46.456172535,2017
"C88069",45.8447844975,2018
"C88069",45.23339646,2019
"C88069",45.23339646,2020
"C88069",45.23339646,2021
"C88069",45.23339646,2022
"C88069",45.23339646,2023
"C88070",47.83732815,2010
"C88070",47.85454639,2011
"C88070",47.87176463,2012
"C88070",47.88898287,2013
"C88070",47.90620111,2014
"C88070",47.92341935,2015
"C88070",47.954957835,2016
"C88070",47.98649632,2017
"C88070",48.018034805,2018
"C88070",48.04957329,2019
"C88070",48.04957329,2020
"C88070",48.04957329,2021
"C88070",48.04957329,2022
"C88070",48.04957329,2023
"C88072",31.27093849,2010
"C88072",31.456808894,2011
"C88072",31.642679298,2012
"C88072",31.828549702,2013
"C88072",32.014420106,2014
"C88072",32.20029051,2015
"C88072",32.3017440025,2016
"C88072",32.403197495,2017
"C88072",32.5046509875,2018
"C88072",32.60610448,2019
"C88072",32.60610448,2020
"C88072",32.60610448,2021
"C88072",32.60610448,2022
"C88072",32.60610448,2023
"C88073",34.36321482,2010
"C88073",34.092672458,2011
"C88073",33.822130096,2012
"C88073",33.551587734,2013
"C88073",33.281045372,2014
"C88073",33.01050301,2015
"C88073",32.692885445,2016
"C88073",32.37526788,2017
"C88073",32.057650315,2018
"C88073",31.74003275,2019
"C88073",31.74003275,2020
"C88073",31.74003275,2021
"C88073",31.74003275,2022
"C88073",31.74003275,2023
"C88074",17.36745243,2010
"C88074",17.506751902,2011
"C88074",17.646051374,2012
"C88074",17.785350846,2013
"C88074",17.924650318,2014
"C88074",18.06394979,2015
"C88074",18.432786725,2016
"C88074",18.80162366,2017
"C88074",19.170460595,2018
"C88074",19.53929753,2019
"C88074",19.53929753,2020
"C88074",19.53929753,2021
"C88074",19.53929753,2022
"C88074",19.53929753,2023
"C88075",43.62070499,2010
"C88076",35.56277156,2010
"C88076",34.83116138,2011
"C88076",34.0995512,2012
"C88076",33.36794102,2013
"C88076",32.63633084,2014
"C88076",31.90472066,2015
"C88076",30.6663120475,2016
"C88076",29.427903435,2017
"C88076",28.1894948225,2018
"C88076",26.95108621,2019
"C88076",26.95108621,2020
"C88076",26.95108621,2021
"C88076",26.95108621,2022
"C88076",26.95108621,2023
"C88077",44.2323112,2010
"C88077",45.341308772,2011
"C88077",46.450306344,2012
"C88077",47.559303916,2013
"C88077",48.668301488,2014
"C88077",49.77729906,2015
"C88077",50.242340055,2016
"C88077",50.70738105,2017
"C88077",51.172422045,2018
"C88077",51.63746304,2019
"C88077",51.63746304,2020
"C88077",51.63746304,2021
"C88077",51.63746304,2022
"C88077",51.63746304,2023
"C88078",17.07115288,2010
"C88078",16.883078752,2011
"C88078",16.695004624,2012
"C88078",16.506930496,2013
"C88078",16.318856368,2014
"C88078",16.13078224,2015
"C88078",16.27467715,2016
"C88078",16.41857206,2017
"C88078",16.56246697,2018
"C88078",16.70636188,2019
"C88078",16.70636188,2020
"C88078",16.70636188,2021
"C88078",16.70636188,2022
"C88078",16.70636188,2023
"C88079",12.14272255,2010
"C88079",11.907359302,2011
"C88079",11.671996054,2012
"C88079",11.436632806,2013
"C88079",11.201269558,2014
"C88079",10.96590631,2015
"C88079",10.785428995,2016
"C88079",10.60495168,2017
"C88079",10.424474365,2018
"C88079",10.24399705,2019
"C88079",10.24399705,2020
"C88079",10.24399705,2021
"C88079",10.24399705,2022
"C88079",10.24399705,2023
"C88082",34.16969166,2010
"C88082",33.900658824,2011
"C88082",33.631625988,2012
"C88082",33.362593152,2013
"C88082",33.093560316,2014
"C88082",32.82452748,2015
"C88082",32.4993596025,2016
"C88082",32.174191725,2017
"C88082",31.8490238475,2018
"C88082",31.52385597,2019
"C88082",31.52385597,2020
"C88082",31.52385597,2021
"C88082",31.52385597,2022
"C88082",31.52385597,2023
"C88083",8.08791171,2010
"C88083",7.8578611566,2011
"C88083",7.6278106032,2012
"C88083",7.3977600498,2013
"C88083",7.1677094964,2014
"C88083",6.937658943,2015
"C88083",6.91329128025,2016
"C88083",6.8889236175,2017
"C88083",6.86455595475,2018
"C88083",6.840188292,2019
"C88083",6.840188292,2020
"C88083",6.840188292,2021
"C88083",6.840188292,2022
"C88083",6.840188292,2023
"C88084",44.96756444,2010
"C88084",44.965861414,2011
"C88084",44.964158388,2012
"C88084",44.962455362,2013
"C88084",44.960752336,2014
"C88084",44.95904931,2015
"C88084",44.283330515,2016
"C88084",43.60761172,2017
"C88084",42.931892925,2018
"C88084",42.25617413,2019
"C88084",42.25617413,2020
"C88084",42.25617413,2021
"C88084",42.25617413,2022
"C88084",42.25617413,2023
"C88085",35.90840171,2010
"C88085",35.629238196,2011
"C88085",35.350074682,2012
"C88085",35.070911168,2013
"C88085",34.791747654,2014
"C88085",34.51258414,2015
"C88085",34.4095573625,2016
"C88085",34.306530585,2017
"C88085",34.2035038075,2018
"C88085",34.10047703,2019
"C88085",34.10047703,2020
"C88085",34.10047703,2021
"C88085",34.10047703,2022
"C88085",34.10047703,2023
"C88086",48.77856134,2010
"C88086",49.853505952,2011
"C88086",50.928450564,2012
"C88086",52.003395176,2013
"C88086",53.078339788,2014
"C88086",54.1532844,2015
"C88086",54.46097913,2016
"C88086",54.76867386,2017
"C88086",55.07636859,2018
"C88086",55.38406332,2019
"C88086",55.38406332,2020
"C88086",55.38406332,2021
"C88086",55.38406332,2022
"C88086",55.38406332,2023
"C88087",44.99233135,2010
"C88087",44.465294028,2011
"C88087",43.938256706,2012
"C88087",43.411219384,2013
"C88087",42.884182062,2014
"C88087",42.35714474,2015
"C88087",41.85483576,2016
"C88087",41.35252678,2017
"C88087",40.8502178,2018
"C88087",40.34790882,2019
"C88087",40.34790882,2020
"C88087",40.34790882,2021
"C88087",40.34790882,2022
"C88087",40.34790882,2023
"C88088",55.13223595,2010
"C88088",54.143715944,2011
"C88088",53.155195938,2012
"C88088",52.166675932,2013
"C88088",51.178155926,2014
"C88088",50.18963592,2015
"C88088",49.77287995,2016
"C88088",49.35612398,2017
"C88088",48.93936801,2018
"C88088",48.52261204,2019
"C88088",48.52261204,2020
"C88088",48.52261204,2021
"C88088",48.52261204,2022
"C88088",48.52261204,2023
"C88090",59.19118249,2010
"C88090",58.08273339,2011
"C88090",56.97428429,2012
"C88090",55.86583519,2013
"C88090",54.75738609,2014
"C88090",53.64893699,2015
"C88090",52.537018835,2016
"C88090",51.42510068,2017
"C88090",50.313182525,2018
"C88090",49.20126437,2019
"C88090",49.20126437,2020
"C88090",49.20126437,2021
"C88090",49.20126437,2022
"C88090",49.20126437,2023
"C88091",48.41570268,2010
"C88091",48.69672497,2011
"C88091",48.97774726,2012
"C88091",49.25876955,2013
"C88091",49.53979184,2014
"C88091",49.82081413,2015
"C88091",49.7787833125,2016
"C88091",49.736752495,2017
"C88091",49.6947216775,2018
"C88091",49.65269086,2019
"C88091",49.65269086,2020
"C88091",49.65269086,2021
"C88091",49.65269086,2022
"C88091",49.65269086,2023
"C88092",17.70648201,2010
"C88092",17.877991072,2011
"C88092",18.049500134,2012
"C88092",18.221009196,2013
"C88092",18.392518258,2014
"C88092",18.56402732,2015
"C88092",18.98222063,2016
"C88092",19.40041394,2017
"C88092",19.81860725,2018
"C88092",20.23680056,2019
"C88092",20.23680056,2020
"C88092",20.23680056,2021
"C88092",20.23680056,2022
"C88092",20.23680056,2023
"C88094",38.40649256,2010
"C88095",18.38062108,2010
"C88095",18.260646692,2011
"C88095",18.140672304,2012
"C88095",18.020697916,2013
"C88095",17.900723528,2014
"C88095",17.78074914,2015
"C88095",18.0838145,2016
"C88095",18.38687986,2017
"C88095",18.68994522,2018
"C88095",18.99301058,2019
"C88095",18.99301058,2020
"C88095",18.99301058,2021
"C88095",18.99301058,2022
"C88095",18.99301058,2023
"C88096",30.96579037,2010
"C88096",30.801256098,2011
"C88096",30.636721826,2012
"C88096",30.472187554,2013
"C88096",30.307653282,2014
"C88096",30.14311901,2015
"C88096",30.550193495,2016
"C88096",30.95726798,2017
"C88096",31.364342465,2018
"C88096",31.77141695,2019
"C88096",31.77141695,2020
"C88096",31.77141695,2021
"C88096",31.77141695,2022
"C88096",31.77141695,2023
"C88622",55.16358187,2010
"C88622",53.919031472,2011
"C88622",52.674481074,2012
"C88622",51.429930676,2013
"C88622",50.185380278,2014
"C88622",48.94082988,2015
"C88622",47.40250508,2016
"C88622",45.86418028,2017
"C88622",44.32585548,2018
"C88622",42.78753068,2019
"C88622",42.78753068,2020
"C88622",42.78753068,2021
"C88622",42.78753068,2022
"C88622",42.78753068,2023
"C88626",38.91524005,2010
"C88626",38.353508502,2011
"C88626",37.791776954,2012
"C88626",37.230045406,2013
"C88626",36.668313858,2014
"C88626",36.10658231,2015
"C88627",21.41450844,2010
"C88627",20.923644192,2011
"C88627",20.432779944,2012
"C88627",19.941915696,2013
"C88627",19.451051448,2014
"C88627",18.9601872,2015
"C88627",18.2441927625,2016
"C88627",17.528198325,2017
"C88627",16.8122038875,2018
"C88627",16.09620945,2019
"C88627",16.09620945,2020
"C88627",16.09620945,2021
"C88627",16.09620945,2022
"C88627",16.09620945,2023
"C88631",24.08328434,2010
"C88631",23.51686417,2011
"C88631",22.950444,2012
"C88631",22.38402383,2013
"C88631",21.81760366,2014
"C88631",21.25118349,2015
"C88631",21.25368953,2016
"C88631",21.25619557,2017
"C88631",21.25870161,2018
"C88631",21.26120765,2019
"C88631",21.26120765,2020
"C88631",21.26120765,2021
"C88631",21.26120765,2022
"C88631",21.26120765,2023
"C88638",43.27785689,2010
"C88638",42.734340394,2011
"C88638",42.190823898,2012
"C88638",41.647307402,2013
"C88638",41.103790906,2014
"C88638",40.56027441,2015
"C88643",45.16596032,2010
"C88643",45.142186178,2011
"C88643",45.118412036,2012
"C88643",45.094637894,2013
"C88643",45.070863752,2014
"C88643",45.04708961,2015
"C88643",45.0736299825,2016
"C88643",45.100170355,2017
"C88643",45.1267107275,2018
"C88643",45.1532511,2019
"C88643",45.1532511,2020
"C88643",45.1532511,2021
"C88643",45.1532511,2022
"C88643",45.1532511,2023
"C88647",15.60093691,2010
"C88647",15.724899294,2011
"C88647",15.848861678,2012
"C88647",15.972824062,2013
"C88647",16.096786446,2014
"C88647",16.22074883,2015
"C88647",17.3688224,2016
"C88647",18.51689597,2017
"C88647",19.66496954,2018
"C88647",20.81304311,2019
"C88647",20.81304311,2020
"C88647",20.81304311,2021
"C88647",20.81304311,2022
"C88647",20.81304311,2023
"C88648",23.1956485,2010
"C88648",23.158473418,2011
"C88648",23.121298336,2012
"C88648",23.084123254,2013
"C88648",23.046948172,2014
"C88648",23.00977309,2015
"C88648",23.612793315,2016
"C88648",24.21581354,2017
"C88648",24.818833765,2018
"C88648",25.42185399,2019
"C88648",25.42185399,2020
"C88648",25.42185399,2021
"C88648",25.42185399,2022
"C88648",25.42185399,2023
"C88652",7.552749264,2010
"C88652",7.1577312872,2011
"C88652",6.7627133104,2012
"C88652",6.3676953336,2013
"C88652",5.9726773568,2014
"C88652",5.57765938,2015
"C88652",5.60385480725,2016
"C88652",5.6300502345,2017
"C88652",5.65624566175,2018
"C88652",5.682441089,2019
"C88652",5.682441089,2020
"C88652",5.682441089,2021
"C88652",5.682441089,2022
"C88652",5.682441089,2023
"C88653",34.64386312,2010
"C88653",35.547254422,2011
"C88653",36.450645724,2012
"C88653",37.354037026,2013
"C88653",38.257428328,2014
"C88653",39.16081963,2015
"C88655",34.30032022,2010
"C88655",34.78565893,2011
"C88655",35.27099764,2012
"C88655",35.75633635,2013
"C88655",36.24167506,2014
"C88655",36.72701377,2015
"C88655",36.671671855,2016
"C88655",36.61632994,2017
"C88655",36.560988025,2018
"C88655",36.50564611,2019
"C88655",36.50564611,2020
"C88655",36.50564611,2021
"C88655",36.50564611,2022
"C88655",36.50564611,2023
"C88656",15.15587864,2010
"C88656",15.051007374,2011
"C88656",14.946136108,2012
"C88656",14.841264842,2013
"C88656",14.736393576,2014
"C88656",14.63152231,2015
"C88656",14.62471426,2016
"C88656",14.61790621,2017
"C88656",14.61109816,2018
"C88656",14.60429011,2019
"C88656",14.60429011,2020
"C88656",14.60429011,2021
"C88656",14.60429011,2022
"C88656",14.60429011,2023
"C88663",43.25468425,2010
"D81001",11.77454911,2010
"D81001",11.784973518,2011
"D81001",11.795397926,2012
"D81001",11.805822334,2013
"D81001",11.816246742,2014
"D81001",11.82667115,2015
"D81001",12.10834344,2016
"D81001",12.39001573,2017
"D81001",12.67168802,2018
"D81001",12.95336031,2019
"D81001",12.95336031,2020
"D81001",12.95336031,2021
"D81001",12.95336031,2022
"D81001",12.95336031,2023
"D81002",8.532999297,2010
"D81002",8.4944855436,2011
"D81002",8.4559717902,2012
"D81002",8.4174580368,2013
"D81002",8.3789442834,2014
"D81002",8.34043053,2015
"D81002",8.543247827,2016
"D81002",8.746065124,2017
"D81002",8.948882421,2018
"D81002",9.151699718,2019
"D81002",9.151699718,2020
"D81002",9.151699718,2021
"D81002",9.151699718,2022
"D81002",9.151699718,2023
"D81003",14.61197993,2010
"D81003",14.567559882,2011
"D81003",14.523139834,2012
"D81003",14.478719786,2013
"D81003",14.434299738,2014
"D81003",14.38987969,2015
"D81003",14.72034503,2016
"D81003",15.05081037,2017
"D81003",15.38127571,2018
"D81003",15.71174105,2019
"D81003",15.71174105,2020
"D81003",15.71174105,2021
"D81003",15.71174105,2022
"D81003",15.71174105,2023
"D81004",6.305276046,2010
"D81004",6.6588422822,2011
"D81004",7.0124085184,2012
"D81004",7.3659747546,2013
"D81004",7.7195409908,2014
"D81004",8.073107227,2015
"D81004",8.25402800775,2016
"D81004",8.4349487885,2017
"D81004",8.61586956925,2018
"D81004",8.79679035,2019
"D81004",8.79679035,2020
"D81004",8.79679035,2021
"D81004",8.79679035,2022
"D81004",8.79679035,2023
"D81005",7.953625195,2010
"D81005",7.8646352032,2011
"D81005",7.7756452114,2012
"D81005",7.6866552196,2013
"D81005",7.5976652278,2014
"D81005",7.508675236,2015
"D81005",7.903000163,2016
"D81005",8.29732509,2017
"D81005",8.691650017,2018
"D81005",9.085974944,2019
"D81005",9.085974944,2020
"D81005",9.085974944,2021
"D81005",9.085974944,2022
"D81005",9.085974944,2023
"D81006",27.1588465,2010
"D81006",27.79888946,2011
"D81006",28.43893242,2012
"D81006",29.07897538,2013
"D81006",29.71901834,2014
"D81006",30.3590613,2015
"D81007",27.16530377,2010
"D81007",27.80938965,2011
"D81007",28.45347553,2012
"D81007",29.09756141,2013
"D81007",29.74164729,2014
"D81007",30.38573317,2015
"D81008",26.16622103,2010
"D81008",27.434108486,2011
"D81008",28.701995942,2012
"D81008",29.969883398,2013
"D81008",31.237770854,2014
"D81008",32.50565831,2015
"D81008",32.3823966175,2016
"D81008",32.259134925,2017
"D81008",32.1358732325,2018
"D81008",32.01261154,2019
"D81008",32.01261154,2020
"D81008",32.01261154,2021
"D81008",32.01261154,2022
"D81008",32.01261154,2023
"D81009",5.334523425,2010
"D81009",5.561966918,2011
"D81009",5.789410411,2012
"D81009",6.016853904,2013
"D81009",6.244297397,2014
"D81009",6.47174089,2015
"D81010",14.44102646,2010
"D81010",15.10058515,2011
"D81010",15.76014384,2012
"D81010",16.41970253,2013
"D81010",17.07926122,2014
"D81010",17.73881991,2015
"D81010",17.8961862625,2016
"D81010",18.053552615,2017
"D81010",18.2109189675,2018
"D81010",18.36828532,2019
"D81010",18.36828532,2020
"D81010",18.36828532,2021
