Sub ICB Loc ODS code,Sub ICB Loc ONS code,Sub ICB Loc name,PCN ODS code,PCN name,Practice code,Practice name,perc_achievement
,,,,,M83011,Werrington Village Surgery,95.23809524
,,,,,M83056,Wolstanton Medical Centre,94
,,,,,M83097,Bilbrook Medical Centre,89.09090909
,,,,,M83125,Claverley,81.81818182
,,,,,M83117,Crown Medical Practice,97.10144928
,,,,,M83093,Dale Medical Practice,92.95774648
,,,,,M83617,Darwin Medical Centre,93.96551724
,,,,,M83113,Dr Khare'S Surgery,87.5
,,,,,M83715,Featherstone,94.54545455
,,,,,M83018,Gravel Hill Surgery,91.56626506
,,,,,M83110,Heathview Medical Practice,83.65384615
,,,,,M83088,Hollies Practice,82.14285714
,,,,,M83132,Lakeside,88.88888889
,,,,,M83062,Laurel House Surgery,91.89189189
,,,,,M83111,Riverside Surgery,81.25
,,,,,M83031,Russell House Surgery,90.90909091
,,,,,M83072,Salters Meadow Health Ctr,90.19607843
,,,,,M83668,Tamar Medical Centre,93.47826087
,,,,,M83032,The Aldergate Med.Pract.,87.14285714
,,,,,M83030,The Langton Medical Group,90.98360656
,,,,,M83148,The Peel Medical Practice,89.28571429
,,,,,M83006,The Westgate Practice,93.17406143
,,,,,M83693,Tri-Links Medical Practice,90.42553191
,,,,,M83009,Brewood Medical Practice,95.29411765
,,,,,M83024,Castlefields,91.57894737
,,,,,M83092,Crown Surgery,93.82716049
,,,,,M83020,Cumberland House,96
,,,,,M83070,Gnosall,88.73239437
,,,,,M83022,Hazeldene House Surgery,98.4375
,,,,,M83049,Holmcroft,81.48148148
,,,,,M83069,Mansion House,92.95774648
,,,,,M83057,Mill Bank,90
,,,,,M83045,Penkridge Medical Practice,91.58878505
,,,,,M83036,Rising Brook,82.10526316
,,,,,M83044,Stafford Health And Wellbeing,81.59509202
,,,,,M83052,Weeping Cross Health Centre,89.65517241
,,,,,M83050,Wolverhampton Road Surgery,82.88288288
,,,,,M83661,Adderley Green Surgery,86.79245283
,,,,,M83627,Apsley Surgery,77.68595041
,,,,,M83709,Baddeley Green Surgery,89.58333333
,,,,,M83068,Belgrave Medical Centre,91.62011173
,,,,,M83123,Birches Head Medical Ctr.,85
,,,,,M83725,Blurton Medical Centre,91.4893617
,,,,,M83601,Brinsley Avenue Practice,95.91836735
,,,,,M83094,Brook Medical Centre,93.51351351
,,,,,M83624,Cambridge House,97.05882353
,,,,,M83127,Cobridge Surgery,72.81553398
,,,,,M83100,Dr P D Miles And Dr R Valasapalli,85.71428571
,,,,,M83138,Drs Shah & Talpur,90.625
,,,,,M83090,Dunrobin Street Medical Centre,89.47368421
,,,,,M83021,Furlong Medical Centre,85.0877193
,,,,,M83028,Glebedale Medical Practice,84.50704225
,,,,,M83143,Goldenhill Medical Centre,94.11764706
,,,,,M83076,Harley Street Medical Ctr,79.03225806
,,,,,M83066,Hartshill Medical Centre,91.83673469
,,,,,M83619,Honeywall Medical Practice,85.71428571
,,,,,M83126,Longton Hall Surgery,98.85057471
,,,,,M83682,Lucie Wedgewood Surgery Ltd,82.8125
,,,,,M83004,Mayfield Surgery,97.2972973
,,,,,M83713,Meir Medical Practice,95.91836735
,,,,,M83047,Meir Park & Weston Coyney Medical Pract,87.32394366
,,,,,Y02867,Middleport Medical Centre,87.75510204
,,,,,M83061,Millrise Medical Practice,89.55223881
,,,,,M83075,Norfolk Street Surgery,84.75836431
,,,,,M83038,Orchard Surgery,89.81481481
,,,,,M83102,Potteries Medical Centre,89.36170213
,,,,,M83625,Prima Care Surgeries,96.19047619
,,,,,M83146,The Moorcroft Medical Ctr,78.08988764
,,,,,M83014,Trent Vale Medical Practice,96.22641509
,,,,,M83711,Trentham Mews Medical Centre,96
,,,,,M83632,Trinity Medical Centre,92.85714286
,,,,,M83650,Tunstall Primary Care Centre,85.14285714
,,,,,Y02521,Willow Bank Surgery,90.68322981
,,,,,D81633,Acorn Surgery,86.66666667
,,,,,D81618,Ailsworth Medical Centre,90
,,,,,D81004,Alconbury Surgery,86.04651163
,,,,,D81082,Almond Road Surgery,98.50746269
,,,,,D81016,Arbury Road Surgery,92.68292683
,,,,,D81026,Boroughbury Medical Centre,84.01360544
,,,,,Y00486,Botolph Bridge Community Health Centre,77.77777778
,,,,,D81055,Bottisham Medical Practice,92.59259259
,,,,,D81041,Bourn Surgery,97.22222222
,,,,,Y07057,Bretton Medical Practice,73.68421053
,,,,,D81037,Bridge Street Medical Centre,76
,,,,,D81045,Buckden Surgery,98
,,,,,D81051,Burwell Surgery,94.38202247
,,,,,Y00056,Cambridge Access Surgery,:
,,,,,Y00185,Cathedral Medical Centre,95.90163934
,,,,,D81631,Central Medical Centre,68.9119171
,,,,,D81025,Cherry Hinton Medical Centre,89.18918919
,,,,,D81011,Clarkson Surgery,87.32394366
,,,,,D81035,Comberton Surgery,97.64705882
,,,,,D81052,Cornerstone Practice,94.28571429
,,,,,D81012,Cornford House Surgery,95.87628866
,,,,,D81602,Cottenham Surgery,81.48148148
,,,,,D81086,East Barnwell Health Centre,75
,,,,,D81611,Fenland Group Practice,94.81481481
,,,,,D81028,Firs House Surgery,96.8503937
,,,,,D81061,George Clare Surgery,92.10526316
,,,,,D81043,Granta Medical Practices,93.14381271
,,,,,D81081,Great Staughton Surgery,100
,,,,,D81030,Grove Medical Practice,90
,,,,,D81062,Haddenham Surgery,93.93939394
,,,,,D81630,Hampton Medical Centre,81.59509202
,,,,,D81058,Harston Surgery,96.77419355
,,,,,D81002,Huntingdon Road Surgery,90.27777778
,,,,,D81022,Jenner Healthcare,93.15789474
,,,,,D81038,Kimbolton Medical Centre,97.95918367
,,,,,D81057,Lakeside Healthcare St Neots,96.19565217
,,,,,D81001,Lensfield Medical Practice,93.75
,,,,,D81078,Maple Surgery Bar Hill Health Centre,70
,,,,,D81064,Mercheford House,96.55172414
,,,,,D81017,Mill Road Surgery,81.94444444
,,,,,D81612,Milton Surgery,95
,,,,,D81060,Moat House Surgery,87.80487805
,,,,,D81637,Monkfield Medical Practice,89.56043956
,,,,,Y07059,Nene Valley And Hodgson Medical Practice,83.85650224
,,,,,D81046,New Queen Street Surgery,86.14718615
,,,,,D81005,Newnham Walk Surgery,92.59259259
,,,,,D81065,Nightingale Medical Centre,85.39325843
,,,,,D81008,North Brink Practice,78.19148936
,,,,,D81044,Nuffield Road Medical Centre,82.92682927
,,,,,D81029,Old Fletton Surgery,79.50310559
,,,,,D81018,"Orchard Surgery,Melbourn",90.81632653
,,,,,D81033,Over Surgery,91.83673469
,,,,,D81085,Papworth Surgery,98.55072464
,,,,,Y07025,Park Medical Centre,81.25
,,,,,D81015,Parson Drove Surgery,90
,,,,,D81023,Paston Health Centre,92.54658385
,,,,,D81056,Petersfield Medical Practice,74.28571429
,,,,,D81036,Priors Field Surgery,97.82608696
,,,,,D81010,Priory Fields Surgery,80.16528926
,,,,,D81066,Queen Edith Medical Practice,90.8045977
,,,,,D81059,Ramsey Health Centre,93.33333333
,,,,,D81054,Red House Surgery,88.99082569
,,,,,D81606,Riverport Medical Practice,89.23076923
,,,,,D81603,Riverside Practice,96.05263158
,,,,,E82132,Roysia Surgery,91.35802469
,,,,,D81049,Spinney Surgery,86.31578947
,,,,,D81034,St Mary'S Surgery,93.71069182
,,,,,Y02769,St Neots Health Centre,88.7755102
,,,,,D81021,St. George'S Medical Centre,92.91338583
,,,,,D81014,Staploe Medical Centre,92.15686275
,,,,,D81607,Swavesey Surgery,95.23809524
,,,,,D81645,The Grange Medical Centre,88.88888889
,,,,,D81050,The Hicks Group Practice,88.64864865
,,,,,D81625,Thistlemoor Medical Centre,55.13626834
,,,,,Y07060,Thomas Walker Westgate Healthcare,74.23728814
,,,,,D81615,Thorpe Road,90.0621118
,,,,,D81622,Trinity Surgery,80.51948052
,,,,,D81013,Trumpington Street Medical Practice,82.22222222
,,,,,K83017,Wansford,93.5483871
,,,,,D81042,Waterbeach Surgery,93.15068493
,,,,,D81027,Wellside Surgery,92.59259259
,,,,,D81073,Westwood Clinic,88.88888889
,,,,,D81084,Willingham Medical Practice,89.77272727
,,,,,D81629,Willow Tree Surgery,78.68852459
,,,,,D81070,Woodlands Surgery,89.33333333
,,,,,D81031,Yaxley Group Practice,90.57377049
,,,,,D81003,York Street Medical Practice,90.90909091
,,,,,E82042,Abbey Road Surgery,84.74576271
,,,,,E82061,Amwell Surgery,86.50306748
,,,,,D81047,Ashwell Surgery,90.47619048
,,,,,E82053,Bancroft Medical Centre,95.16908213
,,,,,E82093,Bedwell Medical Centre,85.88957055
,,,,,E82082,Birchwood Surgery,95.69892473
,,,,,E82019,Bridge Cottage Surgery,90.51094891
,,,,,E82023,Burvill House Surgery,83.94160584
,,,,,E82100,Central Surgery,90.84507042
,,,,,E82067,Church Street Partnership,98.10126582
,,,,,E82079,Cromwell Medical Centre,85.71428571
,,,,,E82081,Cuffley And Goffs Oak Medical Practice,93.46405229
,,,,,E82092,Dolphin House Surgery,92.45283019
,,,,,E82088,Hailey View Surgery,85.88235294
,,,,,E82062,Hall Grove Group Practice,90.38461538
,,,,,E82007,Hanscombe House Surgery,96.875
,,,,,E82654,Helix Medical Centre,90.75630252
,,,,,E82133,High Street Surgery,89.52380952
,,,,,E82086,King George & Manor House Surgeries,87.91208791
,,,,,E82035,Knebworth & Marymead Practice,94.40993789
,,,,,E82024,Lea Wharf Medical,88.82352941
,,,,,E82018,Lister House Surgery,90.50632911
,,,,,E82021,Much Hadham Health Centre,85.29411765
,,,,,E82102,New River Health,91.91489362
,,,,,E82090,Park Lane Surgery,89.65517241
,,,,,E82040,Peartree Lane Surgery,86.84210526
,,,,,E82058,Potterells Medical Centre,91.02564103
,,,,,E82075,Regal Chambers Surgery,92.46575342
,,,,,E82056,Shephall Health Centre,87.40740741
,,,,,E82074,South Street Surgery,93.01310044
,,,,,Y02639,Spring House Health,90.19607843
,,,,,E82638,Stanhope Surgery,84.41558442
,,,,,E82005,Stanmore Medical Group,91.39072848
,,,,,E82115,Stockwell Lodge Med.Ctr.,85.56701031
,,,,,E82099,The Baldock Surgery,96.07843137
,,,,,E82038,The Buntingford & Puckeridge Med Prac.,89.53974895
,,,,,E82041,The Garden City Practice,94.73684211
,,,,,E82661,The Garden City Surgery,94.84536082
,,,,,E82006,The Limes Surgery,86
,,,,,E82063,The Maples,89.93710692
,,,,,E82008,The Nevells Road Surgery,90.71428571
,,,,,E82044,The Portmill Surgery,96.66666667
,,,,,E82104,The Sollershott Surgery,86.76470588
,,,,,E82111,The Symonds Green Health Centre,86.20689655
,,,,,E82123,Warden Lodge Medical Practice,87.12871287
,,,,,E82121,Watton Place Clinic,85.96491228
,,,,,E82626,Whitwell Surgery,90.32258065
,,,,,E82002,Wrafton House Surgery,79.41176471
,,,,,D83059,Barrack Lane Medical Centre,86.9047619
,,,,,D83006,Bildeston Health Centre,94.11764706
,,,,,D83008,Burlington Primary Care,75.58139535
,,,,,D83050,Cardinal Medical Practice,88.85350318
,,,,,D83079,Combs Ford Surgery,93.75
,,,,,D83001,Constable Country Rural Medical Practice,95.29411765
,,,,,D83041,Debenham Group Practice,95.38461538
,,,,,D83073,Dr Solway And Dr Roy Practice,82.8125
,,,,,D83043,Eye Health Centre,91.66666667
,,,,,D83004,Felixstowe Road Medical Practice,92.15686275
,,,,,D83057,Framfield House Surgery,92.19858156
,,,,,D83026,Framlingham Surgery,91.54929577
,,,,,D83069,Fressingfield Medical Centre,96.42857143
,,,,,D83048,Grove Medical Centre,95.77464789
,,,,,D83037,Hadleigh Boxford Group Practice,97.22222222
,,,,,D83081,Haven Health,93.02325581
,,,,,D83056,Hawthorn Drive Surgery,82.40740741
,,,,,D83015,Howard House Surgery,91.04477612
,,,,,D83024,Ivry Street Medical Practice,94.89795918
,,,,,D83028,Leiston Surgery,88.42105263
,,,,,D83049,Little St John Street Surgery,95.34883721
,,,,,D83080,Martlesham Surgery,92.85714286
,,,,,D83019,Mendlesham Medical Group,95.38461538
,,,,,D83017,Needham Market Country Practice,95.61403509
,,,,,D83074,Orchard Medical Practice,86.48648649
,,,,,Y01794,Ravenswood Medical Practice,97.76119403
,,,,,D83053,Saxmundham Health Centre,91.46341463
,,,,,D83044,Stowhealth,94.48818898
,,,,,D83084,The Birches Medical Centre,94.11764706
,,,,,D83051,The Derby Road Practice,93.26923077
,,,,,D83020,The Holbrook And Shotley Practice,98.18181818
,,,,,D83054,The Peninsula Practice,90.19607843
,,,,,D83046,Two Rivers Medical Centre,90.75907591
,,,,,D83061,Wickham Market Medical Centre,90.72164948
,,,,,E82105,Abbotswood Medical Centre,82
,,,,,E82098,Annandale Medical Centre,84.81012658
,,,,,E82643,Archway Surgery,83.33333333
,,,,,E82124,Attenborough Surgery,86.50793651
,,,,,E82049,Baldwins Lane Surgery,80.95238095
,,,,,E82032,Bennetts End Surgery,88.88888889
,,,,,E82013,Bridgewater Surgeries,88.34196891
,,,,,E82064,Chorleywood Health Centre,94.82758621
,,,,,E82020,Consulting Rooms,84.50704225
,,,,,E82077,Davenport House Surgery,91.59663866
,,,,,E82071,Elms Medical Practice,96.48241206
,,,,,E82051,Everest House Surgery,86.95652174
,,,,,E82012,Fairbrook Medical Centre,84.97109827
,,,,,E82022,Fernville Surgery,81.62393162
,,,,,E82068,Gade Surgery,96.3963964
,,,,,E82017,Garston Medical Centre,86.875
,,,,,E82652,Gossoms End Surgery,87.75510204
,,,,,E82059,Grange Street Surgery,92.98245614
,,,,,E82050,Grove Hill Medical Centre,60
,,,,,E82084,Harvey Group Practice,96.77419355
,,,,,E82004,Hatfield Road Surgery,81.66666667
,,,,,E82066,Haverfield Surgery,90.90909091
,,,,,E82640,Highfield Surgery,85.71428571
,,,,,E82078,Highview Medical Centre,91.4893617
,,,,,E82129,Kings Langley Surgery,90.90909091
,,,,,E82009,Lincoln House Surgery,89.26829268
,,,,,E82657,Little Bushey Surgery,98.07692308
,,,,,E82014,"Lodge,Highfield & Redbourn",98.6784141
,,,,,E82031,Maltings Surgery,92
,,,,,E82073,Manor View Practice,83.4845735
,,,,,E82055,Midway Surgery,96.25
,,,,,E82106,New Road Surgery,94.69026549
,,,,,E82060,Parkbury House Surgery,92.12328767
,,,,,E82027,Parkfield Medical Centre,83.62068966
,,,,,E82091,Parkwood Surgery,82.08092486
,,,,,E82001,Rothschild House Group,92.68292683
,,,,,E82043,Schopwick Surgery,89.09090909
,,,,,E82096,Sheepcot Medical Centre,88.13559322
,,,,,E82655,South Oxhey Surgery,76.08695652
,,,,,E82107,Summerfield Health Centre,85.60606061
,,,,,E82015,Suthergrey House Medical Centre,82.02247191
,,,,,E82083,The Colne Practice,90.35087719
,,,,,E82069,The Elms Surgery,98.24561404
,,,,,E82117,The Grove Medical Centre,65.58441558
,,,,,E82094,The Manor Street Surgery,93.67088608
,,,,,E82085,The Red House Group,88.39779006
,,,,,E82113,Verulam Medical Group,80.68181818
,,,,,E82037,Village Surgery,91.19496855
,,,,,E82046,Vine House Health Centre,88.69565217
,,,,,E82045,Watford Health Centre,90.95477387
,,,,,E82070,Woodhall Farm Medical Ctr,87.23404255
,,,,,F81114,Baddow Village Surgery,94.07407407
,,,,,F81100,Beacon Health Group-Danbury Medical Ctr,92.36641221
,,,,,F81083,Beauchamp House,94.54545455
,,,,,F81099,Blackwater Medical Centre,95.65217391
,,,,,F81132,Blandford Medical Centre,85.71428571
,,,,,F81683,Blyth'S Meadow Surgery,93.75
,,,,,F81126,Burnham Surgery,95.09803922
,,,,,F81122,Chelmer Medical Partnership,84.40366972
,,,,,F81665,Chelmer Village Surgery,98.38709677
,,,,,F81014,Church Lane Surgery,86.66666667
,,,,,F81635,Collingwood Road Surgery,89.13043478
,,,,,F81173,Douglas Grove Surgery,90.6779661
,,,,,F81030,Fern House Surgery,91.2371134
,,,,,F81674,Greenwood And Wyncroft Surgery,84.68468468
,,,,,Y00293,Hedingham Medical Centre,89.74358974
,,,,,F81011,Kelvedon & Feering Health Centre,95.0617284
,,,,,F81170,Kingsway Surgery,89.7810219
,,,,,F81105,Little Waltham & Gt Notley Surgery,94.44444444
,,,,,F81022,Longfield Medical Centre,92.48554913
,,,,,F81087,Mount Chambers Medical Practice,89.3081761
,,,,,Y02611,North Chelmsford Nhs Hcc,89.55223881
,,,,,F81071,Rivermead Gate Med.Ctr.,82.94573643
,,,,,Y05023,Silver End Surgery,93.24324324
,,,,,F81040,Stock Surgery,90
,,,,,F81117,Sutherland Lodge Surgery,91.39784946
,,,,,F81730,The Coggeshall Surgery,87.27272727
,,,,,F81183,The Dengie Medical Partnership,98
,,,,,F81068,The Elizabeth Courtauld Surgery,93.37016575
,,,,,F81020,The Freshford Practice,93.5483871
,,,,,F81149,The Laurels Surgery,89.36170213
,,,,,F81119,The Pump House Surgery,88.60759494
,,,,,F81076,The Tollesbury Practice,97.2972973
,,,,,F81751,The Trinity Medical Practice,83.33333333
,,,,,F81098,The Writtle Surgery,87.05882353
,,,,,F81057,Whitley House Surgery,88.0794702
,,,,,F81130,William Fisher Med.Ctr.,94.44444444
,,,,,F81193,Witham Health Centre,90.42553191
,,,,,F81095,Abbey Field Medical Centre,86.46616541
,,,,,F81067,Ambrose Avenue Group Practice,94.44444444
,,,,,F81746,Bluebell Surgery,82.5
,,,,,F81026,Caradoc Surgery,95.74468085
,,,,,F81681,Clacton Community Practices,86
,,,,,F81042,Colchester Medical Practice,93.41176471
,,,,,F81116,Colne Medical Centre,92.47311828
,,,,,F81115,Creffield Medical Group,89.76109215
,,,,,F81091,East Hill Surgery,87.95180723
,,,,,F81037,East Lynne Medical Centre,83.69565217
,,,,,F81221,Fronks Rd Family Surgery,77.27272727
,,,,,F81021,Great Bentley Surgery,97.26027397
,,,,,F81606,Harewood Surgery,94.44444444
,,,,,F81679,Highwoods Surgery,87.75510204
,,,,,F81633,Lawford Surgery,95.55555556
,,,,,F81019,Mayflower Medical Centre,88.77005348
,,,,,F81636,Mill Road Surgery,95.4954955
,,,,,F81741,North Clacton Medical Practice,77.38095238
,,,,,F81212,Old Road Surgery,71.68141593
,,,,,F81156,Ranworth Surgery,91.81818182
,,,,,F81141,Rowhedge Surgery,95.12195122
,,,,,F81052,St. James Surgery,94.16058394
,,,,,F81044,The Ardleigh Surgery,89.36170213
,,,,,F81757,The Riverside Health Ctr,94.20289855
,,,,,F81213,Thorpe Surgery,96.96969697
,,,,,F81133,Tiptree Medical Centre,95.4954955
,,,,,F81716,Tollgate Health Centre,91.15646259
,,,,,Y02646,Turner Road Surgery,89.77272727
,,,,,F81017,Walton Medical Centre,91.17647059
,,,,,F81012,West Mersea Surgery,97.6744186
,,,,,F81069,Winstree Medical Practice,82.40740741
,,,,,F81028,Wivenhoe Surgery,86.45833333
,,,,,F81010,Aveley Medical Centre,82.18390805
,,,,,F81155,Balfour Medical Centre,87.17948718
,,,,,F81113,Chafford Hundred Medical Centre,76.70454545
,,,,,F81206,Commonwealth Health Centre,85
,,,,,F81219,Dell Medical Centre,80.85106383
,,,,,F81669,Derry Court Medical Practice,77.20588235
,,,,,F81177,Dr Deshpande Am Practice,98.61111111
,,,,,F81697,Dr Devaraja Vc Practice,100
,,,,,F81211,Dr Yadava N Practice,75.75757576
,,,,,F81632,Dr Yasin Sa Practice,83.56164384
,,,,,F81153,Hassengate Medical Centre,91.85185185
,,,,,F81198,Horndon-On-The-Hill Surgery,100
,,,,,F81623,Kadim Primecare Medical Centre,100
,,,,,F81652,Medic House,80.59701493
,,,,,F81641,Milton Road Surgery,69.33333333
,,,,,Y00999,Oddfellows Hall & St Clements,83.76963351
,,,,,F81137,Orsett Surgery,96.77419355
,,,,,F81134,Peartree Surgery & West Horndon Surgery,88.7755102
,,,,,Y00033,Purfleet Care Centre,85.55555556
,,,,,F81708,Sai Medical Centre,85.03401361
,,,,,F81197,Sancta Maria Medical Centre,97.56097561
,,,,,F81088,Southend Road Surgery,100
,,,,,F81192,Stifford Clays Medical Centre,84.82142857
,,,,,F81082,The Rigg-Milner Medical Centre,82
,,,,,Y02807,Thurrock Health Centre,82.43243243
,,,,,F81110,Tilbury Health Centre,72.94117647
,,,,,F81184,Abridge Surgery,80.55555556
,,,,,F81181,Addison House - Haque Practice,81.96721311
,,,,,F81090,Angel Lane Surgery,84.29752066
,,,,,F81062,Chigwell Medical Centre,78.89908257
,,,,,F81078,Church Langley Medical Practice,89.36170213
,,,,,F81015,Crocus Medical Practice,93.33333333
,,,,,F81111,Elsenham Surgery,91.20879121
,,,,,F81152,Forest Practice,87.17948718
,,,,,F81072,"High Street Surgery, Epping",85.56701031
,,,,,F81118,John Tasker House Surgery,91.30434783
,,,,,F81169,Kings Medical Centre,84.70588235
,,,,,F81027,Lister Medical Centre,82.25806452
,,,,,F81048,Loughton Health Centre,91.20879121
,,,,,F81749,Market Square Surgery,83.33333333
,,,,,F81725,Maynard Court Surgery,75.51020408
,,,,,F81034,Newport Surgery,88.7755102
,,,,,F81120,Nuffield House Health Centre,81.88405797
,,,,,F81056,Old Harlow Health Centre,92.30769231
,,,,,F81049,Ongar Health Centre,83.46456693
,,,,,F81165,Palmerston Road Surgery,88.67924528
,,,,,F81053,Stansted Surgery,95.54140127
,,,,,F81619,Sydenham House Surgery,80
,,,,,F81131,Thaxted Surgery,90.29126214
,,,,,F81004,The Eden Surgeries,87.61904762
,,,,,F81009,The Gold Street Surgery,91.34615385
,,,,,F81047,The Hamilton Practice,84.32835821
,,,,,F81043,The Limes Medical Centre,86.69527897
,,,,,F81136,The Loughton Surgery,84.86486486
,,,,,F81216,The River Surgery,84.21052632
,,,,,F81106,The Ross Practice,88.70967742
,,,,,D83005,Angel Hill Surgery,89.42307692
,,,,,D83033,Botesdale Health Centre,95.45454545
,,,,,Y00774,Brandon Medical Practice,96.22641509
,,,,,D83076,Clare Guildhall Surgery,97.2972973
,,,,,D83062,Forest Surgery,96.2962963
,,,,,D83064,Glemsford Surgery,97.77777778
,,,,,D83060,Hardwicke House Group Practice,95.3271028
,,,,,D83021,Haverhill Family Practice,91.62303665
,,,,,D83007,Ixworth Surgery,94.44444444
,,,,,D83045,Lakenheath Surgery,92
,,,,,D83018,Market Cross Surgery,91.26984127
,,,,,D83038,Mount Farm Surgery,91.72413793
,,,,,D83067,Oakfield Surgery,95.50561798
,,,,,D83027,Orchard House Surgery,89.05109489
,,,,,D83075,Siam Surgery,93.47826087
,,,,,D83070,Stanton Surgery,92.68292683
,,,,,D83610,Swan Surgery,92.12598425
,,,,,D83013,The Guildhall And Barrow Surgery,93.65079365
,,,,,D83014,The Long Melford Practice,88.46153846
,,,,,D83078,The Reynard Surgery,90
,,,,,D83029,The Rookery Medical Centre,96.22641509
,,,,,D83012,Unity Healthcare,89.14285714
,,,,,D83040,Victoria Surgery,87.36842105
,,,,,D83003,Wickhambrook Surgery,100
,,,,,D83055,Woolpit Health Centre,94.36619718
,,,,,G81689,Arch Healthcare,:
,,,,,G81006,Ardingly Court Surgery,82.85714286
,,,,,G81042,Beaconsfield Medical Practice,80.99173554
,,,,,Y02676,Brighton Station Health Centre,73.07692308
,,,,,G81669,Broadway Surgery,81.81818182
,,,,,G81014,Carden Surgery,86.20689655
,,,,,G81034,Charter Medical Centre,82.71604938
,,,,,G81001,Hove Medical Centre,89.18918919
,,,,,G81663,Links Road Surgery,94
,,,,,G81073,Mile Oak Medical Centre,87.85046729
,,,,,G81044,Montpelier Surgery,88.23529412
,,,,,G81028,Park Crescent Health Centre,90.90909091
,,,,,G81054,Pavilion Surgery,78.72340426
,,,,,G81046,Portslade Health Centre,93.38842975
,,,,,G81018,Preston Park Surgery,77.64705882
,,,,,G81656,Regency Surgery,63.63636364
,,,,,G81076,Saltdean And Rottingdean Med Practice,89.24731183
,,,,,G81613,School House Surgery,66.66666667
,,,,,G81047,Seven Dials Medical Centre,73.80952381
,,,,,G81694,Ship Street Surgery,78.57142857
,,,,,G81011,St. Peter'S Medical Centre,84.61538462
,,,,,G81038,Stanford Medical Centre,83.59375
,,,,,G81075,The Avenue Surgery,83.33333333
,,,,,G81646,The Haven Practice,87.09677419
,,,,,G81070,Trinity Medical Centre,90.66666667
,,,,,G81071,University Of Sussex Health Centre,33.33333333
,,,,,G81036,Warmdene Surgery,96.2962963
,,,,,G81638,Wellbn Healthcare,80.12820513
,,,,,Y06007,Wellsbourne Healthcare Cic,87.25490196
,,,,,G81083,Wish Park Surgery,95.23809524
,,,,,G81065,Woodingdean Medical Centre,93.18181818
,,,,,K84049,27@Northgate,95.12195122
,,,,,K84080,28@Northgate,100
,,,,,K84613,Alchester Medical Group,92.25092251
,,,,,K84010,Bampton Surgery,95.83333333
,,,,,K84028,Banbury Cross Health Centre,87.38317757
,,,,,K84021,Banbury Road Medical Centre,95
,,,,,K84032,Bartlemas Surgery,89.36170213
,,,,,K84016,Beaumont Elms Practice,90.625
,,,,,K84023,Berinsfield Health Centre,91.80327869
,,,,,K84052,Bicester Health Centre,92.5
,,,,,K84058,Bloxham Surgery,96.47058824
,,,,,K84075,Broadshires Health Centre,96.72131148
,,,,,K84047,Burford Surgery,95.45454545
,,,,,K84008,Chalgrove & Watlington Surgeries,89.15662651
,,,,,K84030,Chipping Norton Health Centre,91.89189189
,,,,,K84033,Church Street Practice,93.06122449
,,,,,K84034,Clifton Hampden Surgery,97.5
,,,,,K84618,Cogges Surgery,93.75
,,,,,K84063,Cowley Road Medical Practice,87.82608696
,,,,,K84056,Cropredy Surgery,92.10526316
,,,,,K84055,Deddington Health Centre,96.92307692
,,,,,K84002,Didcot Health Centre Practice,95.08928571
,,,,,K84004,Donnington Medical Partnership,88.0952381
,,,,,K84006,Eynsham Medical Group,90.90909091
,,,,,K84071,Goring & Woodcote Medical Practice,94.66666667
,,,,,K84045,Gosford Hill Medical Centre,98.21428571
,,,,,K84009,Hedena Health,96.81818182
,,,,,K84059,Hightown Surgery,97.63779528
,,,,,K84003,Islip Surgery,96.96969697
,,,,,K84078,Jericho Health Centre,91.89189189
,,,,,K84605,Kes@Northgate,100
,,,,,K84079,Long Furlong Medical Centre,95.87628866
,,,,,K84066,Luther Street Medical Practice,:
,,,,,K84027,Malthouse Surgery,95.4248366
,,,,,K84044,Manor Surgery,89.88326848
,,,,,K84041,Marcham Rd Family Health Centre,93.83561644
,,,,,K84036,Mill Stream Surgery,97.46835443
,,,,,K84038,Montgomery House Surgery,93.86792453
,,,,,K84014,Morland House Surgery,92.98245614
,,,,,K84015,Nettlebed Surgery,97.2972973
,,,,,K84019,Newbury Street Practice,89.11564626
,,,,,K84072,Nuffield Health Centre,92.30769231
,,,,,K84624,Oak Tree Health Centre,94.0397351
,,,,,K84026,Observatory Medical Practice,87.80487805
,,,,,K84065,Sibford Surgery,95.45454545
,,,,,K84020,Sonning Common Health Ctr,96.25
,,,,,K84013,St Bartholomews & Hollow Way Med Centre,96.03960396
,,,,,K84060,St. Clement'S Surgery,95.45454545
,,,,,K84011,Summertown Health Centre,88.69565217
,,,,,K84007,Temple Cowley Health Centre,92.53731343
,,,,,K84054,The Abingdon Surgery,91.2
,,,,,K84035,The Bell Surgery,96.96969697
,,,,,K84610,The Charlbury Medical Centre,94.23076923
,,,,,K84001,The Hart Surgery,90.12345679
,,,,,K84082,The Key Medical Practice,90.75630252
,,,,,K84031,The Leys Health Centre,91.66666667
,,,,,K84050,The Rycote Practice,96.71052632
,,,,,K84037,Wallingford Medical Practice,94.89795918
,,,,,K84051,White Horse Medical Practice,94.97487437
,,,,,K84017,Windrush Medical Practice,92.760181
,,,,,K84024,Windrush Surgery,93.81443299
,,,,,K84043,Woodlands Medical Centre,95.11278195
,,,,,K84062,Woodlands Surgery,89.09090909
,,,,,K84042,Woodstock Surgery,93.50649351
,,,,,K84046,Wychwood Surgery,97.01492537
,,,,,J82055,Craneswater Group Practice,93.26923077
,,,,,J82149,Derby Road Group Practice,84.02061856
