Data_source,CENSUS_YEAR,CENSUS_MONTH,PCN_CODE,PCN_NAME,SUB_ICB_CODE,SUB_ICB_NAME,ICB_CODE,ICB_NAME,COMM_REGION_CODE,COMM_REGION_NAME,STAFF_GROUP,STAFF_ROLE,DETAILED_STAFF_ROLE,FTE,UNIQUE_IDENTIFIER
NWRS Staff,2020,3,U26715,WOLVERHAMPTON SOUTH EAST PCN,D2P2L,NHS Black Country ICB - D2P2L ,QUA,NHS Black Country ICB,Y60,Midlands,Other Direct Patient Care staff,Therapists,Therapist- Occupational Therapist,0.333333333,3148
NWRS Staff,2020,3,U34188,NEWHAM NORTH EAST 1 PCN,A3A8R,NHS North East London ICB - A3A8R ,QMF,NHS North East London ICB,Y56,London,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.6,69439
NWRS Staff,2020,3,U16816,ASPEN PCN,11M,NHS Gloucestershire ICB - 11M ,QR1,NHS Gloucestershire ICB,Y58,South West,Other Direct Patient Care staff,Pharmacy Technicians,Pharmacy Technician,1,69440
NWRS Staff,2020,3,U16816,ASPEN PCN,11M,NHS Gloucestershire ICB - 11M ,QR1,NHS Gloucestershire ICB,Y58,South West,Other Direct Patient Care staff,Physician Associates,Physician Associate,1,3174
NWRS Staff,2020,3,U91110,NORTH SHIELDS PCN,99C,NHS North East and North Cumbria ICB - 99C North Tyneside,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,Directors,Medical Clinical Director,Clinical Director – Medical,0.44,32397
NWRS Staff,2020,3,U06978,NEWHAM NORTH EAST 2 PCN,A3A8R,NHS North East London ICB - A3A8R ,QMF,NHS North East London ICB,Y56,London,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,69441
NWRS Staff,2020,3,U16816,ASPEN PCN,11M,NHS Gloucestershire ICB - 11M ,QR1,NHS Gloucestershire ICB,Y58,South West,Directors,Medical Clinical Director,Clinical Director – Medical,0.106666667,6830
NWRS Staff,2020,3,U63233,EASTLEIGH SOUTHERN PARISHES PCN,D9Y0V,"NHS Hampshire and Isle Of Wight ICB - D9Y0V Hampshire, Southampton & Isle of Wight",QRL,NHS Hampshire and Isle Of Wight ICB,Y59,South East,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.466666667,3141
NWRS Staff,2020,3,U72604,RICKMANSWORTH and CHORLEYWOOD PCN,06N,NHS Hertfordshire and West Essex ICB - 06N Herts Valleys,QM7,NHS Hertfordshire and West Essex ICB,Y61,East of England,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.8,69204
NWRS Staff,2020,3,U18986,SOUTHAMPTON CENTRAL PCN,D9Y0V,"NHS Hampshire and Isle Of Wight ICB - D9Y0V Hampshire, Southampton & Isle of Wight",QRL,NHS Hampshire and Isle Of Wight ICB,Y59,South East,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.56,69205
NWRS Staff,2020,3,U18986,SOUTHAMPTON CENTRAL PCN,D9Y0V,"NHS Hampshire and Isle Of Wight ICB - D9Y0V Hampshire, Southampton & Isle of Wight",QRL,NHS Hampshire and Isle Of Wight ICB,Y59,South East,Directors,Medical Clinical Director,Clinical Director – Medical,0.4,50111
NWRS Staff,2020,3,U18986,SOUTHAMPTON CENTRAL PCN,D9Y0V,"NHS Hampshire and Isle Of Wight ICB - D9Y0V Hampshire, Southampton & Isle of Wight",QRL,NHS Hampshire and Isle Of Wight ICB,Y59,South East,Other Admin/Non-clinical staff,Managers,Manager,0.426666667,69206
NWRS Staff,2020,3,U58673,ROYAL PARKS PCN,78H,NHS Northamptonshire ICB - 78H ,QPM,NHS Northamptonshire ICB,Y60,Midlands,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.986666667,69207
NWRS Staff,2020,3,U58673,ROYAL PARKS PCN,78H,NHS Northamptonshire ICB - 78H ,QPM,NHS Northamptonshire ICB,Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69208
NWRS Staff,2020,3,U80264,WOKINGHAM SOUTH PCN,15A,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A Berkshire West",QU9,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB",Y59,South East,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,3109
NWRS Staff,2020,3,U80264,WOKINGHAM SOUTH PCN,15A,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A Berkshire West",QU9,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB",Y59,South East,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,3183
NWRS Staff,2020,3,U80264,WOKINGHAM SOUTH PCN,15A,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A Berkshire West",QU9,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB",Y59,South East,Directors,Medical Clinical Director,Clinical Director – Medical,0,24766
NWRS Staff,2020,3,U80264,WOKINGHAM SOUTH PCN,15A,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A Berkshire West",QU9,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB",Y59,South East,Directors,Medical Clinical Director,Clinical Director – Medical,0,17303
NWRS Staff,2020,3,U84081,CANTERBURY SOUTH PCN,91Q,NHS Kent and Medway ICB - 91Q ,QKS,NHS Kent and Medway ICB,Y59,South East,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.8,69209
NWRS Staff,2020,3,U84081,CANTERBURY SOUTH PCN,91Q,NHS Kent and Medway ICB - 91Q ,QKS,NHS Kent and Medway ICB,Y59,South East,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,69210
NWRS Staff,2020,3,U73009,CANTERBURY NORTH PCN,91Q,NHS Kent and Medway ICB - 91Q ,QKS,NHS Kent and Medway ICB,Y59,South East,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,69211
NWRS Staff,2020,3,U03364,HAYWARDS HEATH VILLAGES PCN,70F,NHS Sussex ICB - 70F West Sussex,QNX,NHS Sussex ICB,Y59,South East,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.906666667,3085
NWRS Staff,2020,3,U26939,HORSHAM CENTRAL PCN,70F,NHS Sussex ICB - 70F West Sussex,QNX,NHS Sussex ICB,Y59,South East,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,69212
NWRS Staff,2020,3,U26939,HORSHAM CENTRAL PCN,70F,NHS Sussex ICB - 70F West Sussex,QNX,NHS Sussex ICB,Y59,South East,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,3090
NWRS Staff,2020,3,U06871,BURGESS HILL and VILLAGES PCN,70F,NHS Sussex ICB - 70F West Sussex,QNX,NHS Sussex ICB,Y59,South East,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69213
NWRS Staff,2020,3,U27026,GRAVESEND CENTRAL PCN,91Q,NHS Kent and Medway ICB - 91Q ,QKS,NHS Kent and Medway ICB,Y59,South East,Other Admin/Non-clinical staff,Managers,Senior Manager,0.986666667,69214
NWRS Staff,2020,3,U06610,DUDLEY AND NETHERTON PCN,D2P2L,NHS Black Country ICB - D2P2L ,QUA,NHS Black Country ICB,Y60,Midlands,Directors,Medical Clinical Director,Clinical Director – Medical,0.24,4748
NWRS Staff,2020,3,U06610,DUDLEY AND NETHERTON PCN,D2P2L,NHS Black Country ICB - D2P2L ,QUA,NHS Black Country ICB,Y60,Midlands,Other Admin/Non-clinical staff,Managers,Manager,0.186666667,69215
NWRS Staff,2020,3,U18195,"KINGSTANDING, ERDINGTON and NECHELLS PCN",15E,NHS Birmingham and Solihull ICB - 15E ,QHL,NHS Birmingham and Solihull ICB,Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69216
NWRS Staff,2020,3,U57300,CARE COLLABORATIVE (REDHILL) PCN,92A,NHS Surrey Heartlands ICB - 92A ,QXU,NHS Surrey Heartlands ICB,Y59,South East,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69217
NWRS Staff,2020,3,U57300,CARE COLLABORATIVE (REDHILL) PCN,92A,NHS Surrey Heartlands ICB - 92A ,QXU,NHS Surrey Heartlands ICB,Y59,South East,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,69218
NWRS Staff,2020,3,U86169,NORTH TANDRIDGE PCN,92A,NHS Surrey Heartlands ICB - 92A ,QXU,NHS Surrey Heartlands ICB,Y59,South East,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69219
NWRS Staff,2020,3,U86169,NORTH TANDRIDGE PCN,92A,NHS Surrey Heartlands ICB - 92A ,QXU,NHS Surrey Heartlands ICB,Y59,South East,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69220
NWRS Staff,2020,3,U58704,IMP PCN,71E,NHS Lincolnshire ICB - 71E ,QJM,NHS Lincolnshire ICB,Y60,Midlands,Other Admin/Non-clinical staff,Managers,Manager,1,3143
NWRS Staff,2020,3,U46437,BORDESLEY EAST PCN,15E,NHS Birmingham and Solihull ICB - 15E ,QHL,NHS Birmingham and Solihull ICB,Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,3204
NWRS Staff,2020,3,U72309,SHARD END AND KITTS GREEN PCN,15E,NHS Birmingham and Solihull ICB - 15E ,QHL,NHS Birmingham and Solihull ICB,Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,3126
NWRS Staff,2020,3,U52026,SW SHROPSHIRE PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M ",QOC,"NHS Shropshire, Telford and Wrekin ICB",Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.4,6811
NWRS Staff,2020,3,U01096,LOUGHTON BUCKHURST HILL and CHIGWELL PCN,07H,NHS Hertfordshire and West Essex ICB - 07H West Essex,QM7,NHS Hertfordshire and West Essex ICB,Y61,East of England,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69221
NWRS Staff,2020,3,U01096,LOUGHTON BUCKHURST HILL and CHIGWELL PCN,07H,NHS Hertfordshire and West Essex ICB - 07H West Essex,QM7,NHS Hertfordshire and West Essex ICB,Y61,East of England,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,69222
NWRS Staff,2020,3,U46417,MILL ROAD GROUP PCN,06T,NHS Suffolk and North East Essex ICB - 06T North East Essex,QJG,NHS Suffolk and North East Essex ICB,Y61,East of England,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,3209
NWRS Staff,2020,3,U46417,MILL ROAD GROUP PCN,06T,NHS Suffolk and North East Essex ICB - 06T North East Essex,QJG,NHS Suffolk and North East Essex ICB,Y61,East of England,Other Admin/Non-clinical staff,Other Admin/Non-clinical,Other,0.533333333,3099
NWRS Staff,2020,3,U72812,ALFRETON RIPLEY CRICH and HEANOR PCN,15M,NHS Derby and Derbyshire ICB - 15M ,QJ2,NHS Derby and Derbyshire ICB,Y60,Midlands,Other Admin/Non-clinical staff,Other Admin/Non-clinical,Other,0.4,69223
NWRS Staff,2020,3,U72812,ALFRETON RIPLEY CRICH and HEANOR PCN,15M,NHS Derby and Derbyshire ICB - 15M ,QJ2,NHS Derby and Derbyshire ICB,Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.906666667,69224
NWRS Staff,2020,3,U44012,KESTON MOORINGS and PARKSIDE PCN,36L,NHS South West London ICB - 36L ,QWE,NHS South West London ICB,Y56,London,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,654
NWRS Staff,2020,3,U61963,WANDLE PCN,36L,NHS South West London ICB - 36L ,QWE,NHS South West London ICB,Y56,London,Other Direct Patient Care staff,Pharmacists,Pharmacist,1.066666667,3115
NWRS Staff,2020,3,U61963,WANDLE PCN,36L,NHS South West London ICB - 36L ,QWE,NHS South West London ICB,Y56,London,Other Admin/Non-clinical staff,Other Admin/Non-clinical,Other,1,3218
NWRS Staff,2020,3,U44012,KESTON MOORINGS and PARKSIDE PCN,36L,NHS South West London ICB - 36L ,QWE,NHS South West London ICB,Y56,London,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.906666667,3083
NWRS Staff,2020,3,U88623,NORTHWICH PCN,27D,NHS Cheshire and Merseyside ICB - 27D Cheshire,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,Other Admin/Non-clinical staff,Other Admin/Non-clinical,Other,0.213333333,69225
NWRS Staff,2020,3,U88623,NORTHWICH PCN,27D,NHS Cheshire and Merseyside ICB - 27D Cheshire,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,Directors,Clinical Director,Clinical Director – DPC,0.213333333,69226
NWRS Staff,2020,3,U88623,NORTHWICH PCN,27D,NHS Cheshire and Merseyside ICB - 27D Cheshire,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.986666667,69227
NWRS Staff,2020,3,U88623,NORTHWICH PCN,27D,NHS Cheshire and Merseyside ICB - 27D Cheshire,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,Directors,Clinical Director,Clinical Director – DPC,0.213333333,69228
NWRS Staff,2020,3,U88623,NORTHWICH PCN,27D,NHS Cheshire and Merseyside ICB - 27D Cheshire,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,Directors,Clinical Director,Clinical Director – DPC,0.213333333,69229
NWRS Staff,2020,3,U88623,NORTHWICH PCN,27D,NHS Cheshire and Merseyside ICB - 27D Cheshire,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,Directors,Non-clinical Director,Finance Director,0.426666667,69230
NWRS Staff,2020,3,U88623,NORTHWICH PCN,27D,NHS Cheshire and Merseyside ICB - 27D Cheshire,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,Other Admin/Non-clinical staff,Other Admin/Non-clinical,Other,0.08,69231
NWRS Staff,2020,3,U88623,NORTHWICH PCN,27D,NHS Cheshire and Merseyside ICB - 27D Cheshire,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,Other Admin/Non-clinical staff,Managers,Manager,0.213333333,69232
NWRS Staff,2020,3,U61963,WANDLE PCN,36L,NHS South West London ICB - 36L ,QWE,NHS South West London ICB,Y56,London,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.666666667,3158
NWRS Staff,2020,3,U98530,STANFORD-LE-HOPE PCN,07G,NHS Mid and South Essex ICB - 07G Thurrock,QH8,NHS Mid and South Essex ICB,Y61,East of England,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,3120
NWRS Staff,2020,3,U08711,GRAVESEND ALLIANCE PCN,91Q,NHS Kent and Medway ICB - 91Q ,QKS,NHS Kent and Medway ICB,Y59,South East,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,3119
NWRS Staff,2020,3,U12563,RUSHCLIFFE PCN,52R,NHS Nottingham and Nottinghamshire ICB - 52R Nottingham & Nottinghamshire,QT1,NHS Nottingham and Nottinghamshire ICB,Y60,Midlands,Directors,Medical Clinical Director,Clinical Director – Medical,0.109333333,41921
NWRS Staff,2020,3,U12563,RUSHCLIFFE PCN,52R,NHS Nottingham and Nottinghamshire ICB - 52R Nottingham & Nottinghamshire,QT1,NHS Nottingham and Nottinghamshire ICB,Y60,Midlands,Directors,Medical Clinical Director,Clinical Director – Medical,0.109333333,11660
NWRS Staff,2020,3,U12563,RUSHCLIFFE PCN,52R,NHS Nottingham and Nottinghamshire ICB - 52R Nottingham & Nottinghamshire,QT1,NHS Nottingham and Nottinghamshire ICB,Y60,Midlands,Directors,Medical Clinical Director,Clinical Director – Medical,0.109333333,8654
NWRS Staff,2020,3,U12563,RUSHCLIFFE PCN,52R,NHS Nottingham and Nottinghamshire ICB - 52R Nottingham & Nottinghamshire,QT1,NHS Nottingham and Nottinghamshire ICB,Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69233
NWRS Staff,2020,3,U12563,RUSHCLIFFE PCN,52R,NHS Nottingham and Nottinghamshire ICB - 52R Nottingham & Nottinghamshire,QT1,NHS Nottingham and Nottinghamshire ICB,Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69234
NWRS Staff,2020,3,U12563,RUSHCLIFFE PCN,52R,NHS Nottingham and Nottinghamshire ICB - 52R Nottingham & Nottinghamshire,QT1,NHS Nottingham and Nottinghamshire ICB,Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,3113
NWRS Staff,2020,3,U12563,RUSHCLIFFE PCN,52R,NHS Nottingham and Nottinghamshire ICB - 52R Nottingham & Nottinghamshire,QT1,NHS Nottingham and Nottinghamshire ICB,Y60,Midlands,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,3102
NWRS Staff,2020,3,U12563,RUSHCLIFFE PCN,52R,NHS Nottingham and Nottinghamshire ICB - 52R Nottingham & Nottinghamshire,QT1,NHS Nottingham and Nottinghamshire ICB,Y60,Midlands,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,3176
NWRS Staff,2020,3,U72812,ALFRETON RIPLEY CRICH and HEANOR PCN,15M,NHS Derby and Derbyshire ICB - 15M ,QJ2,NHS Derby and Derbyshire ICB,Y60,Midlands,Directors,Medical Clinical Director,Clinical Director – Medical,0.133333333,12489
NWRS Staff,2020,3,U72812,ALFRETON RIPLEY CRICH and HEANOR PCN,15M,NHS Derby and Derbyshire ICB - 15M ,QJ2,NHS Derby and Derbyshire ICB,Y60,Midlands,Directors,Medical Clinical Director,Clinical Director – Medical,0.133333333,26394
NWRS Staff,2020,3,U72812,ALFRETON RIPLEY CRICH and HEANOR PCN,15M,NHS Derby and Derbyshire ICB - 15M ,QJ2,NHS Derby and Derbyshire ICB,Y60,Midlands,Directors,Medical Clinical Director,Clinical Director – Medical,0.133333333,49090
NWRS Staff,2020,3,U12563,RUSHCLIFFE PCN,52R,NHS Nottingham and Nottinghamshire ICB - 52R Nottingham & Nottinghamshire,QT1,NHS Nottingham and Nottinghamshire ICB,Y60,Midlands,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.8,3168
NWRS Staff,2020,3,U12563,RUSHCLIFFE PCN,52R,NHS Nottingham and Nottinghamshire ICB - 52R Nottingham & Nottinghamshire,QT1,NHS Nottingham and Nottinghamshire ICB,Y60,Midlands,Directors,Medical Clinical Director,Clinical Director – Medical,0.109333333,11603
NWRS Staff,2020,3,U12563,RUSHCLIFFE PCN,52R,NHS Nottingham and Nottinghamshire ICB - 52R Nottingham & Nottinghamshire,QT1,NHS Nottingham and Nottinghamshire ICB,Y60,Midlands,Directors,Medical Clinical Director,Clinical Director – Medical,0.109333333,27834
NWRS Staff,2020,3,U77416,WALSALL EAST 1 PCN,D2P2L,NHS Black Country ICB - D2P2L ,QUA,NHS Black Country ICB,Y60,Midlands,Directors,Medical Clinical Director,Clinical Director – Medical,0.16,3079
NWRS Staff,2020,3,U28178,UNITY (BEDFORD) PCN,M1J4Y,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",QHG,"NHS Bedfordshire, Luton and Milton Keynes ICB",Y61,East of England,Directors,Medical Clinical Director,Clinical Director – Medical,0,48247
NWRS Staff,2020,3,U28178,UNITY (BEDFORD) PCN,M1J4Y,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",QHG,"NHS Bedfordshire, Luton and Milton Keynes ICB",Y61,East of England,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.986666667,2425
NWRS Staff,2020,3,U71643,EAST AND SOUTH KNOWSLEY PCN,01J,NHS Cheshire and Merseyside ICB - 01J Knowsley,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,Directors,Medical Clinical Director,Clinical Director – Medical,0.213333333,57863
NWRS Staff,2020,3,U84454,CANVEY PCN,99F,NHS Mid and South Essex ICB - 99F Castle Point and Rochford,QH8,NHS Mid and South Essex ICB,Y61,East of England,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69238
NWRS Staff,2020,3,U84454,CANVEY PCN,99F,NHS Mid and South Essex ICB - 99F Castle Point and Rochford,QH8,NHS Mid and South Essex ICB,Y61,East of England,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,69239
NWRS Staff,2020,3,U30335,RAYLEIGH AND DISTRICT PCN,99F,NHS Mid and South Essex ICB - 99F Castle Point and Rochford,QH8,NHS Mid and South Essex ICB,Y61,East of England,Other Admin/Non-clinical staff,Other Admin/Non-clinical,Other,0.533333333,69240
NWRS Staff,2020,3,U30335,RAYLEIGH AND DISTRICT PCN,99F,NHS Mid and South Essex ICB - 99F Castle Point and Rochford,QH8,NHS Mid and South Essex ICB,Y61,East of England,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,69241
NWRS Staff,2020,3,U49929,ROCHFORD PCN,99F,NHS Mid and South Essex ICB - 99F Castle Point and Rochford,QH8,NHS Mid and South Essex ICB,Y61,East of England,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.986666667,69242
NWRS Staff,2020,3,U42276,CHISWICK PCN,W2U3Z,NHS North West London ICB - W2U3Z ,QRV,NHS North West London ICB,Y56,London,Other Admin/Non-clinical staff,Managers,Manager,0.213333333,69243
NWRS Staff,2020,3,U42276,CHISWICK PCN,W2U3Z,NHS North West London ICB - W2U3Z ,QRV,NHS North West London ICB,Y56,London,Directors,Medical Clinical Director,Clinical Director – Medical,0.213333333,9874
NWRS Staff,2020,3,U41591,"HOLSWORTHY, BUDE and SURROUNDING VILLAGES PCN",15N,NHS Devon ICB - 15N ,QJK,NHS Devon ICB,Y58,South West,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.493333333,69244
NWRS Staff,2020,3,U41591,"HOLSWORTHY, BUDE and SURROUNDING VILLAGES PCN",15N,NHS Devon ICB - 15N ,QJK,NHS Devon ICB,Y58,South West,Other Admin/Non-clinical staff,Managers,Manager,0.493333333,69245
NWRS Staff,2020,3,U41591,"HOLSWORTHY, BUDE and SURROUNDING VILLAGES PCN",15N,NHS Devon ICB - 15N ,QJK,NHS Devon ICB,Y58,South West,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.6,69246
NWRS Staff,2020,3,U55369,SOUTH FENLAND PCN,06H,NHS Cambridgeshire and Peterborough ICB - 06H ,QUE,NHS Cambridgeshire and Peterborough ICB,Y61,East of England,Directors,Medical Clinical Director,Clinical Director – Medical,0.106666667,23672
NWRS Staff,2020,3,U55369,SOUTH FENLAND PCN,06H,NHS Cambridgeshire and Peterborough ICB - 06H ,QUE,NHS Cambridgeshire and Peterborough ICB,Y61,East of England,Directors,Medical Clinical Director,Clinical Director – Medical,0.106666667,6674
NWRS Staff,2020,3,U55369,SOUTH FENLAND PCN,06H,NHS Cambridgeshire and Peterborough ICB - 06H ,QUE,NHS Cambridgeshire and Peterborough ICB,Y61,East of England,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.72,69247
NWRS Staff,2020,3,U53962,DURHAM EAST PCN,84H,NHS North East and North Cumbria ICB - 84H County Durham,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,Directors,Medical Clinical Director,Clinical Director – Medical,0.106666667,31392
NWRS Staff,2020,3,U64705,DHG SOUTH PCN,06L,NHS Suffolk and North East Essex ICB - 06L Ipswich and East Suffolk,QJG,NHS Suffolk and North East Essex ICB,Y61,East of England,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,3189
NWRS Staff,2020,3,U76444,EXETER WEST PCN,15N,NHS Devon ICB - 15N ,QJK,NHS Devon ICB,Y58,South West,Directors,Medical Clinical Director,Clinical Director – Medical,0.186666667,19155
NWRS Staff,2020,3,U10684,"CHARD, ILMINSTER and LANGPORT (CLICK) PCN",11X,NHS Somerset ICB - 11X ,QSL,NHS Somerset ICB,Y58,South West,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.8,69248
NWRS Staff,2020,3,U10684,"CHARD, ILMINSTER and LANGPORT (CLICK) PCN",11X,NHS Somerset ICB - 11X ,QSL,NHS Somerset ICB,Y58,South West,Other Direct Patient Care staff,Pharmacy Technicians,Pharmacy Technician,0.8,69249
NWRS Staff,2020,3,U10684,"CHARD, ILMINSTER and LANGPORT (CLICK) PCN",11X,NHS Somerset ICB - 11X ,QSL,NHS Somerset ICB,Y58,South West,Other Direct Patient Care staff,Pharmacy Technicians,Pharmacy Technician,0.64,69250
NWRS Staff,2020,3,U10684,"CHARD, ILMINSTER and LANGPORT (CLICK) PCN",11X,NHS Somerset ICB - 11X ,QSL,NHS Somerset ICB,Y58,South West,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69251
NWRS Staff,2020,3,U55709,CENTRAL 2 ISLINGTON PCN,93C,NHS North Central London ICB - 93C ,QMJ,NHS North Central London ICB,Y56,London,Directors,Medical Clinical Director,Clinical Director – Medical,0.12,69252
NWRS Staff,2020,3,U55709,CENTRAL 2 ISLINGTON PCN,93C,NHS North Central London ICB - 93C ,QMJ,NHS North Central London ICB,Y56,London,Other Admin/Non-clinical staff,Other Admin/Non-clinical,Other,0.08,69253
NWRS Staff,2020,3,U92151,CHEAM AND SOUTH SUTTON PCN,36L,NHS South West London ICB - 36L ,QWE,NHS South West London ICB,Y56,London,Directors,Medical Clinical Director,Clinical Director – Medical,0.106666667,17121
NWRS Staff,2020,3,U11694,BMC PASTON PCN,06H,NHS Cambridgeshire and Peterborough ICB - 06H ,QUE,NHS Cambridgeshire and Peterborough ICB,Y61,East of England,Directors,Medical Clinical Director,Clinical Director – Medical,0.32,61578
NWRS Staff,2020,3,U45098,CLAPHAM PCN,72Q,NHS South East London ICB - 72Q ,QKK,NHS South East London ICB,Y56,London,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.666666667,3110
NWRS Staff,2020,3,U45098,CLAPHAM PCN,72Q,NHS South East London ICB - 72Q ,QKK,NHS South East London ICB,Y56,London,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.493333333,3200
NWRS Staff,2020,3,U31269,WEST LEEDS PCN,15F,NHS West Yorkshire ICB - 15F Leeds,QWO,NHS West Yorkshire ICB,Y63,North East and Yorkshire,Other Admin/Non-clinical staff,Other Admin/Non-clinical,Other,0.8,3147
NWRS Staff,2020,3,U31269,WEST LEEDS PCN,15F,NHS West Yorkshire ICB - 15F Leeds,QWO,NHS West Yorkshire ICB,Y63,North East and Yorkshire,Other Admin/Non-clinical staff,Managers,Manager,0.666666667,3170
NWRS Staff,2020,3,U31269,WEST LEEDS PCN,15F,NHS West Yorkshire ICB - 15F Leeds,QWO,NHS West Yorkshire ICB,Y63,North East and Yorkshire,Other Admin/Non-clinical staff,Managers,Senior Manager,0.2,3162
NWRS Staff,2020,3,U31269,WEST LEEDS PCN,15F,NHS West Yorkshire ICB - 15F Leeds,QWO,NHS West Yorkshire ICB,Y63,North East and Yorkshire,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,3153
NWRS Staff,2020,3,U76419,WASHWOOD HEATH PCN,15E,NHS Birmingham and Solihull ICB - 15E ,QHL,NHS Birmingham and Solihull ICB,Y60,Midlands,Directors,Medical Clinical Director,Clinical Director – Medical,0.266666667,3078
NWRS Staff,2020,3,U31269,WEST LEEDS PCN,15F,NHS West Yorkshire ICB - 15F Leeds,QWO,NHS West Yorkshire ICB,Y63,North East and Yorkshire,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.906666667,69254
