"Practice.Code","Year_Closure","Year","NHS.England..Region..code","NHS.England..Region..Name","CCG.Code","CCG.NAME","Practice.Name","Practice.Address","Practice.Postcode","Practice.Open.Date","Practice.Close.Date","Contract.Type","Dispensing.Practice","Quarter.used.for.patient.data","Number.of.Registered.Patients..Last.Known.Figure.","Number.of.Weighted.Patients..Last.Known.Figure.","Average.payments.per.registered.patient","Average.payments.per.weighted.patient","Global.Sum","MPIG.Correction.factor","Premises.Payments","Seniority","Doctors.Retainer.Scheme.Payments","Total.Locum.Allowances","Prolonged.Study.Leave","Appraisal.Costs","PCO.Admin.Other","Total.QOF.Payments","Alcohol","Childhood.Vaccination.and.Immunisation.Scheme","GP.Extended.Hours.Access","Facilitating.Timely.Diagnosis.and.Support.for.People.with.Dementia","Improving.Patient.Online.Access","Influenza.and.Pneumococcal.Immunisations","Learning.Disabilities","Minor.Surgery","Patient.Participation","Remote.Care.Monitoring","Risk.Profiling.and.Case.Management","Rotavirus.and.Shingles.Immunisation","Services.for.Violent.Patients","Unplanned.Admissions","Total.National.Enhanced.Services","Total.Local.Enhanced.Services","Information.Management.and.Technology","Balance.of.PMS.Expenditure","Non.DES.Item.Pneumococcal.Vaccine..Childhood.Immunisation.Main.Programme","Prescribing.Fee.Payments","Dispensing.Fee.Payments","Reimbursement.of.Drugs","Other.Payments","Total.NHS.Payments.to.General.Practice","Deductions.for.Pensions..Levies.and.Prescription.Charge.Income","Total.NHS.Payments.to.General.Practice.Minus.Deductions","Out.Of.Area.in.Hours.Urgent.Care","Meningitis","LocalEnhancedServices_NHAIS_","LocalEnhancedServices_ISFE_","General.Practice.Forward.View","Pertussis","Total.Local.Incentive.Schemes","PCN.Name","PCN.Participation","PCN.Leadership","PCN.Support","PCN.Extended.Hours.Access","PCN.Workforce","PCN.Investment.and.impact.Fund","PCN.Care.Home.Premium","Covid.Immunisation","Covid.Support.and.Expansion","Average.payments.per.registered.patient.including.PCN.Workforce..Leadership.and.Support","Average.payments.per.weighted.patient.including.PCN.Workforce..Leadership.and.Support","Average.payments.per.registered.patient.including.covid.vaccination.and.covid.support.and.expansion.payments","Average.payments.per.weighted.patient.including.covid.vaccination.and.covid.support.and.expansion.payments","Total.COVID.Payments","Total.PCN.Payments","Medical.Assessment.Reviews","Weight.Management.Service","General.Practice.Transformation","winter.Access.Fund","Long.Covid","Average.payments.per.registered.patient.including.covid.vaccination..covid.support.and.long.covid.payments","Average.payments.per.weighted.patient.including.covid.vaccination..covid.support.and.long.covid.payments","Sub.ICB.NAME","Local.Incentive.Schemes","Appraisal...Appraiser.Costs.in.Respect.of.Locums","PCN.Enhanced.Access","ICB.NAME","Practice.Type","Practice.Rurality","Atypical.Characteristics","PCN.Code","Total.Global.Sum","Total.IT.Premises","Total.PCO","Total.Contracted.Services","Total.Prescribing","Total.COVID","IMD","IMD_quintile"
"B86037",2018,2016,"Q72","NHS ENGLAND NORTH (YORKSHIRE AND HUMBER)","03G","NHS LEEDS SOUTH AND EAST CCG","Radshan Medical Centre","Radshan Medical Centre 33-35 Butt Hill Kippax Leeds ","LS257JU","","","PMS","No","Q2",1960,2126.525617,175.58,161.83,0,0,25335,0,0,0,0,0,0,28436.35,0,2179.3,3657.52,824.52,0,3667.2,232,0,699.12,0,0,297.96,0,5447.04,92.04,44378.57,0,175851.93,180.24,1406.66,0,5277.25,45766.77,344137.27,-46892.42,297244.85,0,407.8,17451.54,26927.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire",NA,NA,NA,NA,175851.93,25335,45766.77,62063.31,6683.91,0,17.51441853,2
"B86037",2018,2018,"Q72","NHS ENGLAND NORTH (YORKSHIRE AND HUMBER)","03G","NHS LEEDS SOUTH AND EAST CCG","RADSHAN MEDICAL CENTRE","RADSHAN MEDICAL CENTRE 33-35 BUTT HILL KIPPAX LEEDS ","LS25 7JU","01/11/1980","","PMS","No","Q4",1870,1989.76,148.9,139.93,0,0,20770.37,0,0,0,0,0,2092.4,22752.39,NA,1544.44,0,0,NA,4312,0,0,NA,NA,NA,294,0,-2820.57,NA,26039.23,0,188994.96,0,1102.75,0,3998.34,9050.38,278434.49,-9636.99,268797.5,0,147,NA,NA,0,156.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire","GP practice","Urban","",NA,188994.96,20770.37,11142.78,29672.9,5101.09,0,17.51441853,2
"B86037",2018,2017,"Q72","NHS ENGLAND NORTH (YORKSHIRE AND HUMBER)","03G","NHS LEEDS SOUTH AND EAST CCG","RADSHAN MEDICAL CENTRE","RADSHAN MEDICAL CENTRE 33-35 BUTT HILL KIPPAX LEEDS ","LS25 7JU","01/11/1980","","PMS","No","Q4",1916,2044.5,164.38,154.05,0,0,24099.75,0,0,0,0,0,0,17076.34,NA,907.89,0,2.95,NA,4282.76,0,0,NA,NA,NA,375.72,0,2610.79,113.34,43070.27,0,199175.06,15.02,1281,0,4657.39,16975.78,314947.86,-8967.56,305980.3,0,303.8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire","GP practice","Urban","",NA,199175.06,24099.75,16975.78,51682.54,5938.39,0,17.51441853,2
"B86037",2018,2019,"Q72","NHS ENGLAND NORTH (YORKSHIRE AND HUMBER)","15F","NHS LEEDS CCG","RADSHAN MEDICAL CENTRE","RADSHAN MEDICAL CENTRE 33-35 BUTT HILL KIPPAX LEEDS ","LS25 7JU","01/11/1980","30/04/2018","PMS","No",NA,286,245.43,71.86,83.73,0,0,4366.25,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,NA,NA,NA,19.6,0,NA,NA,NA,0,15695.92,0,17.67,0,74.21,337.72,20550.57,-922.75,19627.82,0,0,NA,NA,0,9.8,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire","GP practice","Urban","| Part year of data || Large fluctuation in patients |",NA,15695.92,4366.25,337.72,58.8,91.88,0,17.51441853,2
"B86077",2019,2018,"Q72","NHS ENGLAND NORTH (YORKSHIRE AND HUMBER)","03G","NHS LEEDS SOUTH AND EAST CCG","GRANGE MEDICARE N C S","NEW CROSS SURGERY ROTHWELL HEALTH CENTRE STONE BRIG LANE ROTHWELL LEEDS","LS26 0UE","01/04/2001","","PMS","No","Q4",6012,5937.46,156.7,158.67,730515.24,0,13517.59,0,0,1734.18,0,0,3916.78,0,NA,1038.8,11572.92,0,NA,11466,0,0,NA,NA,NA,1871.8,0,9424.8,NA,125776.04,0,0,0,4604.97,0,22501.64,778.81,942070.47,-140991.55,801078.92,0,2077.6,NA,NA,773.5,499.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire","GP practice","Urban","",NA,730515.24,13517.59,7203.27,163727.76,27106.61,0,19.954336045,3
"B86077",2019,2016,"Q72","NHS ENGLAND NORTH (YORKSHIRE AND HUMBER)","03G","NHS LEEDS SOUTH AND EAST CCG","Grange Medicare N C S","New Cross Surgery Rothwell Health Centre Stone Brig Lane Rothwell Leeds","LS260UE","","","PMS","No","Q2",6196,6071.969266,146.19,149.18,699966.73,0,14499.96,0,0,42149.62,0,0,0,0,0,679.96,0,3647.54,0,9649.32,0,0,2246.76,0,0,1092.52,0,17530.61,368.16,97903.45,0,0,0,4683.29,0,16949.47,-6329.31,905800.64,-108938.55,796862.09,0,762.56,30831.56,67071.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire",NA,NA,NA,NA,699966.73,14499.96,35820.31,133880.88,21632.76,0,19.530434615,3
"B86077",2019,2017,"Q72","NHS ENGLAND NORTH (YORKSHIRE AND HUMBER)","03G","NHS LEEDS SOUTH AND EAST CCG","GRANGE MEDICARE N C S","NEW CROSS SURGERY ROTHWELL HEALTH CENTRE STONE BRIG LANE ROTHWELL LEEDS","LS26 0UE","01/04/2001","","PMS","No","Q4",6091,6013.41,146.26,148.15,709749.13,0,14499.96,0,0,1734.18,0,0,5700,0,NA,1399.24,11626.12,1335.4,NA,12297.44,0,0,NA,NA,NA,1165.36,0,12919.76,657.03,97083.87,0,0,0,4519.73,0,13496.77,413.59,890879.42,-128244.03,762635.39,0,2281.84,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire","GP practice","Urban","",NA,709749.13,14499.96,7847.77,140766.06,18016.5,0,19.74238533,3
"B86077",2019,2015,"Q52","West Yorkshire","03G","Leeds South and East","Grange Medicare N C S","New Cross Surgery Rothwell Health Centre Stone Brig Lane Rothwell Leeds","LS260UE","-","-","PMS","No","Q2",6231,6127,131.9,134.14,700523,0,0,0,0,0,0,0,0,0,0,1062,0,3476,1765,11315,0,0,6934,0,4665,1260,0,13419,0,55591,0,0,176,4583,0,16695,400,821864,-120011,701853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire",NA,NA,NA,NA,700523,0,400,99663,21278,0,19.3184839,3
"B86077",2019,2019,"Q72","NHS ENGLAND NORTH (YORKSHIRE AND HUMBER)","15F","NHS LEEDS CCG","GRANGE MEDICARE N C S","NEW CROSS SURGERY ROTHWELL HEALTH CENTRE STONE BRIG LANE ROTHWELL LEEDS","LS26 0UE","01/04/2001"," ","PMS","No",NA,5948.75,5873,178.98,181.29,702157.5,0,51477.89,0,0,46800,0,0,3930,0,NA,1107.4,0,NA,NA,11956,0,0,NA,NA,NA,1688.44,0,NA,NA,NA,0,0,600.8,4543.65,0,20960.99,214357.15,1064734.74,-84549.12,980185.62,0,1930.14,NA,NA,0,470.4,2754.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire","GP practice","Urban","",NA,702157.5,51477.89,265087.15,20507.56,25504.64,0,20.16628676,3
"B86077",2019,2020,"Y63","NORTH EAST AND YORKSHIRE COMMISSIONING REGION","15F","NHS LEEDS CCG","GRANGE MEDICARE N C S","NEW CROSS SURGERY ROTHWELL HEALTH CENTRE STONE BRIG LANE ROTHWELL LEEDS","LS26 0UE","01/04/2001","21/05/2019","PMS","No",NA,5874,5782.8,2.29,2.33,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,200.46,0,406.32,12840.06,13446.84,0,13446.84,0,0,NA,NA,0,0,0,"Unknown or no PCN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire","GP practice","Urban","| Part year of data |","Unknown or no PCN",0,0,12840.06,0,606.78,0,20.16628676,3
"B86102",2016,2015,"Q52","West Yorkshire","03G","Leeds South and East","Dr Srivastava S K","The Richmond Medical Centre 15 Upper Accommodation Road Leeds  ","LS9 8RZ","-","-","GMS","No","Q2",2147,2471,124.3,107.99,173641,0,21635,9995,0,0,0,0,0,33360,0,4155,1018,0,0,0,0,0,0,0,1587,0,0,4655,0,9856,0,0,60,1457,0,4844,600,266862,-733,266129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire",NA,NA,NA,NA,173641,21635,10595,21331,6301,0,47.35055184,5
"B86102",2016,2016,"Q72","NHS ENGLAND NORTH (YORKSHIRE AND HUMBER)","03G","NHS LEEDS SOUTH AND EAST CCG","The Richmond Medical Centre","The Richmond Medical Centre 15 Upper Accommodation Road Leeds  ","LS9 8RZ","","31/03/2016","GMS","No","Q2",2086,2357.18394,84.75,75,109574.79,0,22190.76,6226.4,0,0,0,0,0,17732.82,0,3496.64,0,3210.44,0,2727.48,0,0,0,0,0,152.8,0,930.95,0,7143.5,0,0,30.04,757.81,0,2323.44,300,176797.87,-443.65,176354.22,0,0,6308.5,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire",NA,NA,NA,NA,109574.79,22190.76,6526.4,17691.85,3081.25,0,47.35055184,5
"B86633",2020,2015,"Q52","West Yorkshire","03G","Leeds South and East","Dr A Khan & Dr K Muneer","Hunslet Health Centre 24 Church Street Leeds  ","LS102PT","-","-","PMS","No","Q2",2077,2435,150.4,128.29,0,0,468,1434,0,0,0,610,0,39016,0,4847,4946,1063,0,4240,116,2396,0,0,1532,428,0,4485,0,23218,100,182109,541,856,0,2137,37844,312386,-35571,276816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire",NA,NA,NA,NA,182109,568,39888,47812,2993,0,46.35102679,5
"B86633",2020,2018,"Q72","NHS ENGLAND NORTH (YORKSHIRE AND HUMBER)","03G","NHS LEEDS SOUTH AND EAST CCG","DR A KHAN & DR K MUNEER","HUNSLET HEALTH CENTRE 24 CHURCH STREET LEEDS  ","LS10 2PT","01/04/1998","","PMS","No","Q4",2212,2524.86,168.4,147.54,0,0,16356.11,3277.23,0,0,0,0,3845,36894.12,NA,5704.5,4233.2,0,NA,5056.8,676,3252.04,NA,NA,NA,519.4,0,1724.03,NA,43495.62,0,234918.72,330.44,164.29,0,4513.54,6551.64,372508.88,-30907.44,341601.44,0,793.8,NA,NA,26,176.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire","GP practice","Urban","",NA,234918.72,16356.11,13699.87,65962.23,4677.83,0,45.2535520975,5
"B86633",2020,2016,"Q72","NHS ENGLAND NORTH (YORKSHIRE AND HUMBER)","03G","NHS LEEDS SOUTH AND EAST CCG","Dr A Khan & Dr K Muneer","Hunslet Health Centre 24 Church Street Leeds  ","LS102PT","","","PMS","No","Q2",2139,2508.619007,168.73,143.87,0,0,17244.04,2170.08,0,0,0,0,0,38756.87,0,5165.78,3984.32,1056.57,0,4431.2,0,855.8,0,0,0,481.32,0,5905.62,130.39,41658.51,0,206749.84,330.44,249.26,0,1527.8,29662.22,360906.62,-21735.47,339171.15,0,546.56,18084.07,23574.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire",NA,NA,NA,NA,206749.84,17244.04,31832.3,64546.51,1777.06,0,45.9852018925,5
"B86633",2020,2019,"Q72","NHS ENGLAND NORTH (YORKSHIRE AND HUMBER)","15F","NHS LEEDS CCG","DR A KHAN & DR K MUNEER","HUNSLET HEALTH CENTRE 24 CHURCH STREET LEEDS  ","LS10 2PT","01/04/1998"," ","PMS","No",NA,2259.25,2572.97,163.42,143.5,0,0,17258,4027.12,0,0,0,0,1768,34700.46,NA,4697.42,4193.3,NA,NA,5184.2,140,2524.61,NA,NA,NA,441.6,0,NA,NA,NA,0,241564.18,210.28,371.62,0,4124.67,45530.3,369207.97,-25384.57,343823.4,0,721.46,NA,NA,0,215.6,1535.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire","GP practice","Urban","",NA,241564.18,17258,51325.42,19863.62,4496.29,0,44.8877272,5
"B86633",2020,2017,"Q72","NHS ENGLAND NORTH (YORKSHIRE AND HUMBER)","03G","NHS LEEDS SOUTH AND EAST CCG","DR A KHAN & DR K MUNEER","HUNSLET HEALTH CENTRE 24 CHURCH STREET LEEDS  ","LS10 2PT","01/04/1998","","PMS","No","Q4",2223,2539.69,165.24,144.63,0,0,17244.04,3364.59,0,0,0,0,0,41548.39,NA,6105.48,4256,217.05,NA,5049.64,928,4065.05,NA,NA,NA,368.08,0,6316.59,211.34,31679.78,0,241725.02,525.7,305.58,0,2143.29,643.68,367322.06,-25493.3,341828.76,0,624.76,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire","GP practice","Urban","",NA,241725.02,17244.04,4008.27,60347.47,2448.87,0,45.619376995,5
"B86633",2020,2020,"Y63","NORTH EAST AND YORKSHIRE COMMISSIONING REGION","15F","NHS LEEDS CCG","DR A KHAN & DR K MUNEER","HUNSLET HEALTH CENTRE 24 CHURCH STREET LEEDS  ","LS10 2PT","01/04/1998","13/04/2020","PMS","No",NA,2373,2709.96,164.42,143.98,0,0,17283.71,3178.38,0,0,0,0,1830,36056.58,NA,4102.26,1119.58,NA,NA,5391.38,560,2439.03,NA,NA,NA,573.42,0,NA,NA,NA,0,236272.92,402.38,655.72,0,10730.85,63517.46,390173.92,-35070.98,355102.94,455.03,895.34,NA,NA,0,250.46,216.26,"MIDDLETON AND HUNSLET PCN",4243.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire","GP practice","Urban","","U94664",236272.92,17283.71,72769,16405.14,11386.57,0,44.8877272,5
"B86651",2018,2017,"Q72","NHS ENGLAND NORTH (YORKSHIRE AND HUMBER)","02V","NHS LEEDS NORTH CCG","ONE MEDICARE LLP (HILTON ROAD)","HILTON ROAD SURGERY 67 HILTON ROAD LEEDS  ","LS8  4HA","09/07/1968","","PMS","No","Q4",40,30.78,-112.92,-146.75,0,0,0,0,0,0,0,0,-3600,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-937.5,20.64,-4516.86,0,-4516.86,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire","GP practice","Urban","| Large decrease in patient numbers |",NA,0,0,-3579.36,0,-937.5,0,40.90063265,5
"B86651",2018,2015,"Q52","West Yorkshire","02V","Leeds North","One Medicare Llp (Hilton Road)","Hilton Road Surgery 67 Hilton Road Leeds  ","LS8 4HA","-","-","PMS","No","Q2",1914,1781,6.67,7.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739,0,11029,0,12768,0,12768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire",NA,NA,NA,NA,0,0,0,0,12768,0,40.90063265,5
"B86651",2018,2016,"Q72","NHS ENGLAND NORTH (YORKSHIRE AND HUMBER)","02V","NHS LEEDS NORTH CCG","One Medicare Llp (Hilton Road)","Hilton Road Surgery 67 Hilton Road Leeds  ","LS8 4HA","","","PMS","No","Q2",1877,1771.018297,20.24,21.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16412.7,0,0,0,1454.71,0,20117.65,0,37985.06,0,37985.06,0,0,0,16412.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire",NA,NA,NA,NA,0,0,0,16412.7,21572.36,0,40.90063265,5
"B86651",2018,2018,"Q72","NHS ENGLAND NORTH (YORKSHIRE AND HUMBER)","02V","NHS LEEDS NORTH CCG","ONE MEDICARE LLP (HILTON ROAD)","HILTON ROAD SURGERY 67 HILTON ROAD LEEDS  ","LS8  4HA","09/07/1968","","PMS","No","Q4",33,26.09,8.59,10.87,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,283.58,283.58,0,283.58,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire","GP practice","Urban","",NA,0,0,283.58,0,0,0,40.90063265,5
"B86651",2018,2019,"Q72","NHS ENGLAND NORTH (YORKSHIRE AND HUMBER)","15F","NHS LEEDS CCG","ONE MEDICARE LLP (HILTON ROAD)","HILTON ROAD SURGERY 67 HILTON ROAD LEEDS  ","LS8  4HA","09/07/1968","31/07/2018","PMS","No",NA,29.5,23.42,0.15,0.19,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,4.43,4.43,-0.91,3.52,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Yorkshire","GP practice","Urban","| Part year of data |",NA,0,0,4.43,0,0,0,40.90063265,5
"C82065",2017,2017,"Q78","NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS)","04C","NHS LEICESTER CITY CCG","THE MAPLES SURGERY (KP NEWLEY)","THE MAPLES SURGERY 71 EVINGTON ROAD LEICESTER  ","LE2  1QH","01/04/1974","28/02/2017","GMS","UNKNOWN","N/A",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,0,81.71,0,0,0,0,0,0,0,81.71,0,81.71,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leicester, Leicestershire and Rutland","GP practice","Urban","| Part year of data | No registered patients |",NA,0,0,0,81.71,0,0,32.32956216,4
"C82065",2017,2015,"Q59","Leicestershire and Lincolnshire","04C","Leicester City","Dr Newley K P","71 Evington Road Leicester   ","LE2 1QH","-","-","GMS","No","Q2",2743,2439,115.85,130.31,171378,20710,24988,9039,0,0,0,0,0,27973,0,6532,5137,0,0,6889,627,8775,0,0,2054,519,0,3478,720,21995,0,0,0,1861,0,5089,0,317766,-32452,285313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leicester, Leicestershire and Rutland",NA,NA,NA,NA,192088,24988,9039,56726,6950,0,32.32956216,4
"C82065",2017,2016,"Q78","NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS)","04C","NHS LEICESTER CITY CCG","Dr Newley K P","71 Evington Road Leicester   ","LE2 1QH","","","GMS","No","Q2",2659,2327.222876,75.37,86.12,138602.59,14381.9,21535.85,1377.9,0,-17878.75,0,0,0,18015.56,0,4687.02,1280.6,1520.87,0,473.68,0,2268.49,296.56,0,0,99.32,0,0,320,7611.1,0,0,0,1223.97,0,4598.83,0,200415.49,-3672.27,196743.22,0,0,75.11,7535.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leicester, Leicestershire and Rutland",NA,NA,NA,NA,152984.49,21535.85,-16500.85,18557.64,5822.8,0,32.32956216,4
"C82625",2014,2015,"Q59","Leicestershire and Lincolnshire","04C","Leicester City","Petworth Drive Surgery","5 Petworth Drive Leicester   ","LE3 9RF","-","31/07/2014","PMS","No","Q2",1347,1096,88.12,108.28,0,0,1560,0,0,0,0,0,0,14881,0,2848,0,0,0,314,0,480,0,0,0,0,0,0,360,541,0,0,0,0,0,493,97216,118693,-421,118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leicester, Leicestershire and Rutland",NA,NA,NA,NA,0,1560,97216,4543,493,0,42.8996275,5
"C82657",2020,2015,"Q59","Leicestershire and Lincolnshire","04V","West Leicestershire","Dr Shah B J","Mahavir Medical Centre 10 Chestnut Way East Goscote Leicestershire ","LE7 3QQ","-","-","GMS","No","Q2",1434,1304,120.6,132.63,91232,0,14600,7443,0,0,0,0,10373,20895,0,2963,0,1750,0,3312,1425,5716,0,0,0,260,0,3079,86,2002,0,0,0,1811,0,5988,0,172935,-27222,145713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leicester, Leicestershire and Rutland",NA,NA,NA,NA,91232,14600,17816,20593,7799,0,10.44351266,1
"C82657",2020,2020,"Y60","MIDLANDS COMMISSIONING REGION","04V","NHS WEST LEICESTERSHIRE CCG","DR SHAH B J","MAHAVIR MEDICAL CENTRE 10 CHESTNUT WAY EAST GOSCOTE LEICESTERSHIRE ","LE7  3QQ","01/01/2003","01/12/2019","GMS","No",NA,937.3333333,891.36,108.35,113.94,57469.9,0,10232.1,0,0,0,0,0,1320,16120.33,NA,1067.94,0,NA,NA,129.74,0,3969,NA,NA,NA,241.44,0,NA,NA,NA,0,0,144.6,537.44,0,495.62,0,101557.39,3520.86,105078.25,0,150.9,NA,NA,0,40.24,8254.61,"Unknown or no PCN",1383.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leicester, Leicestershire and Rutland","GP practice","Rural","| Part year of data || Large fluctuation in patients |","Unknown or no PCN",57469.9,10232.1,2703.53,13998.47,1033.06,0,10.55445416,1
"C82657",2020,2016,"Q78","NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS)","04V","NHS WEST LEICESTERSHIRE CCG","Dr Shah B J","Mahavir Medical Centre 10 Chestnut Way East Goscote Leicestershire ","LE7 3QQ","","","GMS","No","Q2",1405,1297.748206,133.85,144.91,94932.15,0,16007.18,3818.5,0,0,0,0,0,19002.04,0,3188.47,0,2768.6,0,3185.88,232,4974.83,515.52,0,0,244.48,0,4005.34,287.87,17383.75,0,0,0,1945.03,0,8150.85,7035,188058.13,-6624.83,181433.3,0,380.64,213.36,17170.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leicester, Leicestershire and Rutland",NA,NA,NA,NA,94932.15,16007.18,10853.5,37167.38,10095.88,0,10.471248035,1
