"Year","Practice.Code"
2023,"P92035"
2023,"P92623"
2023,"Y00212"
2023,"Y01139"
2023,"Y02128"
2023,"Y02129"
2023,"Y02260"
2023,"Y02470"
2023,"Y02512"
2023,"Y02585"
2023,"Y02615"
2023,"Y02660"
2023,"Y02823"
2023,"Y02961"
2023,"Y03112"
2023,"Y04883"
2023,"Y04947"
2023,"Y04951"
2023,"Y04952"
