"Practice.Code","Year","location_name","service_population_group","domain","latest_rating","inherited_rating_y_n","IMD","IMD_quintile","ICB_NAME"
"E82074",2016,"South Street Surgery","Overall","Overall","Good","N",6.8920291475,1,"Hertfordshire and West Essex"
"E82075",2016,"Regal Chambers Surgery","Overall","Overall","Good","N",10.650510425,1,"Hertfordshire and West Essex"
"E82077",2019,"Dr A Cashyap and Partners","Overall","Overall","Good","N",4.806825454,1,"Hertfordshire and West Essex"
"E82078",2017,"Highview Medical Centre","Overall","Overall","Good","N",13.54703882,2,"Hertfordshire and West Essex"
"E82079",2016,"Cromwell Medical Centre","Overall","Overall","Good","N",20.93838605,3,"Hertfordshire and West Essex"
"E82081",2019,"Valley View Surgery","Overall","Overall","Good","N",9.081096348,1,"Hertfordshire and West Essex"
"E82082",2015,"Birchwood Surgery","Overall","Overall","Good","N",17.5416404,3,"Hertfordshire and West Essex"
"E82083",2020,"The Colne Practice","Overall","Overall","Good","N",8.819764404,1,"Hertfordshire and West Essex"
"E82084",2017,"Harvey Group Practice","Overall","Overall","Good","N",7.7873812955,1,"Hertfordshire and West Essex"
"E82085",2017,"The Red House","Overall","Overall","Good","N",9.2389859655,1,"Hertfordshire and West Essex"
"E82086",2016,"King George Surgery","Overall","Overall","Good","N",17.3675121625,3,"Hertfordshire and West Essex"
"E82088",2016,"Hailey View Surgery","Overall","Overall","Good","N",12.791709705,2,"Hertfordshire and West Essex"
"E82090",2024,"Park Lane Surgery","Overall","Overall","Requires improvement","N",11.02494882,1,"Hertfordshire and West Essex"
"E82091",2017,"Parkwood Surgery","Overall","Overall","Good","N",13.629891955,2,"Hertfordshire and West Essex"
"E82092",2016,"Dolphin House Surgery","Overall","Overall","Good","Y",8.853878206,1,"Hertfordshire and West Essex"
"E82093",2024,"Bedwell Medical Centre","Overall","Overall","Good","N",22.23906982,3,"Hertfordshire and West Essex"
"E82094",2021,"The Manor Street Surgery","Overall","Overall","Good","N",6.174513748,1,"Hertfordshire and West Essex"
"E82098",2017,"Annandale Medical Centre","Overall","Overall","Good","N",10.2316014165,1,"Hertfordshire and West Essex"
"E82099",2024,"The Baldock Surgery","Overall","Overall","Good","N",11.35027453,1,"Hertfordshire and West Essex"
"E82100",2017,"Central Surgery","Overall","Overall","Good","N",9.0935011515,1,"Hertfordshire and West Essex"
"E82102",2016,"New River Health","Overall","Overall","Good","N",8.63666131575,1,"Hertfordshire and West Essex"
"E82104",2020,"Sollershott Surgery","Overall","Overall","Good","N",13.45804131,2,"Hertfordshire and West Essex"
"E82105",2019,"Abbotswood Medical Centre","Overall","Overall","Good","Y",13.90238533,2,"Hertfordshire and West Essex"
"E82106",2017,"New Road Surgery","Overall","Overall","Good","N",4.883586947,1,"Hertfordshire and West Essex"
"E82107",2021,"Summerfield health centre","Overall","Overall","Good","Y",12.22020659,1,"Hertfordshire and West Essex"
"E82111",2016,"Dr S K Bhardwaj and Dr M R Masood","Overall","Overall","Good","N",18.212161995,3,"Hertfordshire and West Essex"
"E82113",2016,"Verulam Medical Group","Overall","Overall","Good","N",9.747230625,1,"Hertfordshire and West Essex"
"E82115",2021,"Stockwell Lodge Medical Centre","Overall","Overall","Requires improvement","N",17.81658563,2,"Hertfordshire and West Essex"
"E82117",2017,"The Grove Medical Centre","Overall","Overall","Good","N",18.70024702,3,"Hertfordshire and West Essex"
"E82121",2016,"Watton Place Clinic","Overall","Overall","Good","N",8.2815160845,1,"Hertfordshire and West Essex"
"E82123",2017,"Warden Lodge Medical Practice","Overall","Overall","Good","N",19.02135488,3,"Hertfordshire and West Essex"
"E82124",2023,"Attenborough Surgery","Overall","Overall","Good","N",13.95059242,1,"Hertfordshire and West Essex"
"E82129",2016,"Kings Langley Surgery","Overall","Overall","Good","N",7.48479977725,1,"Hertfordshire and West Essex"
"E82130",2022,"Buntingford Medical Centre","Overall","Overall","Requires improvement","N",9.179645233,1,"Hertfordshire and West Essex"
"E82132",2022,"Roysia Surgery","Overall","Overall","Good","Y",9.799991604,1,"Cambridgeshire and Peterborough"
"E82133",2018,"High Street Surgery","Overall","Overall","Good","N",20.4177945975,3,"Hertfordshire and West Essex"
"E82626",2019,"Dr Rajpreet Millan","Overall","Overall","Good","N",11.84575136,1,"Hertfordshire and West Essex"
"E82638",2019,"Stanhope Surgery","Overall","Overall","Good","N",25.50518332,4,"Hertfordshire and West Essex"
"E82640",2023,"Highfield Surgery","Overall","Overall","Good","N",23.416007,3,"Hertfordshire and West Essex"
"E82643",2017,"Archway Surgery","Overall","Overall","Good","N",7.7791264955,1,"Hertfordshire and West Essex"
"E82652",2023,"Gossoms End Surgery","Overall","Overall","Good","N",8.422749114,1,"Hertfordshire and West Essex"
"E82654",2018,"Helix Medical Centre","Overall","Overall","Good","N",6.6457253735,1,"Hertfordshire and West Essex"
"E82655",2019,"South Oxhey Surgery","Overall","Overall","Good","N",20.21952124,3,"Hertfordshire and West Essex"
"E82657",2020,"Little Bushey Surgery","Overall","Overall","Good","N",9.036842839,1,"Hertfordshire and West Essex"
"E82661",2017,"The Garden City Surgery","Overall","Overall","Good","N",18.78368895,3,"Hertfordshire and West Essex"
"E83003",2018,"Oakleigh Road Health Centre","Overall","Overall","Good","N",14.55620933,2,"North Central London"
"E83005",2016,"Lichfield Grove Surgery","Overall","Overall","Good","N",13.4747540825,2,"North Central London"
"E83006",2018,"Greenfield Medical Centre","Overall","Overall","Good","N",23.7051575725,3,"North Central London"
"E83007",2017,"Squires Lane Medical Practice","Overall","Overall","Good","N",19.82559406,3,"North Central London"
"E83008",2019,"Heathfielde Medical Centre","Overall","Overall","Good","N",9.221716177,1,"North Central London"
"E83009",2020,"PHGH Doctors","Overall","Overall","Good","N",11.14138591,1,"North Central London"
"E83010",2018,"The Speedwell Practice","Overall","Overall","Good","N",14.576423985,2,"North Central London"
"E83011",2023,"The Everglade Medical Practice","Overall","Overall","Requires improvement","N",30.40216781,4,"North Central London"
"E83012",2017,"Drs Desai, Lowe and Farooqi","Overall","Overall","Good","N",15.910184285,2,"North Central London"
"E83013",2021,"Cornwall House Surgery","Overall","Overall","Good","N",12.00519248,1,"North Central London"
"E83016",2019,"Millway Medical Practice","Overall","Overall","Good","N",12.88502109,1,"North Central London"
"E83017",2022,"Longrove Surgery","Overall","Overall","Good","N",13.4290826,1,"North Central London"
"E83018",2018,"Watling Medical Centre","Overall","Overall","Good","N",21.08690551,3,"North Central London"
"E83020",2017,"St George's Medical Centre","Overall","Overall","Good","N",16.46549181,2,"North Central London"
"E83021",2024,"Torrington Park Group Practice","Overall","Overall","Requires improvement","N",14.2048699,2,"North Central London"
"E83024",2024,"St Andrews Medical Practice","Overall","Overall","Good","N",10.33639252,1,"North Central London"
"E83025",2017,"Pennine Drive Practice","Overall","Overall","Good","N",24.7139796,4,"North Central London"
"E83026",2017,"Supreme Medical Centre","Overall","Overall","Good","N",12.541169555,2,"North Central London"
"E83027",2019,"The Practice @ 188","Overall","Overall","Good","N",15.62882691,2,"North Central London"
"E83028",2018,"Parkview Surgery Edgware","Overall","Overall","Good","N",27.310393465,4,"North Central London"
"E83030",2021,"Penshurst Gardens Surgery","Overall","Overall","Good","N",13.2379982,1,"North Central London"
"E83031",2018,"The Village Surgery","Overall","Overall","Good","N",15.4526579,2,"North Central London"
"E83032",2021,"Oak Lodge Medical Centre","Overall","Overall","Good","N",22.30957072,3,"North Central London"
"E83034",2018,"Colney Hatch Lane Surgery","Overall","Overall","Good","Y",19.331250485,3,"North Central London"
"E83035",2024,"Wentworth Medical Practice","Overall","Overall","Good","N",13.10735847,1,"North Central London"
"E83037",2021,"Derwent Crescent Medical Centre","Overall","Overall","Good","N",12.21607702,1,"North Central London"
"E83038",2017,"Jai Medical Centre","Overall","Overall","Good","N",21.230375655,3,"North Central London"
"E83039",2022,"Ravenscroft Medical Centre","Overall","Overall","Good","Y",15.93538052,2,"North Central London"
"E83041",2017,"Wakemans Hill Surgery","Overall","Overall","Good","N",20.626171055,3,"North Central London"
"E83044",2016,"Addington Medical Centre","Overall","Overall","Good","N",15.8417569875,2,"North Central London"
"E83045",2017,"Friern Barnet Medical Centre","Overall","Overall","Good","N",18.78273052,3,"North Central London"
"E83046",2016,"Sefton Ave Surgery","Overall","Overall","Good","N",21.8495648475,3,"North Central London"
"E83049",2024,"Langstone Way Surgery","Overall","Overall","Requires improvement","N",15.03338312,2,"North Central London"
"E83050",2017,"East Finchley Medical Centre","Overall","Overall","Good","N",11.49462562,1,"North Central London"
"E83053",2019,"Lane End Medical Group","Overall","Overall","Good","N",14.28185485,2,"North Central London"
"E83600",2016,"JS Adler & F Rosenberg- The Surgery","Overall","Overall","Good","N",13.5624378375,2,"North Central London"
"E83613",2024,"East Barnet Health Centre","Overall","Overall","Good","N",15.31173144,2,"North Central London"
"E83621",2017,"Brunswick Park Medical Centre","Overall","Overall","Good","N",14.366233455,2,"North Central London"
"E83622",2017,"Temple Fortune Health Centre","Overall","Overall","Good","N",12.24009333,1,"North Central London"
"E83637",2018,"Colindale Medical Centre Lp","Overall","Overall","Good","N",20.904130535,3,"North Central London"
"E83638",2018,"The Mountfield Surgery","Overall","Overall","Good","N",11.933590435,1,"North Central London"
"E83639",2017,"Rosemary Surgery","Overall","Overall","Good","N",15.994547585,2,"North Central London"
"E83649",2020,"Hodford Road Surgery","Overall","Overall","Requires improvement","Y",15.87398709,2,"North Central London"
"E83653",2017,"The Phoenix Practice","Overall","Overall","Good","N",17.39300415,3,"North Central London"
"E83668",2018,"Medical Centre","Overall","Overall","Good","N",17.3863140025,2,"North Central London"
"E84002",2018,"Forty Willows Surgery","Overall","Overall","Good","N",23.87215771,3,"North West London"
"E84003",2016,"Premier Medical Centre","Overall","Overall","Good","N",21.95689934,3,"North West London"
"E84004",2021,"The Circle Practice","Overall","Overall","Good","N",16.63260126,2,"North West London"
"E84005",2017,"Kings Road Medical Centre","Overall","Overall","Good","N",11.82530424,1,"North West London"
"E84006",2021,"The Law Medical Group Practice","Overall","Overall","Good","N",25.95315417,3,"North West London"
"E84006001",2024,"The Law Medical Group Practice","Overall","Overall","Good","N",NA,NA,NA
"E84007",2022,"Uxendon Crescent surgery","Overall","Overall","Good","N",15.75270252,2,"North West London"
"E84008",2017,"Dr Rozewicz & Partners","Overall","Overall","Good","N",16.284092335,2,"North West London"
"E84009",2018,"Enderley Road Medical Centre","Overall","Overall","Good","N",19.144743715,3,"North West London"
"E84011",2024,"St Andrews Medical Centre","Overall","Overall","Good","N",28.3846203,4,"North West London"
"E84012",2022,"Windmill Medical Practice","Overall","Overall","Good","N",24.84736363,3,"North West London"
"E84013",2019,"Church End Medical Centre","Overall","Overall","Good","Y",38.60411355,5,"North West London"
"E84014",2023,"The Bacon Lane Surgery","Overall","Overall","Requires improvement","N",17.10810974,2,"North West London"
"E84015",2022,"Willow Tree Family Doctors","Overall","Overall","Requires improvement","N",20.54193389,2,"North West London"
"E84017",2022,"Sudbury and Alperton Medical Centre","Overall","Overall","Requires improvement","N",19.01709444,2,"North West London"
"E84018",2016,"Streatfield Surgery","Overall","Overall","Good","N",12.44959529,2,"North West London"
"E84020",2021,"Jai Medical Centre (Brent)","Overall","Overall","Good","N",19.2766974,2,"North West London"
"E84021",2018,"The Willesden Medical Centre","Overall","Overall","Good","N",28.64952352,4,"North West London"
"E84022",2023,"Roxbourne Medical Centre","Overall","Overall","Good","N",20.44667878,2,"North West London"
"E84024",2016,"The Pinn Medical Centre","Overall","Overall","Outstanding","N",7.46836216375,1,"North West London"
"E84025",2017,"The Lonsdale Medical Centre","Overall","Overall","Good","N",23.431528525,4,"North West London"
"E84028",2017,"The Stonebridge Practice","Overall","Overall","Good","N",40.725838125,5,"North West London"
"E84030",2017,"Preston Hill Surgery","Overall","Overall","Good","Y",30.06516427,4,"North West London"
"E84031",2021,"Dr Bhatt and partners","Overall","Overall","Good","N",42.12907,5,"North West London"
"E84032",2019,"Ellis Practice","Overall","Overall","Good","N",25.62569943,4,"North West London"
"E84033",2019,"Chalkhill Family Practice","Overall","Overall","Good","N",25.21527464,4,"North West London"
"E84036",2020,"Gladstone Medical Centre","Overall","Overall","Good","N",30.46474055,4,"North West London"
"E84039",2018,"Honeypot Medical Centre","Overall","Overall","Good","N",15.975713355,2,"North West London"
"E84040",2021,"The Pinner Road Surgery","Overall","Overall","Good","N",14.00383292,1,"North West London"
"E84044",2023,"Dr Anjum Zaidi and Partners","Overall","Overall","Good","N",17.53119958,2,"North West London"
"E84048",2021,"The Fryent Way Surgery","Overall","Overall","Good","N",18.82686515,2,"North West London"
"E84049",2024,"Brampton Health Centre","Overall","Overall","Good","N",20.20873218,2,"North West London"
"E84051",2016,"Stanley Corner Medical Centre","Overall","Overall","Good","N",23.026920005,4,"North West London"
"E84053",2016,"Hatch End Medical Centre","Overall","Overall","Good","N",9.10965187125,1,"North West London"
"E84057",2022,"The Stanmore Medical Centre","Overall","Overall","Good","N",13.16586051,1,"North West London"
"E84058",2019,"GP Direct","Overall","Overall","Good","N",17.80499111,2,"North West London"
"E84059",2016,"The Surgery","Overall","Overall","Good","N",13.4552355925,2,"North West London"
"E84061",2017,"Elliott Hall Medical Centre","Overall","Overall","Outstanding","N",10.6166645,1,"North West London"
"E84062",2017,"The Shaftesbury Medical Centre","Overall","Overall","Good","N",17.52294549,3,"North West London"
"E84063",2024,"Lancelot Medical Centre","Overall","Overall","Good","N",23.45814954,3,"North West London"
"E84066",2019,"Hazeldene Medical Centre","Overall","Overall","Good","N",24.94321741,3,"North West London"
"E84067",2023,"Church Lane Surgery","Overall","Overall","Good","N",20.1830559,2,"North West London"
"E84068",2018,"The Ridgeway Surgery","Overall","Overall","Good","N",10.32517912025,1,"North West London"
"E84069",2018,"Belmont Health Centre","Overall","Overall","Good","N",17.4896539375,2,"North West London"
"E84070",2017,"Pinner View Medical Centre","Overall","Overall","Good","N",12.777539765,2,"North West London"
"E84074",2017,"Freuchen Medical Centre","Overall","Overall","Good","N",36.719432305,5,"North West London"
"E84075",2017,"Mollison Way Surgery","Overall","Overall","Good","N",16.25762438,2,"North West London"
"E84076",2016,"Oxgate Gardens Surgery","Overall","Overall","Good","N",27.864446895,4,"North West London"
"E84078",2022,"Kingsbury Health and Wellbeing","Overall","Overall","Good","N",18.20359895,2,"North West London"
"E84080",2021,"Staverton Surgery","Overall","Overall","Good","N",22.78155936,3,"North West London"
"E84083",2017,"Lanfranc Medical Centre","Overall","Overall","Good","N",16.559655745,2,"North West London"
"E84086",2017,"Walm Lane Surgery","Overall","Overall","Good","N",22.974480725,3,"North West London"
"E84601",2021,"Kenton Bridge Medical Centre","Overall","Overall","Good","Y",14.87335847,1,"North West London"
"E84620",2020,"Preston Road Surgery","Overall","Overall","Good","N",19.20401722,3,"North West London"
"E84626",2022,"The Sunflower Medical Centre","Overall","Overall","Good","N",22.18004769,3,"North West London"
"E84635",2020,"Dr Madhukar C Patel","Overall","Overall","Good","N",22.96563046,3,"North West London"
"E84637",2016,"Dr Neeta Ghosh-Chowdhury","Overall","Overall","Good","N",42.0881622875,5,"North West London"
"E84638",2021,"Alperton Medical Centre","Overall","Overall","Good","N",21.9839942,3,"North West London"
"E84645",2021,"Park Royal Medical Practice","Overall","Overall","Requires improvement","N",35.1329687,4,"North West London"
"E84646",2017,"The Streatfield Medical Centre","Overall","Overall","Good","N",15.040976185,2,"North West London"
"E84647",2020,"Kenton Clinic","Overall","Overall","Good","N",14.91631545,2,"North West London"
"E84653",2022,"Dr Muhammad Shahzad","Overall","Overall","Good","N",17.93871705,2,"North West London"
"E84656",2016,"Roundwood Park Medical Centre","Overall","Overall","Good","N",34.00950537,5,"North West London"
"E84658",2018,"Dr Kaushikkumar Karia","Overall","Overall","Good","N",20.4866050175,3,"North West London"
"E84663",2022,"Kenton Bridge Medical Centre","Overall","Overall","Good","N",14.13864509,1,"North West London"
"E84665",2023,"Neasden Medical Centre","Overall","Overall","Requires improvement","N",32.97356348,4,"North West London"
"E84674",2024,"Chichele Road Surgery","Overall","Overall","Good","N",26.54475104,3,"North West London"
"E84676",2018,"Headstone Lane Medical Centre","Overall","Overall","Good","Y",16.0659845,2,"North West London"
"E84678",2018,"Preston Medical Centre","Overall","Overall","Good","N",20.7863213625,3,"North West London"
"E84680",2021,"Headstone Road Surgery","Overall","Overall","Good","N",16.49879152,2,"North West London"
"E84681",2021,"Dr Muhammad Shahzad","Overall","Overall","Good","N",18.93633515,2,"North West London"
"E84684",2017,"The Tudor House Medical Centre","Overall","Overall","Good","N",28.33618692,4,"North West London"
"E84685",2019,"Sudbury Primary Care Centre","Overall","Overall","Good","N",19.27509302,3,"North West London"
"E84693",2017,"St Peter's Medical Centre","Overall","Overall","Good","N",14.619043295,2,"North West London"
"E84699",2018,"Kings Edge Medical Centre","Overall","Overall","Good","N",19.1487848875,3,"North West London"
"E84701",2021,"Pearl Medical Practice","Overall","Overall","Requires improvement","N",22.25528499,3,"North West London"
"E84702",2018,"Willesden Green Surgery","Overall","Overall","Good","N",26.1052066175,4,"North West London"
"E84704",2019,"Dr Isis Neoman","Overall","Overall","Good","N",30.0461575,4,"North West London"
"E84709",2017,"Wembley Park Drive Medical Centre","Overall","Overall","Good","Y",22.42437351,3,"North West London"
"E84713",2018,"The Enterprise Practice","Overall","Overall","Good","Y",17.244419595,2,"North West London"
"E85001",2021,"Thornbury Road Centre for Health","Overall","Overall","Good","N",16.30430715,2,"North West London"
"E85003",2022,"North End Medical Centre","Overall","Overall","Good","N",22.46699442,3,"North West London"
"E85004",2021,"Albany Practice","Overall","Overall","Requires improvement","N",26.20978594,3,"North West London"
"E85005",2022,"The Westway Surgery","Overall","Overall","Good","N",30.1975247,4,"North West London"
"E85006",2021,"Waterside Medical Centre","Overall","Overall","Good","N",32.22679921,4,"North West London"
"E85007",2017,"St Margaret's Medical Practice","Overall","Overall","Good","N",15.75072567,2,"North West London"
"E85008",2022,"North Fulham Surgery","Overall","Overall","Good","N",23.78191292,3,"North West London"
"E85012",2018,"KS Medical Centre Limited","Overall","Overall","Good","N",27.9539269925,4,"North West London"
"E85013",2022,"Westseven GP","Overall","Overall","Good","N",22.12434373,3,"North West London"
"E85014",2022,"Dr D Cowen & Partners","Overall","Overall","Requires improvement","N",11.61961632,1,"North West London"
"E85015",2016,"Hounslow Medical Centre","Overall","Overall","Good","N",22.6270823125,3,"North West London"
"E85016",2022,"Richford Gate Medical Centre","Overall","Overall","Good","N",24.24028619,3,"North West London"
"E85019",2016,"Crown Street Surgery","Overall","Overall","Good","N",28.91810733,4,"North West London"
"E85020",2023,"Brook Green Medical Centre","Overall","Overall","Good","N",21.32550242,3,"North West London"
"E85021",2024,"Yeading Medical Centre","Overall","Overall","Good","Y",29.80197837,4,"North West London"
"E85023",2017,"Dr Michael Garas Mikhail","Overall","Overall","Good","N",27.11588212,4,"North West London"
"E85024",2022,"Carlton Surgery","Overall","Overall","Good","N",23.08842171,3,"North West London"
"E85025",2022,"Cassidy Medical Centre","Overall","Overall","Good","N",20.32405549,2,"North West London"
"E85026",2018,"Gordon House Surgery","Overall","Overall","Good","N",19.7641114,3,"North West London"
"E85028",2016,"Dr V G Tailor and Dr A Chesterman","Overall","Overall","Good","N",20.88499174,3,"North West London"
"E85029",2021,"Dr Jefferies and Partners","Overall","Overall","Good","N",18.99368218,2,"North West London"
"E85030",2017,"Chiswick Health Practice","Overall","Overall","Good","N",14.26386325,2,"North West London"
"E85032",2021,"Ashchurch Medical Centre","Overall","Overall","Good","N",23.78331654,3,"North West London"
"E85033",2021,"Hammersmith Surgery","Overall","Overall","Good","N",23.99829194,3,"North West London"
"E85034",2022,"Grosvenor House Surgery","Overall","Overall","Requires improvement","N",26.40001609,3,"North West London"
"E85035",2016,"Mount Medical Centre","Overall","Overall","Good","N",26.716069165,4,"North West London"
"E85038",2022,"The Surgery - Dr Mangwana and Partners","Overall","Overall","Good","N",13.31887213,1,"North West London"
"E85040",2017,"West4GPS","Overall","Overall","Good","N",15.136505965,2,"North West London"
"E85041",2022,"Hanwell Health Centre","Overall","Overall","Requires improvement","N",21.71519172,3,"North West London"
"E85042",2016,"Dr Dassanayake & Partners","Overall","Overall","Good","N",28.6048619775,4,"North West London"
"E85045",2017,"Twickenham Park Medical Centre","Overall","Overall","Good","Y",21.13738278,3,"North West London"
"E85046",2021,"Eastmead Avenue Surgery","Overall","Overall","Good","N",22.96366536,3,"North West London"
"E85048",2021,"Parkview Practice","Overall","Overall","Good","N",32.02883484,4,"North West London"
"E85049",2016,"Belmont Medical Centre","Overall","Overall","Good","N",31.7914302675,5,"North West London"
"E85050",2016,"Greenford Road Medical Centre","Overall","Overall","Good","N",20.84655938,3,"North West London"
"E85051",2024,"Greenford Avenue Family Health Practice","Overall","Overall","Good","N",27.86412262,4,"North West London"
"E85052",2022,"Cranford Medical Centre","Overall","Overall","Requires improvement","N",22.12196174,3,"North West London"
"E85053",2016,"Dr Govindasamy Balachandran","Overall","Overall","Good","N",25.6293506275,4,"North West London"
"E85054",2020,"Hillview Surgery","Overall","Overall","Good","N",16.12950234,2,"North West London"
"E85055",2022,"The Bush Doctors","Overall","Overall","Good","N",28.45994651,4,"North West London"
"E85056",2017,"St Davids Practice","Overall","Overall","Good","N",23.719906905,4,"North West London"
"E85057",2017,"Queens Walk Practice","Overall","Overall","Good","N",12.089136905,1,"North West London"
"E85058",2017,"Blue Wing Family Doctor Unit","Overall","Overall","Good","N",22.77084393,3,"North West London"
"E85059",2018,"Chestnut Practice","Overall","Overall","Good","N",22.4105514125,3,"North West London"
"E85060",2016,"Kingfisher Practice","Overall","Overall","Good","N",16.77411047,3,"North West London"
"E85061",2019,"Dr Naz Asghar","Overall","Overall","Good","N",28.11291817,4,"North West London"
"E85062",2018,"First Care Practice","Overall","Overall","Good","N",21.1667688875,3,"North West London"
"E85064",2016,"West End Surgery","Overall","Overall","Good","N",29.5930293825,4,"North West London"
"E85066",2016,"Dr John William Keen","Overall","Overall","Good","Y",12.7060673025,2,"North West London"
"E85069",2022,"Oldfield Family Practice","Overall","Overall","Good","N",23.55019271,3,"North West London"
"E85071",2017,"Dr Sanjay Kumar Sen","Overall","Overall","Good","N",24.258433605,4,"North West London"
"E85075",2024,"GP Surgery @ Acton Gardens","Overall","Overall","Requires improvement","N",20.4211031,2,"North West London"
"E85077",2019,"Shepherds Bush Medical Centre","Overall","Overall","Good","N",27.71911777,4,"North West London"
"E85083",2016,"Woodbridge Medical Centre","Overall","Overall","Good","N",27.8946521675,4,"North West London"
"E85088",2017,"Elmbank Surgery","Overall","Overall","Good","N",30.076719705,4,"North West London"
"E85090",2019,"Hammond Road Surgery","Overall","Overall","Good","N",26.52516719,4,"North West London"
"E85091",2022,"Brunswick Surgery","Overall","Overall","Good","N",20.74845818,2,"North West London"
"E85096",2017,"The Medical Centre","Overall","Overall","Good","Y",24.51045147,4,"North West London"
"E85098",2022,"Islip Manor Medical Centre","Overall","Overall","Good","N",28.79001119,4,"North West London"
"E85099",2019,"The Avenue Surgery","Overall","Overall","Good","Y",19.14629794,3,"North West London"
"E85103",2024,"Lady Margaret Road Medical Centre","Overall","Overall","Requires improvement","N",26.70317402,3,"North West London"
"E85107",2016,"The Mill Hill Surgery","Overall","Overall","Good","N",30.4172741425,4,"North West London"
"E85108",2016,"Dr Surakshan Claude Seimon","Overall","Overall","Good","N",26.2821309875,4,"North West London"
"E85109",2023,"The Acton Health Centre","Overall","Overall","Good","N",29.32495436,4,"North West London"
"E85111",2022,"Perivale Medical Clinic","Overall","Overall","Good","N",18.54275173,2,"North West London"
"E85112",2023,"Elmtrees Surgery","Overall","Overall","Good","N",14.39221363,1,"North West London"
"E85113",2019,"Redwood Practice","Overall","Overall","Good","N",16.71266052,2,"North West London"
"E85114",2016,"Crosslands Surgery","Overall","Overall","Good","N",23.93032965,4,"North West London"
"E85115",2016,"Pentelow Practice","Overall","Overall","Good","N",24.2386144725,4,"North West London"
"E85116",2015,"Cuckoo Lane Practice","Overall","Overall","Outstanding","N",20.58665724,3,"North West London"
"E85118",2017,"The Fulham Medical Centre","Overall","Overall","Good","N",19.613283125,3,"North West London"
"E85119",2019,"The MWH Practice","Overall","Overall","Good","N",26.16498866,4,"North West London"
"E85120",2016,"The Argyle Surgery","Overall","Overall","Good","N",21.11525852,3,"North West London"
"E85121",2016,"Dr G Singh and Partners","Overall","Overall","Good","N",27.468369545,4,"North West London"
"E85122",2023,"Dr Evans & Partners","Overall","Overall","Good","N",17.38935928,2,"North West London"
"E85123",2017,"The Corfton Road Surgery","Overall","Overall","Good","N",16.267556065,2,"North West London"
"E85124",2019,"GP at hand","Overall","Overall","Good","N",23.13621298,3,"North West London"
"E85125",2016,"Sterndale Surgery","Overall","Overall","Good","Y",21.60404898,3,"North West London"
"E85126",2023,"The Green Practice","Overall","Overall","Requires improvement","N",22.1333485,3,"North West London"
"E85127",2019,"The Barnabas Medical Centre","Overall","Overall","Good","N",18.49121768,2,"North West London"
"E85128",2017,"Sands End Health Clinic","Overall","Overall","Good","N",19.217266135,3,"North West London"
"E85129",2018,"The Mansell Road Practice","Overall","Overall","Good","N",21.0978179975,3,"North West London"
"E85600",2016,"Willow Practice","Overall","Overall","Good","N",16.517465515,3,"North West London"
"E85605",2017,"Brentford Group Practice","Overall","Overall","Good","N",25.157817165,4,"North West London"
"E85617",2017,"Dr Wafik Moustafa","Overall","Overall","Good","N",21.83101246,3,"North West London"
"E85623",2022,"Somerset Medical Centre, Grand Union Village Health Centre","Overall","Overall","Good","N",23.87466975,3,"North West London"
"E85624",2016,"Parkview Centre for Health and Wellbeing","Overall","Overall","Good","N",31.85956971,5,"North West London"
"E85624001",2017,"The Medical Centre","Overall","Overall","Good","N",NA,NA,NA
"E85625",2017,"Chiswick Family Doctors Practice","Overall","Overall","Good","N",15.374886615,2,"North West London"
"E85628",2016,"Dr Reynolds, Dr Waters, Dr Arfeen & Dr Varma","Overall","Overall","Good","N",14.60125802,2,"North West London"
"E85633",2017,"The Southall Medical Centre","Overall","Overall","Good","N",28.525344365,4,"North West London"
"E85633001",2015,"70 Norwood Road","Overall","Overall","Good","N",NA,NA,NA
"E85635",2016,"The Vale Surgery","Overall","Overall","Good","N",25.8261759425,4,"North West London"
"E85636",2023,"Park Medical Centre","Overall","Overall","Good","N",21.49745401,3,"North West London"
"E85640",2016,"Churchfield Surgery","Overall","Overall","Good","N",26.3125895575,4,"North West London"
"E85643",2017,"Meadow View Surgery","Overall","Overall","Good","N",20.59352403,3,"North West London"
"E85649",2021,"Fulham Cross Medical Centre","Overall","Overall","Good","N",19.51953601,2,"North West London"
"E85656",2018,"Sunrise Medical Centre","Overall","Overall","Good","N",28.5149173525,4,"North West London"
"E85657",2017,"Ealing Park Health Centre","Overall","Overall","Good","N",20.54268743,3,"North West London"
"E85658",2016,"Holly Road Medical Centre","Overall","Overall","Good","N",17.5712701225,3,"North West London"
"E85659",2022,"Parkview Medical Centre","Overall","Overall","Good","N",32.59337821,4,"North West London"
"E85663",2017,"The Saluja Clinic","Overall","Overall","Good","N",29.70218718,4,"North West London"
"E85677",2017,"Dr Muhammad Akbar Khan","Overall","Overall","Good","N",25.74786496,4,"North West London"
"E85680",2021,"Cloister Road Surgery","Overall","Overall","Good","N",22.68489482,3,"North West London"
"E85681",2017,"The Jersey Practice","Overall","Overall","Good","Y",26.739600485,4,"North West London"
"E85682",2023,"Dormers Wells Medical Centre","Overall","Overall","Requires improvement","N",29.41202554,4,"North West London"
"E85683",2017,"Dr Mumuksh Patel","Overall","Overall","Good","N",14.06480399,2,"North West London"
"E85685",2021,"Lilyville @ Parsons Green","Overall","Overall","Good","N",12.6340271,1,"North West London"
"E85687",2024,"Acton Lane Medical Centre","Overall","Overall","Good","N",21.83621193,3,"North West London"
